symbol,holding_signal,holding_score,announcement_score,ai_tone_score,management_score,management_label,announcement_types,as_of_date
TVSSCS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TVSSRICHAK,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TVTODAY,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
TVVISION,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UBL,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
UCAL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UCOBANK,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
UDS,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
UEL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UFBL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UFLEX,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
UFO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UGARSUGAR,PROMOTER_SELLING,20.0,50.0,,32.0,WEAK,,2026-08-18
UGROCAP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UJJIVANSFB,FII_DII_ACCUMULATION,75.0,50.0,,65.0,POSITIVE,,2026-08-18
ULTRACEMCO,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
UMESLTD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UMIYA-MRO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UNICHEMLAB,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UNIDT,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
UNIECOM,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UNIENTER,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UNIMECH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UNIONBANK,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
UNIPARTS,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
UNITDSPR,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
UNITECH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UNITEDTEA,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
UNIVASTU,PROMOTER_SELLING,20.0,50.0,,32.0,WEAK,,2026-08-18
UNIVCABLES,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UNOMINDA,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND|DIVIDEND,2026-08-18
UPL,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
URAVIDEF,PROMOTER_SELLING,20.0,50.0,,32.0,WEAK,,2026-08-18
URBANCO,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
URJA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
USHAMART,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
USK,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UTIAMC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UTKARSHBNK,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UTLSOLAR,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
UTTAMSUGAR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
UYFINCORP,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
V2RETAIL,STABLE,50.0,55.0,,52.0,NEUTRAL,STOCK_SPLIT,2026-08-18
VADILALIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VAIBHAVGBL,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND|DIVIDEND,2026-08-18
VAKRANGEE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VAML,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VARDHACRLC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VARDMNPOLY,STRONG_PROMOTER_FII_BUY,90.0,50.0,,74.0,POSITIVE,,2026-08-18
VARROC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VASWANI,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VBL,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND|DIVIDEND,2026-08-18
VCL,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
VEDL,FII_DII_DIVERGENCE,40.0,65.0,,50.0,NEUTRAL,ACQUISITION|DIVIDEND,2026-08-18
VEDPOWER,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VEEDOL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
VENKEYS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VENTIVE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VENUSPIPES,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VERANDA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VERTOZ,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
VESUVIUS,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
VGL,STABLE,50.0,55.0,,52.0,NEUTRAL,STOCK_SPLIT,2026-08-18
VGUARD,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VHL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VIDHIING,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VIDYAWIRES,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
VIJAYA,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
VIKASECO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VIKASLIFE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VIKRAMSOLR,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
VIKRAN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VIMTALABS,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
VINATIORGA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VINCOFE,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
VINDHYATEL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VINNY,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VINYLINDIA,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
VIPIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VIPULLTD,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
VIRINCHI,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VISAKAIND,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
VISHNU,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VISHWARAJ,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VISL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VIVIDHA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VIYASH,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
VLSFINANCE,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
VMART,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VMM,FII_DII_ACCUMULATION,75.0,50.0,,65.0,POSITIVE,,2026-08-18
VOEPL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VOGL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VOLTAMP,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
VOLTAS,DII_ACCUMULATION,55.0,70.0,,61.0,POSITIVE,DIVIDEND,2026-08-18
VRAJ,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VRLLOG,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
VSSL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VSTIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VSTL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VSTTILLERS,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
VTL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
WAAREEENER,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
WAAREEINDO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
WAAREERTL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
WABAG,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
WAKEFIT,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
WALCHANNAG,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
WANBURY,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
WCIL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
WEALTH,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
WEBELSOLAR,STRONG_PROMOTER_BUY,70.0,50.0,,62.0,POSITIVE,,2026-08-18
WEIZMANIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
WEL,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND,2026-08-18
WELCORP,DII_ACCUMULATION,55.0,70.0,,61.0,POSITIVE,DIVIDEND,2026-08-18
WELENT,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
WELSPUNLIV,DII_ACCUMULATION,55.0,80.0,,65.0,POSITIVE,BUYBACK,2026-08-18
WENDT,DII_ACCUMULATION,55.0,70.0,,61.0,POSITIVE,DIVIDEND,2026-08-18
WESTLIFE,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
WEWORK,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
WHEELS,STABLE,50.0,70.0,,58.0,POSITIVE,DIVIDEND|DIVIDEND,2026-08-18
WHIRLPOOL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
WILLAMAGOR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
WINDLAS,STABLE,50.0,80.0,,62.0,POSITIVE,BUYBACK,2026-08-18
WINDMACHIN,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
WIPL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
WIPRO,STABLE,50.0,75.0,,60.0,POSITIVE,BUYBACK|DIVIDEND,2026-08-18
WOCKPHARMA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
WONDERLA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
WORTHPERI,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
WSI,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
WSTCSTPAPR,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
XCHANGING,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
XELPMOC,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
XPROINDIA,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
XTGLOBAL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
YASHO,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
YATHARTH,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
YATRA,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
YESBANK,FII_DII_ACCUMULATION,75.0,50.0,,65.0,POSITIVE,,2026-08-18
YUKEN,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ZAGGLE,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ZEEL,FII_DII_DIVERGENCE,40.0,50.0,,44.0,NEUTRAL,,2026-08-18
ZEEMEDIA,FII_ACCUMULATION,60.0,50.0,,56.0,POSITIVE,,2026-08-18
ZENITHEXPO,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ZENITHSTL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ZENSARTECH,FII_DII_DIVERGENCE,40.0,70.0,,52.0,NEUTRAL,DIVIDEND,2026-08-18
ZENTEC,DII_ACCUMULATION,55.0,50.0,,53.0,NEUTRAL,,2026-08-18
ZFCVINDIA,STABLE,50.0,65.0,,56.0,POSITIVE,BONUS,2026-08-18
ZODIACLOTH,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ZOTA,PROMOTER_SELLING,20.0,50.0,,32.0,WEAK,,2026-08-18
ZUARI,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ZUARIIND,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
ZYDUSLIFE,STABLE,50.0,80.0,,62.0,POSITIVE,BUYBACK,2026-08-18
ZYDUSWELL,STABLE,50.0,50.0,,50.0,NEUTRAL,,2026-08-18
