"ISIN","COMPANY_NAME","FACE_VALUE","NSE_SYMBOL","NSE_SERIES","NSE_LISTING_DATE","NSE_DATA_SOURCE","BSE_SYMBOL","BSE_CODE","SctySrs","BSE_LISTING_DATE","BSE_DATA_SOURCE","LISTED_NSE","LISTED_BSE","LAST_UPDATED"
"INE343X01026","Meera Industries Limited","","","","","","MEERA","540519","T","","","False","True","09-06-2026"
"INE0VDM01015","Meesho Limited","1","MEESHO","EQ","10-12-2025","","MEESHO","544632","B","","","True","True","09-06-2026"
"INE186C01023","MEFCOM CAPITAL MARKETS LTD.","","","","","","MEFCOMCAP","531176","X","","","False","True","09-06-2026"
"INE804B01023","MEGA CORPORATION LTD.","","","","","","MEGACOR","531417","XT","","","False","True","09-06-2026"
"INE216Q01010","Mega Nirman & Industries Limit","","","","","","MNIL","539767","X","","","False","True","09-06-2026"
"INE317D01014","MEGAMONT LIMITED","","","","","","MEGAMONT","523888","XT","","","False","True","09-06-2026"
"INE00EM01016","Megastar Foods Limited","10","MEGASTAR","EQ","16-02-2022","","MEGASTAR","541352","B","","","True","True","09-06-2026"
"INE0CT101020","Meghmani Organics Limited","1","MOL","EQ","18-08-2021","","MOL","543331","B","","","True","True","09-06-2026"
"INE898Q01015","Meghna Infracon Infrastructure","","","","","","MIIL","538668","B","","","False","True","09-06-2026"
"INE756R01013","Megri Soft Limited","","","","","","MEGRISOFT","539012","X","","","False","True","09-06-2026"
"INE062Y01020","Mehai Technology  Limited","","","","","","MEHAI","540730","XT","","","False","True","09-06-2026"
"INE240B01012","MEHTA INTEGRATED FINANCE LTD.","","","","","","MEHIF","511377","X","","","False","True","09-06-2026"
"INE071D01033","MENON BEARINGS LTD.","1","MENONBE","EQ","09-03-2015","","MENONBE","523828","B","","","True","True","09-06-2026"
"INE650G01029","MENON PISTONS LTD.","1","MENNPIS","EQ","20-04-2026","","MENNPIS","531727","B","","","True","True","09-06-2026"
"INE776I01010","MEP Infrastructure Developers","10","MEP","BZ","06-05-2015","","MEP","539126","Z","","","True","True","09-06-2026"
"INE689O01013","Mercantile Ventures Limited","10","MERCANTILE","EQ","20-04-2026","","MERCANTILE","538942","B","","","True","True","09-06-2026"
"INE763M01028","MERCURY EV-TECH LIMITED","1","MERCURYEV","BE","02-06-2026","","MERCURYEV","531357","T","","","True","True","09-06-2026"
"INE947G01011","Mercury Laboratories Limited","","","","","","MERCURYLAB","538964","X","","","False","True","09-06-2026"
"INE319T01016","MERCURY TRADE LINKS LTD.","","","","","","MERCTRD","512415","X","","","False","True","09-06-2026"
"INE162901016","META INFOTECH LIMITED","","","","","","METAINFO","544441","MT","","","False","True","09-06-2026"
"INE161E01014","METAL COATINGS (INDIA) LTD.","","","","","","METALCO","531810","X","","","False","True","09-06-2026"
"INE0QZR01017","Methodhub Software Limited","","","","","","METHODHUB","544637","M","","","False","True","09-06-2026"
"INE317I01021","Metro Brands Limited","5","METROBRAND","EQ","22-12-2021","","METROBRAND","543426","A","","","True","True","09-06-2026"
"INE085D01033","METROGLOBAL LIMITED","10","METROGLOBL","EQ","20-04-2026","","METROGLOBL","500159","B","","","True","True","09-06-2026"
"INE112L01020","Metropolis Healthcare Limited","2","METROPOLIS","EQ","15-04-2019","","METROPOLIS","542650","A","","","True","True","09-06-2026"
"INE100C01024","Meyer Apparel Limited","","","","","","MAL","531613","XT","","","False","True","09-06-2026"
"INE244C01020","MFL INDIA LTD.","","","","","","MFLINDIA","526622","X","","","False","True","09-06-2026"
"INE287C01037","MIC ELECTRONICS LTD.","2","MICEL","EQ","17-12-2021","","MICEL","532850","B","","","True","True","09-06-2026"
"INE033E01015","MID EAST PORTFOLIO MANAGEMENT","","","","","","MIDEASTP","526251","XT","","","False","True","09-06-2026"
"INE401C01018","MID INDIA INDUSTRIES LTD.","","","","","","MIDINDIA","500277","X","","","False","True","09-06-2026"
"INE519N01014","MIDWEST GOLD LTD.","","","","","","MIDWEST","526570","T","","","False","True","09-06-2026"
"INE0XAD01024","Midwest Limited","5","MIDWESTLTD","EQ","24-10-2025","","MIDWESTLTD","544587","B","","","True","True","09-06-2026"
"INE779Q01017","Mihika Industries Ltd.","","","","","","MIHIKA","538895","XT","","","False","True","09-06-2026"
"INE679T01013","MILGREY FINANCE & INVESTMENT L","","","","","","ZMILGFIN","511018","X","","","False","True","09-06-2026"
"INE588G01021","MILKFOOD LTD.","","","","","","MLKFOOD","507621","X","","","False","True","09-06-2026"
"INE097E01028","MINAL INDUSTRIES LIMITED","","","","","","MINALIND","522235","X","","","False","True","09-06-2026"
"INE952C01028","MINAXI TEXTILES LTD.","","","","","","MINAXI","531456","X","","","False","True","09-06-2026"
"INE842C01021","Minda Corporation Limited","2","MINDACORP","EQ","16-10-2014","","MINDACORP","538962","A","","","True","True","09-06-2026"
"INE0CCU25019","Mindspace Business Parks REIT","","","","","","MINDSPACE","543217","IF","","","False","True","09-06-2026"
"INE110B01017","MINDTECK (INDIA) LTD.","10","MINDTECK","EQ","02-08-2016","","MINDTECK","517344","B","","","True","True","09-06-2026"
"INE281E01028","MINI DIAMONDS (INDIA) LTD.","","","","","","MINID","523373","X","","","False","True","09-06-2026"
"INE831A01028","MIRC ELECTRONICS LTD.","1","MIRCELECTR","BE","24-05-2004","","MIRCELECTR","500279","T","","","True","True","09-06-2026"
"INE771A01026","MIRZA INTERNATIONAL LTD.","2","MIRZAINT","EQ","28-04-1999","","MIRZAINT","526642","B","","","True","True","09-06-2026"
"INE0QI101019","Mish Designs Limited","","","","","","MISHDESIGN","544015","M","","","False","True","09-06-2026"
"INE540S01019","Mishka Exim Limited","","","","","","MISHKA","539220","X","","","False","True","09-06-2026"
"INE099Z01011","Mishra Dhatu Nigam Limited","10","MIDHANI","EQ","04-04-2018","","MIDHANI","541195","A","","","True","True","09-06-2026"
"INE094S01041","Mishtann Foods Limited","","","","","","MISHTANN","539594","X","","","False","True","09-06-2026"
"INE844D01017","Mitshi India Limited","","","","","","MITSHI","523782","X","","","False","True","09-06-2026"
"INE317V01016","Mitsu Chem Plast Limited","","","","","","MITSU","540078","XT","","","False","True","09-06-2026"
"INE833Q01012","Mittal Sections Limited","","","","","","MITTALSTL","544575","MT","","","False","True","09-06-2026"
"INE681K01026","MIZZEN VENTURES LIMITED","","","","","","MIZVEN","531537","X","","","False","True","09-06-2026"
"INE874A01010","MKVENTURES CAPITAL LIMITED","","","","","","MKVENTURES","514238","X","","","False","True","09-06-2026"
"INE159E01026","MM RUBBER COMPANY LTD.","","","","","","MMRUBBR-B","509196","X","","","False","True","09-06-2026"
"INE123F01029","MMTC LTD.","1","MMTC","EQ","09-04-2012","","MMTC","513377","A","","","True","True","09-06-2026"
"INE622Q01019","Mobavenue AI Tech Limited","","","","","","MOBAVENUE","539682","B","","","False","True","09-06-2026"
"INE380D01012","MODELLA WOOLLENS LTD.","","","","","","MODWOOL","503772","X","","","False","True","09-06-2026"
"INE617B01011","MODERN DAIRIES LTD.","","","","","","MODAIRY","519287","X","","","False","True","09-06-2026"
"INE1HK501016","MODERN DIAGNOSTIC & RESEARCH C","","","","","","MDRC","544673","M","","","False","True","09-06-2026"
"INE250S01015","MODERN ENGINEERING AND PROJECT","","","","","","MEAPL","539762","X","","","False","True","09-06-2026"
"INE219W01012","MODERN INSULATORS LTD.","","","","","","MODINSU","515008","XT","","","False","True","09-06-2026"
"INE370A01019","MODERN SHARES & STOCKBROKERS L","","","","","","MODRNSH","509760","X","","","False","True","09-06-2026"
"INE001F01019","MODERN STEELS LTD.","","","","","","MDRNSTL","513303","X","","","False","True","09-06-2026"
"INE537F01012","MODI NATURALS LIMITED","10","MODINATUR","BE","11-12-2025","","MODINATUR","519003","T","","","True","True","09-06-2026"
"INE170C01019","MODIPON LTD.","","","","","","MODIPON","503776","XT","","","False","True","09-06-2026"
"INE0L0L01012","MODI'S NAVNIRMAN LIMITED","10","MODIS","EQ","14-11-2025","","MODIS","543539","B","","","True","True","09-06-2026"
"INE737D01021","MODISON LIMITED","1","MODISONLTD","BE","03-05-2021","","MODISONLTD","506261","T","","","True","True","09-06-2026"
"INE064R01012","MODULEX CONSTRUCTION TECHNOLOG","","","","","","MODULEX","504273","Z","","","False","True","09-06-2026"
"INE954E01012","MOHIT INDUSTRIES LTD.","10","MOHITIND","EQ","14-03-2013","","MOHITIND","531453","B","","","True","True","09-06-2026"
"INE388C01017","MOHIT PAPER MILLS LTD.","","","","","","MOHITPPR","530169","X","","","False","True","09-06-2026"
"INE154B01023","MOHITE INDUSTRIES LIMITED","","","","","","MOHITE","532140","X","","","False","True","09-06-2026"
"INE490G01020","MOIL LTD.","10","MOIL","EQ","15-12-2010","","MOIL","533286","A","","","True","True","09-06-2026"
"INE893J01029","MOLD-TEK PACKAGING LIMITED","5","MOLDTKPAC","EQ","23-02-2015","","MOLDTKPAC","533080","B","","","True","True","09-06-2026"
"INE835B01035","MOLD-TEK TECHNOLOGIES LTD.","2","MOLDTECH","EQ","07-07-2016","","MOLDTECH","526263","B","","","True","True","09-06-2026"
"INE903D01011","Monarch Networth Capital Limit","10","MONARCH","EQ","06-01-2022","","MONARCH","511551","B","","","True","True","09-06-2026"
"INE0V0L01028","Monarch Surveyors and Engineer","","","","","","MSECL","544453","MT","","","False","True","09-06-2026"
"INE340O01021","MONEY MASTERS LEASING & FINANC","","","","","","MMLF","535910","B","","","False","True","09-06-2026"
"INE296Q01012","MONEYBOXX FINANCE LIMITED","10","MONEYBOXX","EQ","15-10-2025","","MONEYBOXX","538446","B","","","True","True","09-06-2026"
"INE0LCG01010","MONIKA ALCOBEV LIMITED","","","","","","MONIKA","544451","M","","","False","True","09-06-2026"
"INE811D01024","MONOTYPE INDIA LTD.","","","","","","MONOT","505343","X","","","False","True","09-06-2026"
"INE950M01013","Monte Carlo Fashions Limited","10","MONTECARLO","EQ","19-12-2014","","MONTECARLO","538836","B","","","True","True","09-06-2026"
"INE153K01018","MOONGIPA CAPITAL FINANCE LTD.","","","","","","MONGIPA","530167","X","","","False","True","09-06-2026"
"INE161G01027","MORARJEE TEXTILES LTD.","7","MORARJEE","BZ","14-09-2012","","MORARJEE","532621","Z","","","True","True","09-06-2026"
"INE367A01015","MORARKA FINANCE LTD.","","","","","","MORARKFI","511549","X","","","False","True","09-06-2026"
"INE083A01026","MOREPEN LABORATORIES LTD.","2","MOREPENLAB","EQ","24-11-1999","","MOREPENLAB","500288","A","","","True","True","09-06-2026"
"INE902C01015","MORGAN VENTURES LTD.","","","","","","MORGAN","526237","X","","","False","True","09-06-2026"
"INE935B01025","MOSCHIP TECHNOLOGIES LIMITED","2","MOSCHIP","EQ","05-02-2025","","MOSCHIP","532407","A","","","True","True","09-06-2026"
"INE0FS801015","Motherson Sumi Wiring India Li","1","MSUMI","EQ","28-03-2022","","MSUMI","543498","A","","","True","True","09-06-2026"
"INE338I01027","MOTILAL OSWAL FINANCIAL SERVIC","1","MOTILALOFS","EQ","11-09-2007","","MOTILALOFS","532892","A","","","True","True","09-06-2026"
"INF247L01AP3","MOTILAL OSWAL MOST SHARES NASD","","","","","","MON100","533385","E","","","False","True","09-06-2026"
"INE0FRK01020","Motisons Jewellers Limited","1","MOTISONS","EQ","26-12-2023","","MOTISONS","544053","B","","","True","True","09-06-2026"
"INE861B01023","MOTOR & GENERAL FINANCE LTD.","5","MOTOGENFIN","BE","08-02-1995","","MOTOGENFIN","501343","T","","","True","True","09-06-2026"
"INE493H01014","MPDL LIMITED","","","","","","MPDL","532723","X","","","False","True","09-06-2026"
"INE356A01018","MPHASIS LTD.","10","MPHASIS","EQ","04-06-2004","","MPHASIS","526299","A","","","True","True","09-06-2026"
"INE844C01027","MPIL CORPORATION LTD.","","","","","","MPILCORPL","500450","XT","","","False","True","09-06-2026"
"INE343A01016","MPL PLASTICS LTD.","","","","","","MPL","526143","X","","","False","True","09-06-2026"
"INE943D01017","MPS LTD.","10","MPSLTD","EQ","21-01-2002","","MPSLTD","532440","B","","","True","True","09-06-2026"
"INE333Y01017","MRC AGROTECH LIMITED","","","","","","MRCAGRO","540809","B","","","False","True","09-06-2026"
"INE883A01011","MRF LTD.","10","MRF","EQ","18-09-1996","","MRF","500290","A","","","True","True","09-06-2026"
"INE0D7801012","MRP Agro Limited","","","","","","MRP","543262","M","","","False","True","09-06-2026"
"INE495P01020","Mrs. Bectors Food Specialities","2","BECTORFOOD","EQ","24-12-2020","","BECTORFOOD","543253","A","","","True","True","09-06-2026"
"INE738D01029","MRUGESH TRADING LTD.","","","","","","MRUTR","512065","XT","","","False","True","09-06-2026"
"INE2B5L01011","Msafe Equipments Limited","","","","","","MSAFE","544695","M","","","False","True","09-06-2026"
"INE752G01015","MSP STEEL & POWER LTD.","10","MSPL","EQ","18-07-2005","","MSPL","532650","B","","","True","True","09-06-2026"
"INE255X01014","MSTC Limited","10","MSTCLTD","EQ","29-03-2019","","MSTCLTD","542597","B","","","True","True","09-06-2026"
"INE472M01018","MT EDUCARE LTD.","10","MTEDUCARE","BE","12-04-2012","","MTEDUCARE","534312","T","","","True","True","09-06-2026"
"INE864I01014","MTAR Technologies Limited","10","MTARTECH","EQ","15-03-2021","","MTARTECH","543270","A","","","True","True","09-06-2026"
"INE491C01027","Mudunuru Limited","","","","","","MUDUNURU","538743","XT","","","False","True","09-06-2026"
"INE08KJ01020","MUFIN GREEN FINANCE LIMITED","1","MUFIN","EQ","06-11-2023","","MUFIN","542774","B","","","True","True","09-06-2026"
"INE304A01026","MUKAND LTD.","10","MUKANDLTD","EQ","23-02-2004","","MUKANDLTD","500460","B","","","True","True","09-06-2026"
"INE862C01029","MUKAT PIPES LTD.","","","","","","MUKATPIP","523832","XT","","","False","True","09-06-2026"
"INE596B01017","MUKESH BABU FINANCIAL SERVICES","","","","","","MUKESHB","530341","X","","","False","True","09-06-2026"
"INE0CG401037","Mukka Proteins Limited","1","MUKKA","EQ","07-03-2024","","MUKKA","544135","B","","","True","True","09-06-2026"
"INE160O01031","Mukta Agriculture Limited","","","","","","MUKTA","535204","X","","","False","True","09-06-2026"
"INE003F01015","MULLER & PHIPPS (INDIA) LTD.","","","","","","MULLER","501477","X","","","False","True","09-06-2026"
"INE745G01043","MULTI COMMODITY EXCHANGE OF IN","2","MCX","EQ","09-03-2012","","MCX","534091","A","","","True","True","09-06-2026"
"INE678F01014","MULTIBASE INDIA LTD.","","","","","","MULTIBASE","526169","X","","","False","True","09-06-2026"
"INE672B01032","MUNJAL AUTO INDUSTRIES LTD.","2","MUNJALAU","EQ","19-07-2006","","MUNJALAU","520059","B","","","True","True","09-06-2026"
"INE577A01027","MUNJAL SHOWA LTD.","2","MUNJALSHOW","EQ","12-05-2003","","MUNJALSHOW","520043","B","","","True","True","09-06-2026"
"INE410E01015","MUNOTH COMMUNICATION LIMITED","","","","","","MCLTD","511401","X","","","False","True","09-06-2026"
"INE692B01014","MURUDESHWAR CERAMICS LTD.","10","MURUDCERA","EQ","28-05-2004","","MURUDCERA","515037","B","","","True","True","09-06-2026"
"INE919I01024","Music Broadcast Limited","2","RADIOCITY","EQ","17-03-2017","","RADIOCITY","540366","B","","","True","True","09-06-2026"
"INE296G01013","MUTHOOT CAPITAL SERVICES LTD.","10","MUTHOOTCAP","EQ","24-08-2015","","MUTHOOTCAP","511766","B","","","True","True","09-06-2026"
"INE414G01012","MUTHOOT FINANCE LTD.","10","MUTHOOTFIN","EQ","06-05-2011","","MUTHOOTFIN","533398","A","","","True","True","09-06-2026"
"INE046W01019","Muthoot Microfin Limited","10","MUTHOOTMF","EQ","26-12-2023","","MUTHOOTMF","544055","B","","","True","True","09-06-2026"
"INE232L01018","My Money Securities Ltd.","","","","","","MYMONEY","538862","X","","","False","True","09-06-2026"
"INE741A01011","MYSORE PETRO CHEMICALS LTD.","","","","","","MYSORPETRO","506734","X","","","False","True","09-06-2026"
"INE159O01033","Mystic Electronics Limited","","","","","","MYSTICELE","535205","X","","","False","True","09-06-2026"
"INE825C01018","N.G.INDUSTRIES LTD.","","","","","","NGIND","530897","X","","","False","True","09-06-2026"
"INE740D01017","N.R.AGARWAL INDUSTRIES LTD.","10","NRAIL","EQ","05-04-2017","","NRAIL","516082","B","","","True","True","09-06-2026"
"INE0LB101011","NACDAC Infrastructure Limited","","","","","","NACDAC","544313","M","","","False","True","09-06-2026"
"INE295D01020","NACL Industries Limited","1","NACLIND","EQ","07-04-2017","","NACLIND","524709","B","","","True","True","09-06-2026"
"INE099E01016","NAGPUR POWER & INDUSTRIES LTD.","","","","","","NAGPI","532362","X","","","False","True","09-06-2026"
"INE245I01016","NAGREEKA CAPITAL & INFRASTRUCT","5","NAGREEKCAP","BE","18-09-2007","","NAGREEKCAP","532895","T","","","True","True","09-06-2026"
"INE123B01028","NAGREEKA EXPORTS LTD.","5","NAGREEKEXP","EQ","18-06-2007","","NAGREEKEXP","521109","B","","","True","True","09-06-2026"
"INE049I01012","NAHAR CAPITAL & FINANCIAL SERV","5","NAHARCAP","EQ","11-03-2008","","NAHARCAP","532952","B","","","True","True","09-06-2026"
"INE289A01011","NAHAR INDUSTRIAL ENTERPRISES L","10","NAHARINDUS","EQ","15-12-2005","","NAHARINDUS","519136","B","","","True","True","09-06-2026"
"INE308A01027","NAHAR POLYFILMS LTD.","5","NAHARPOLY","EQ","23-03-2007","","NAHARPOLY","523391","B","","","True","True","09-06-2026"
"INE290A01027","NAHAR SPINNING MILLS LTD.","5","NAHARSPING","BE","23-03-2007","","NAHARSPING","500296","T","","","True","True","09-06-2026"
"INE236Y01012","NAKODA GROUP OF INDUSTRIES LIM","10","NGIL","BE","20-08-2021","","NGIL","541418","T","","","True","True","09-06-2026"
"INE256S01012","Naksh Precious Metals Limited","","","","","","NAKSH","539402","T","","","False","True","09-06-2026"
"INE606C01012","NALIN LEASE FINANCE LTD.","","","","","","NLFL","531212","X","","","False","True","09-06-2026"
"INE023A01030","NALWA SONS INVESTMENTS LTD.","10","NSIL","EQ","17-11-2003","","NSIL","532256","B","","","True","True","09-06-2026"
"INE792G01011","NAM SECURITIES LTD","","","","","","NAM","538395","X","","","False","True","09-06-2026"
"INE0E5R01017","Nanavati Ventures Limited","","","","","","NVENTURES","543522","M","","","False","True","09-06-2026"
"INE875G01048","NANDAN DENIM LIMITED","1","NDL","EQ","23-03-2012","","NDL","532641","B","","","True","True","09-06-2026"
"INE0YJA01011","NANTA TECH LIMITED","","","","","","NANTA","544668","MT","","","False","True","09-06-2026"
"INE585A01020","Naperol Investments Limited","","","","","","NAPEROL","500298","X","","","False","True","09-06-2026"
"INE410P01011","Narayana Hrudayalaya Limited","10","NH","EQ","06-01-2016","","NH","539551","A","","","True","True","09-06-2026"
"INE603F01012","NARENDRA PROPERTIES LTD.","","","","","","NARPROP","531416","X","","","False","True","09-06-2026"
"INE117Z01011","Narmada Agrobase Limited","10","NARMADA","EQ","27-10-2022","","NARMADA","543643","B","","","True","True","09-06-2026"
"INE869A01010","NARMADA GELATINES LTD.","","","","","","SHAWGELTIN","526739","X","","","False","True","09-06-2026"
"INE060D01028","NARMADA MACPLAST DRIP IRRIGATI","","","","","","NARMP","517431","X","","","False","True","09-06-2026"
