symbol,sector,pe_ratio,pb_ratio,roe_pct,pe_score,roe_score,growth_score,valuation_score,valuation_label,revenue_ttm_cr,profit_ttm_cr,yoy_revenue_pct,yoy_profit_pct,as_of_date
MPHASIS,IT,27.35,,15.91,75.59887585314716,63.63999999999999,100.0,75.7,CHEAP_QUALITY,4704.54,748.58,,,2024-12-31
MPSLTD,HEALTHCARE,28.88,,31.36,74.2338403889905,100.0,100.0,89.69,CHEAP_QUALITY,176.77,55.44,,,2024-12-31
MRF,AUTO,28.79,,6.84,74.31413659276443,27.36,100.0,60.67,FAIR_VALUE,6881.09,470.7,,,2024-09-30
MRO-TEK,,14.2,,16.04,87.33104340455904,64.16,100.0,80.6,CHEAP_QUALITY,25.07,4.02,,,2024-12-31
MRPL,CHEMICALS,,,-2.42,50.0,0.0,100.0,40.0,MODERATE,28785.92,-696.94,,,2024-09-30
MSPL,METAL,,,-0.1,50.0,0.0,100.0,40.0,MODERATE,1373.18,-1.31,,,2024-12-31
MSTCLTD,METAL,30.11,,78.41,73.13645893741358,100.0,100.0,89.25,CHEAP_QUALITY,71.92,56.39,,,2024-09-30
MSUMI,AUTO,30.05,,6.31,73.18998973992952,25.239999999999995,100.0,59.37,FAIR_VALUE,4625.92,292.06,,,2024-12-31
MTARTECH,,344.21,,9.53,0.0,38.12,100.0,35.25,MODERATE,364.65,34.74,,,2024-12-31
MTEDUCARE,,,,-61.07,50.0,0.0,100.0,40.0,MODERATE,23.58,-14.4,,,2024-12-31
MTNL,INFRASTRUCTURE,,,-501.42,50.0,0.0,100.0,40.0,MODERATE,344.29,-1726.35,,,2024-12-31
MUFIN,FINANCIAL_SERVICES,95.61,,12.27,14.698666190837317,49.08,100.0,45.51,MODERATE,46.21,5.67,,,2024-09-30
MUFTI,RETAIL,7.58,,11.77,93.23727528215194,47.08,100.0,76.13,CHEAP_QUALITY,155.52,18.31,,,2024-12-31
MUKANDLTD,METAL,23.48,,1.61,79.0516126154258,6.4399999999999995,100.0,54.2,MODERATE,2525.11,40.66,,,2024-12-31
MUKKA,AGRICULTURE,12.83,,6.25,88.55333006200652,25.0,100.0,65.42,FAIR_VALUE,452.35,28.27,,,2024-12-31
MUKTAARTS,,15.41,,51.19,86.25150555382076,100.0,100.0,94.5,CHEAP_QUALITY,8.81,4.51,,,2024-12-31
MUNJALAU,AUTO,,,1.75,50.0,7.000000000000001,100.0,42.8,MODERATE,1044.58,18.32,,,2024-12-31
MUNJALSHOW,AUTO,32.0,,1.26,71.45023865816123,5.04,100.0,50.6,MODERATE,636.81,8.03,,,2024-12-31
MURUDCERA,CAPITAL_GOODS,28.66,,3.33,74.43011999821564,13.320000000000002,100.0,55.1,FAIR_VALUE,50.15,1.67,,,2024-12-31
MUTHOOTCAP,FINANCIAL_SERVICES,5.86,,12.18,94.77182495427577,48.72,100.0,77.4,CHEAP_QUALITY,234.33,28.53,,,2024-12-31
MUTHOOTFIN,FINANCIAL_SERVICES,21.74,,26.81,80.60400588838827,100.0,100.0,92.24,CHEAP_QUALITY,10118.56,2712.77,,,2024-12-31
MUTHOOTMF,FINANCIAL_SERVICES,28.3,,4.85,74.75130481331132,19.4,100.0,57.66,FAIR_VALUE,1347.36,65.41,,,2024-12-31
MVGJL,FMCG,6.84,,4.55,93.89748851318195,18.2,100.0,64.84,FAIR_VALUE,1139.86,51.92,,,2024-12-31
NACLIND,CHEMICALS,,,-3.01,50.0,0.0,100.0,40.0,MODERATE,708.08,-21.33,,,2024-12-31
NAGAFERT,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,-167.86,-17.58,,,2024-12-31
NAGREEKCAP,,3.36,,34.9,97.00227505910692,100.0,100.0,98.8,CHEAP_QUALITY,19.11,6.67,,,2024-12-31
NAGREEKEXP,TEXTILES,19.96,,0.82,82.19208636302807,3.2799999999999994,100.0,54.19,MODERATE,241.88,1.99,,,2024-12-31
NAHARCAP,FINANCIAL_SERVICES,10.02,,55.42,91.06035597983673,100.0,100.0,96.42,CHEAP_QUALITY,18.82,10.43,,,2024-09-30
NAHARINDUS,CHEMICALS,179.3,,0.18,0.0,0.72,100.0,20.29,EXPENSIVE_OR_WEAK,785.57,1.41,,,2024-12-31
NAHARPOLY,CHEMICALS,12.42,,7.29,88.91912387919882,29.160000000000004,100.0,67.23,FAIR_VALUE,341.52,24.91,,,2024-12-31
NAHARSPING,,,,-1.05,50.0,0.0,100.0,40.0,MODERATE,1588.08,-16.7,,,2024-12-31
NAM-INDIA,AMC,56.18,,56.54,49.87732524423429,100.0,100.0,79.95,CHEAP_QUALITY,1159.19,655.46,,,2024-12-31
NARMADA,AGRICULTURE,23.03,,9.49,79.4530936342954,37.96,100.0,66.97,FAIR_VALUE,24.12,2.29,,,2024-12-31
NATCOPHARM,PHARMA,10.26,,43.82,90.84623276977294,100.0,100.0,96.34,CHEAP_QUALITY,1845.9,808.9,,,2024-12-31
NATHBIOGEN,AGRICULTURE,29.41,,8.02,73.7609849667663,32.08,100.0,62.34,FAIR_VALUE,69.07,5.54,,,2024-12-31
NATIONALUM,METAL,11.94,,30.15,89.3473702993264,100.0,100.0,95.74,CHEAP_QUALITY,8663.7,2612.29,,,2024-12-31
NAUKRI,RETAIL,20.16,,26.22,82.01365035464157,100.0,100.0,92.81,CHEAP_QUALITY,1423.22,373.15,,,2024-12-31
NAVA,POWER,42.67,,31.69,61.930677610741846,100.0,100.0,84.77,CHEAP_QUALITY,610.58,193.5,,,2024-12-31
NAVINFLUOR,CHEMICALS,165.27,,13.96,0.0,55.84,100.0,42.34,MODERATE,825.59,115.29,,,2024-12-31
NAVKARCORP,POWER,,,-5.22,50.0,0.0,100.0,40.0,MODERATE,262.59,-13.7,,,2024-12-31
NAVKARURB,,6.94,,10.57,93.80827050898871,42.28,100.0,74.44,FAIR_VALUE,8.61,0.91,,,2024-12-31
NAVNETEDUL,MEDIA,156.57,,1.99,0.0,7.960000000000001,100.0,23.18,EXPENSIVE_OR_WEAK,554.13,11.0,,,2024-12-31
NAZARA,IT,18.04,,3.51,83.90507204353838,14.04,100.0,59.18,FAIR_VALUE,853.63,29.92,,,2024-12-31
NBCC,INFRASTRUCTURE,54.76,,5.06,51.14422090377839,20.24,100.0,48.55,MODERATE,5285.68,267.56,,,2024-12-31
NBIFIN,FINANCIAL_SERVICES,61.06,,63.05,45.523486639603874,100.0,100.0,78.21,CHEAP_QUALITY,6.09,3.84,,,2024-12-31
NCC,INFRASTRUCTURE,14.25,,3.36,87.28643440246242,13.44,100.0,60.29,FAIR_VALUE,5195.98,174.79,,,2024-09-30
NCLIND,CEMENT,79.17,,0.82,29.36610608020699,3.2799999999999994,100.0,33.06,EXPENSIVE_OR_WEAK,671.78,5.49,,,2024-12-31
NDGL,FINANCIAL_SERVICES,5.98,,570.98,94.66476334924387,100.0,100.0,97.87,CHEAP_QUALITY,1.93,11.02,,,2024-12-31
NDL,TEXTILES,10.32,,0.86,90.79270196725699,3.44,100.0,57.69,FAIR_VALUE,1776.4,15.36,,,2024-12-31
NDLVENTURE,FINANCIAL_SERVICES,822.44,,,0.0,100.0,100.0,60.0,FAIR_VALUE,,0.28,,,2024-12-31
NDRAUTO,AUTO,38.55,,7.25,65.6064593835036,28.999999999999996,100.0,57.84,FAIR_VALUE,349.43,25.33,,,2024-12-31
NDTV,MEDIA,,,-44.63,50.0,0.0,100.0,40.0,MODERATE,244.06,-108.93,,,2024-12-31
NECCLTD,LOGISTICS,17.29,,2.96,84.57420707498773,11.84,100.0,58.57,FAIR_VALUE,162.99,4.82,,,2024-12-31
NECLIFE,,11.3,,1.52,89.91836552616319,6.08,100.0,58.4,FAIR_VALUE,883.08,13.44,,,2024-12-31
NELCAST,CAPITAL_GOODS,37.28,,2.54,66.73952803675782,10.16,100.0,50.76,MODERATE,621.83,15.79,,,2024-12-31
NELCO,IT,107.12,,6.13,4.429673908194676,24.52,100.0,31.58,EXPENSIVE_OR_WEAK,80.72,4.95,,,2024-12-31
NEOGEN,CHEMICALS,133.22,,4.97,0.0,19.88,100.0,27.95,EXPENSIVE_OR_WEAK,201.43,10.01,,,2024-12-31
NESCO,REALTY,17.53,,54.39,84.36008386492394,100.0,100.0,93.74,CHEAP_QUALITY,398.64,216.81,,,2024-12-31
NESTLEIND,FMCG,49.2,,14.39,56.10474193692288,57.56,100.0,65.47,FAIR_VALUE,4779.73,688.01,,,2024-12-31
NETWEB,FMCG,228.19,,9.58,0.0,38.32,100.0,35.33,MODERATE,585.05,56.04,,,2024-12-31
NETWORK18,FINANCIAL_SERVICES,,,-48.72,50.0,0.0,100.0,40.0,MODERATE,3185.68,-1552.22,,,2024-12-31
NEULANDLAB,PHARMA,88.66,,18.96,20.899317482267932,75.84,100.0,58.7,FAIR_VALUE,708.88,134.43,,,2024-12-31
NEWGEN,IT,23.44,,19.47,79.0872998171031,77.88,100.0,82.79,CHEAP_QUALITY,361.16,70.33,,,2024-09-30
NEXTMEDIA,MEDIA,,,-90.65,50.0,0.0,100.0,40.0,MODERATE,8.45,-7.66,,,2024-09-30
NFL,CHEMICALS,31.76,,0.56,71.664361868225,2.24,100.0,49.56,MODERATE,10246.21,57.88,,,2024-12-31
NGIL,,,,-2.71,50.0,0.0,100.0,40.0,MODERATE,23.61,-0.64,,,2024-12-31
NGLFINE,PHARMA,375.3,,1.44,0.0,5.76,100.0,22.3,EXPENSIVE_OR_WEAK,89.1,1.28,,,2024-12-31
NH,HEALTHCARE,51.13,,14.16,54.382834455993226,56.64,100.0,64.41,FAIR_VALUE,2766.69,391.85,,,2024-12-31
NHPC,POWER,41.71,,26.21,62.787170450997024,100.0,100.0,85.11,CHEAP_QUALITY,5338.69,1399.41,,,2024-12-31
NIBE,DEFENCE,308.13,,1.3,0.0,5.2,100.0,22.08,EXPENSIVE_OR_WEAK,148.68,1.94,,,2024-12-31
NIBL,CAPITAL_GOODS,,,-38.65,50.0,0.0,100.0,40.0,MODERATE,33.22,-12.84,,,2024-12-31
NIITLTD,HEALTHCARE,26.93,,13.83,75.97359147075879,55.32,100.0,72.52,FAIR_VALUE,188.82,26.12,,,2024-12-31
NIITMTS,HEALTHCARE,13.51,,14.55,87.94664763349243,58.20000000000001,100.0,78.46,CHEAP_QUALITY,816.32,118.77,,,2024-12-31
NILAINFRA,REALTY,14.15,,13.16,87.37565240665566,52.64,100.0,76.01,CHEAP_QUALITY,39.81,5.24,,,2024-09-30
NILASPACES,REALTY,32.71,,11.44,70.81679082838916,45.76,100.0,66.63,FAIR_VALUE,64.93,7.43,,,2024-12-31
NILKAMAL,FMCG,14.44,,3.97,87.11692019449525,15.879999999999999,100.0,61.2,FAIR_VALUE,821.76,32.62,,,2024-09-30
NINSYS,,34.61,,19.17,69.12164874871749,76.68,100.0,78.32,CHEAP_QUALITY,69.07,13.24,,,2024-12-31
NIPPOBATRY,FMCG,29.55,,1.7,73.63607976089574,6.800000000000001,100.0,52.17,MODERATE,127.57,2.17,,,2024-09-30
NIRAJ,,11.1,,2.36,90.09680153454967,9.44,100.0,59.81,FAIR_VALUE,257.85,6.08,,,2024-12-31
NIRAJISPAT,,8.09,,41.76,92.78226346076637,100.0,100.0,97.11,CHEAP_QUALITY,1.82,0.76,,,2024-12-31
NITCO,CAPITAL_GOODS,,,-461.22,50.0,0.0,100.0,40.0,MODERATE,150.64,-694.78,,,2024-12-31
NITINFIRE,,0.03,,8092.67,99.97323459874202,100.0,100.0,99.99,CHEAP_QUALITY,12.0,971.12,48.38,92210.55,2024-12-31
NITINSPIN,TEXTILES,18.51,,5.23,83.48574742383012,20.92,100.0,61.76,FAIR_VALUE,1661.39,86.94,,,2024-12-31
NITIRAJ,CAPITAL_GOODS,14.62,,13.15,86.95632778694741,52.6,100.0,75.82,CHEAP_QUALITY,49.64,6.53,,,2024-12-31
NKIND,CAPITAL_GOODS,,,-7.51,50.0,0.0,100.0,40.0,MODERATE,11.85,-0.89,,,2024-12-31
NLCINDIA,POWER,10.44,,26.86,90.6856403622251,100.0,100.0,96.27,CHEAP_QUALITY,3657.27,982.41,,,2024-09-30
NMDC,METAL,12.1,,26.93,89.2046214926172,100.0,100.0,95.68,CHEAP_QUALITY,11486.74,3093.53,,,2024-12-31
NOCIL,CHEMICALS,17.77,,11.62,84.14596065486015,46.48,100.0,72.25,FAIR_VALUE,362.7,42.13,,,2024-09-30
NOIDATOLL,,,,-1226.92,50.0,0.0,100.0,40.0,MODERATE,19.8,-242.93,,,2024-12-31
NORBTEAEXP,TEXTILES,,,15.53,50.0,62.12,100.0,64.85,FAIR_VALUE,5.28,0.82,,,2024-12-31
NORTHARC,FINANCIAL_SERVICES,13.94,,14.46,87.56301021546147,57.84,100.0,78.16,CHEAP_QUALITY,1153.82,166.79,,,2024-12-31
NOVAAGRI,,7.17,,10.14,93.60306909934425,40.56,100.0,73.67,FAIR_VALUE,170.88,17.33,,,2024-12-31
NRAIL,CHEMICALS,17.84,,2.49,84.08350805192488,9.96,100.0,57.62,FAIR_VALUE,846.32,21.07,,,2024-12-31
NRBBEARING,AUTO,50.45,,7.93,54.989516884507296,31.72,100.0,54.68,MODERATE,278.52,22.1,,,2024-12-31
NRL,,32.43,,10.42,71.06660124013027,41.68,100.0,65.1,FAIR_VALUE,85.49,8.91,,,2024-12-31
NSIL,FINANCIAL_SERVICES,32.64,,58.98,70.87924343132444,100.0,100.0,88.35,CHEAP_QUALITY,73.29,43.23,,,2024-12-31
NSLNISP,METAL,,,-37.16,50.0,0.0,100.0,40.0,MODERATE,3641.89,-1353.15,,,2024-12-31
NTL,,,,,50.0,100.0,100.0,80.0,CHEAP_QUALITY,,-23.96,,,2024-09-30
NTPC,POWER,17.08,,11.47,84.76156488379355,45.88,100.0,72.26,FAIR_VALUE,45052.82,5169.69,,,2024-12-31
NTPCGREEN,POWER,298.44,,12.99,0.0,51.96000000000001,100.0,40.78,MODERATE,505.08,65.61,,,2024-12-31
NUCLEUS,IT,14.63,,16.68,86.94740598652808,66.72,100.0,81.47,CHEAP_QUALITY,407.9,68.03,,,2024-12-31
NURECA,HEALTHCARE,,,-5.69,50.0,0.0,100.0,40.0,MODERATE,57.65,-3.28,,,2024-12-31
NUVAMA,FINANCIAL_SERVICES,6.23,,24.47,94.44171833876077,97.88,100.0,96.93,CHEAP_QUALITY,1051.35,257.31,,,2024-09-30
NUVOCO,CEMENT,,,-2.55,50.0,0.0,100.0,40.0,MODERATE,2409.36,-61.37,,,2024-12-31
NYKAA,RETAIL,1942.81,,0.69,0.0,2.76,100.0,21.1,EXPENSIVE_OR_WEAK,1874.74,12.97,,,2024-09-30
OAL,CHEMICALS,23.64,,4.77,78.9088638087166,19.08,100.0,59.2,FAIR_VALUE,459.34,21.93,,,2024-12-31
OBCL,LOGISTICS,37.4,,0.86,66.63246643172593,3.44,100.0,48.03,MODERATE,92.49,0.8,,,2024-12-31
OBEROIRLTY,REALTY,26.63,,44.23,76.24124548333853,100.0,100.0,90.5,CHEAP_QUALITY,2730.97,1207.82,,,2024-12-31
OCCL,,51.33,,5.89,54.204398447606735,23.56,100.0,51.11,MODERATE,61.76,3.64,,,2024-12-31
OCCLLTD,,25.16,,6.4,77.55275014497926,25.6,100.0,61.26,FAIR_VALUE,199.25,12.76,,,2024-12-31
ODIGMA,,156.25,,1.38,0.0,5.52,100.0,22.21,EXPENSIVE_OR_WEAK,10.17,0.14,,,2024-12-31
OFSS,FINANCIAL_SERVICES,43.19,,31.56,61.46674398893697,100.0,100.0,84.59,CHEAP_QUALITY,1715.2,541.3,,,2024-12-31
OIL,ENERGY,8.41,,25.43,92.496765847348,100.0,100.0,97.0,CHEAP_QUALITY,8135.9,2069.16,,,2024-09-30
OILCOUNTUB,,,,-18.11,50.0,0.0,100.0,40.0,MODERATE,63.57,-11.51,,,2024-12-31
OLAELEC,AUTO,468.86,,1100.0,0.0,100.0,100.0,60.0,FAIR_VALUE,2.0,22.0,,,2024-12-31
OLECTRA,AUTO,65.75,,9.07,41.33916224294063,36.28,100.0,51.05,MODERATE,1039.04,94.27,,,2024-12-31
OMAXAUTO,,13.18,,10.77,88.24106704733015,43.08,100.0,72.53,FAIR_VALUE,170.86,18.41,,,2024-12-31
OMAXE,REALTY,,,-57.48,50.0,0.0,100.0,40.0,MODERATE,678.12,-389.76,,,2024-12-31
OMINFRAL,INFRASTRUCTURE,50.93,,2.31,54.56127046437971,9.24,100.0,45.52,MODERATE,371.23,8.57,,,2024-12-31
ONELIFECAP,,,,-339.65,50.0,0.0,100.0,40.0,MODERATE,2.85,-9.68,,,2024-12-31
ONEPOINT,IT,43.36,,13.12,61.31507338180846,52.47999999999999,100.0,65.52,FAIR_VALUE,128.16,16.82,,,2024-12-31
ONESOURCE,PHARMA,,,-23.49,50.0,0.0,100.0,40.0,MODERATE,460.54,-108.17,,,2024-12-31
ONGC,ENERGY,8.53,,6.06,92.3897042423161,24.24,100.0,66.65,FAIR_VALUE,324425.78,19662.08,,,2024-12-31
ONMOBILE,MEDIA,,,-5.91,50.0,0.0,100.0,40.0,MODERATE,293.31,-17.32,,,2024-12-31
ONWARDTEC,TEXTILES,45.58,,2.88,59.33443368871838,11.52,100.0,48.34,MODERATE,123.04,3.54,,,2024-09-30
OPTIEMUS,TELECOM,72.61,,2.88,35.21880715528394,11.52,100.0,38.7,MODERATE,476.58,13.73,,,2024-09-30
ORBTEXP,,23.69,,12.23,78.86425480661998,48.92,100.0,71.11,FAIR_VALUE,53.98,6.6,,,2024-12-31
ORCHASP,IT,49.75,,8.32,55.61404291386002,33.28,100.0,55.56,FAIR_VALUE,6.01,0.5,,,2024-12-31
ORCHPHARMA,PHARMA,51.35,,10.91,54.18655484676809,43.64,100.0,59.13,FAIR_VALUE,440.04,48.01,,,2024-12-31
ORICONENT,TEXTILES,3.43,,140.84,96.93982245617165,100.0,100.0,98.78,CHEAP_QUALITY,93.59,131.81,,,2024-12-31
ORIENTALTL,REALTY,8.08,,55.38,92.7911852611857,100.0,100.0,97.12,CHEAP_QUALITY,3.81,2.11,,,2024-12-31
ORIENTBELL,CAPITAL_GOODS,123.09,,0.6,0.0,2.4,100.0,20.96,EXPENSIVE_OR_WEAK,163.02,0.97,,,2024-12-31
ORIENTCEM,CEMENT,111.0,,1.05,0.9680153454967311,4.2,100.0,22.07,EXPENSIVE_OR_WEAK,1187.38,12.47,,,2024-12-31
ORIENTCER,CAPITAL_GOODS,57.35,,2.83,48.83347459517331,11.32,100.0,44.06,MODERATE,146.7,4.15,,,2024-12-31
ORIENTELEC,FMCG,49.9,,2.55,55.480215907570155,10.2,100.0,46.27,MODERATE,1476.97,37.61,,,2024-12-31
ORIENTHOT,HOSPITALITY,40.95,,12.67,63.465227282865676,50.68,100.0,65.66,FAIR_VALUE,121.9,15.44,,,2024-12-31
ORIENTLTD,CHEMICALS,,,-2.12,50.0,0.0,100.0,40.0,MODERATE,70.85,-1.5,,,2024-12-31
ORIENTPPR,CHEMICALS,,,-6.88,50.0,0.0,100.0,40.0,MODERATE,438.23,-30.17,,,2024-12-31
ORIENTTECH,TEXTILES,16.78,,6.45,85.0292188963733,25.8,100.0,64.33,FAIR_VALUE,430.0,27.72,,,2024-12-31
ORISSAMINE,METAL,,,-15.22,50.0,0.0,100.0,40.0,MODERATE,44.01,-6.7,,,2024-12-31
ORTINGLOBE,,,,-644.44,50.0,0.0,100.0,40.0,MODERATE,0.09,-0.58,,,2024-12-31
OSIAHYPER,,3.02,,1.61,97.30561627336397,6.4399999999999995,100.0,61.5,FAIR_VALUE,762.18,12.29,,,2024-12-31
OSWALAGRO,,7.18,,73.11,93.59414729892492,100.0,100.0,97.44,CHEAP_QUALITY,62.82,45.93,,,2024-12-31
OSWALGREEN,AUTO,67.52,,14.76,39.76000356872017,59.040000000000006,100.0,59.52,FAIR_VALUE,30.28,4.47,,,2024-12-31
OSWALSEEDS,AGRICULTURE,4.59,,7.12,95.90489360753,28.48,100.0,69.75,FAIR_VALUE,75.42,5.37,,,2024-12-31
PAGEIND,TEXTILES,57.69,,15.63,48.530133380916276,62.519999999999996,100.0,64.42,FAIR_VALUE,2559.32,399.91,,,2024-12-31
PAISALO,FINANCIAL_SERVICES,234.57,,28.75,0.0,100.0,100.0,60.0,FAIR_VALUE,390.78,112.35,,,2024-12-31
PAKKA,CHEMICALS,6.49,,11.87,94.20975152785832,47.48,100.0,76.68,CHEAP_QUALITY,217.1,25.77,,,2024-12-31
PALASHSECU,FMCG,,,-19.71,50.0,0.0,100.0,40.0,MODERATE,28.56,-5.63,,,2024-12-31
PALREDTEC,,,,-11.07,50.0,0.0,100.0,40.0,MODERATE,20.33,-2.25,,,2024-12-31
PANACEABIO,PHARMA,191.17,,2.72,0.0,10.88,100.0,24.35,EXPENSIVE_OR_WEAK,163.49,4.44,,,2024-12-31
PANACHE,IT,106.99,,9.46,4.545657313645901,37.84,100.0,36.95,MODERATE,23.46,2.22,,,2024-09-30
PANAMAPET,ENERGY,13.73,,6.49,87.7503680242673,25.96,100.0,65.48,FAIR_VALUE,1426.88,92.59,,,2024-12-31
PANSARI,REALTY,483.08,,6.19,0.0,24.76,100.0,29.9,EXPENSIVE_OR_WEAK,4.2,0.26,,,2024-12-31
PAR,PHARMA,6.04,,16.36,94.61123254672793,65.44,100.0,84.02,CHEAP_QUALITY,56.04,9.17,,,2024-12-31
PARACABLES,CAPITAL_GOODS,24.55,,5.74,78.09697997055805,22.96,100.0,60.42,FAIR_VALUE,747.53,42.93,,,2024-12-31
PARADEEP,CHEMICALS,12.19,,5.92,89.12432528884328,23.68,100.0,65.12,FAIR_VALUE,3843.84,227.63,,,2024-09-30
PARAGMILK,FMCG,21.3,,3.72,80.99656510683856,14.88,100.0,58.35,FAIR_VALUE,1756.03,65.28,,,2024-12-31
PARAS,DEFENCE,80.58,,19.37,28.108132221082215,77.48,100.0,62.24,FAIR_VALUE,166.09,32.17,,,2024-12-31
PARASPETRO,FINANCIAL_SERVICES,54.09,,,51.74198153187313,100.0,100.0,80.7,CHEAP_QUALITY,,0.66,,,2024-12-31
PARKHOTELS,HOSPITALITY,21.68,,18.47,80.65753669090424,73.88,100.0,81.82,CHEAP_QUALITY,319.06,58.92,,,2024-12-31
PARSVNATH,,,,-54.02,50.0,0.0,100.0,40.0,MODERATE,58.24,-31.46,,,2024-12-31
PASUPTAC,,24.54,,4.31,78.10590177097738,17.24,100.0,58.14,FAIR_VALUE,298.31,12.86,,,2024-12-31
PATANJALI,FMCG,10.96,,3.94,90.22170674042022,15.76,100.0,62.39,FAIR_VALUE,17257.32,679.46,,,2024-12-31
PATELENG,INFRASTRUCTURE,9.67,,6.51,91.3726189945131,26.039999999999996,100.0,66.97,FAIR_VALUE,2379.84,154.96,,,2024-12-31
PATINTLOG,,11.65,,2.42,89.60610251148682,9.68,100.0,59.71,FAIR_VALUE,173.96,4.21,,,2024-12-31
PAVNAIND,,3.55,,2.51,96.83276085113977,10.04,100.0,62.75,FAIR_VALUE,163.17,4.1,,,2024-12-31
PAYTM,RETAIL,,,-11.41,50.0,0.0,100.0,40.0,MODERATE,1827.8,-208.5,,,2024-12-31
PCBL,CHEMICALS,27.95,,5.19,75.06356782798768,20.76,100.0,58.33,FAIR_VALUE,4173.2,216.56,,,2024-12-31
PCJEWELLER,FMCG,6.84,,28.56,93.89748851318195,100.0,100.0,97.56,CHEAP_QUALITY,1144.42,326.84,,,2024-12-31
PDMJEPAPER,CHEMICALS,8.11,,11.86,92.76441985992774,47.44,100.0,76.08,CHEAP_QUALITY,416.16,49.34,,,2024-12-31
PDSL,TEXTILES,32.31,,2.11,71.17366284516216,8.44,100.0,51.85,MODERATE,6431.16,135.62,,,2024-12-31
PEARLPOLY,,,,-19.1,50.0,0.0,100.0,40.0,MODERATE,10.42,-1.99,,,2024-12-31
PEL,,62.89,,4.25,43.890797162867464,17.0,100.0,44.36,MODERATE,4736.55,201.53,,,2024-12-31
PENIND,MEDIA,19.77,,3.61,82.36160057099524,14.44,100.0,58.72,FAIR_VALUE,1587.33,57.33,,,2024-12-31
PENINLAND,,,,-9.39,50.0,0.0,100.0,40.0,MODERATE,100.43,-9.43,,,2024-12-31
PERSISTENT,IT,51.04,,11.22,54.463130659767145,44.88,100.0,59.74,FAIR_VALUE,2897.15,325.0,,,2024-09-30
PETRONET,ENERGY,11.89,,7.02,89.39197930142304,28.08,100.0,66.99,FAIR_VALUE,25251.15,1772.31,,,2024-12-31
PFC,FINANCIAL_SERVICES,6.22,,28.51,94.45064013918008,100.0,100.0,97.78,CHEAP_QUALITY,52519.84,14974.46,,,2024-12-31
PFIZER,PHARMA,35.51,,25.38,68.31868671097827,100.0,100.0,87.33,CHEAP_QUALITY,1126.58,285.95,,,2024-12-31
PFOCUS,,,,-83.6,50.0,0.0,100.0,40.0,MODERATE,22.74,-19.01,,,2024-12-31
PFS,FINANCIAL_SERVICES,8.75,,35.61,92.19342463309096,100.0,100.0,96.88,CHEAP_QUALITY,321.47,114.49,,,2024-12-31
PGEL,CAPITAL_GOODS,121.86,,3.59,0.0,14.360000000000001,100.0,25.74,EXPENSIVE_OR_WEAK,1638.99,58.87,,,2024-12-31
PGHH,PHARMA,30.69,,20.17,72.61899451309274,80.68,100.0,81.32,CHEAP_QUALITY,2382.79,480.49,,,2024-12-31
PGHL,PHARMA,30.31,,27.8,72.9580229290271,100.0,100.0,89.18,CHEAP_QUALITY,623.18,173.23,,,2024-12-31
PGIL,TEXTILES,39.06,,4.63,65.15144756211804,18.52,100.0,53.47,MODERATE,1201.92,55.63,,,2024-09-30
PHOENIXLTD,REALTY,65.74,,36.18,41.348084043359954,100.0,100.0,76.54,CHEAP_QUALITY,975.13,352.77,,,2024-12-31
PIDILITIND,CHEMICALS,37.22,,16.62,66.79305883927377,66.48,100.0,73.31,FAIR_VALUE,6603.82,1097.38,,,2024-12-31
PIGL,CAPITAL_GOODS,13.22,,8.02,88.20537984565286,32.08,100.0,68.11,FAIR_VALUE,88.29,7.08,,,2024-12-31
PIIND,CHEMICALS,19.06,,22.88,82.99504840076727,91.52,100.0,89.81,CHEAP_QUALITY,2221.0,508.2,,,2024-09-30
PILANIINVS,FINANCIAL_SERVICES,26.45,,49.55,76.40183789088638,100.0,100.0,90.56,CHEAP_QUALITY,183.76,91.06,,,2024-12-31
PILITA,,33.64,,5.11,69.98706338939198,20.44,100.0,56.17,FAIR_VALUE,52.04,2.66,,,2024-12-31
PIONEEREMB,TEXTILES,12.2,,1.51,89.11540348842396,6.04,100.0,58.06,FAIR_VALUE,189.91,2.87,,,2024-12-31
PITTIENG,CAPITAL_GOODS,27.41,,7.91,75.54534505063121,31.64,100.0,62.87,FAIR_VALUE,844.34,66.78,,,2024-12-31
PIXTRANS,CHEMICALS,19.92,,21.03,82.22777356470536,84.12,100.0,86.54,CHEAP_QUALITY,298.57,62.78,,,2024-12-31
PKTEA,FMCG,,,3.48,50.0,13.919999999999998,100.0,45.57,MODERATE,28.99,1.01,,,2024-12-31
PLASTIBLEN,CHEMICALS,18.08,,3.52,83.86938484186109,14.08,100.0,59.18,FAIR_VALUE,369.72,13.02,,,2024-12-31
PLATIND,FMCG,23.7,,13.49,78.85533300620065,53.959999999999994,100.0,73.13,FAIR_VALUE,193.1,26.05,,,2024-12-31
PLAZACABLE,,353.21,,0.37,0.0,1.48,100.0,20.59,EXPENSIVE_OR_WEAK,97.46,0.36,,,2024-12-31
PNBGILTS,FINANCIAL_SERVICES,,,12.12,50.0,48.48,100.0,59.39,FAIR_VALUE,863.12,104.57,,,2024-12-31
PNBHOUSING,FINANCIAL_SERVICES,14.16,,24.94,87.36673060623635,99.76,100.0,94.85,CHEAP_QUALITY,3820.44,952.95,,,2024-12-31
PNC,MEDIA,,,-13.31,50.0,0.0,100.0,40.0,MODERATE,6.76,-0.9,,,2024-12-31
