symbol,sector,as_of_date,bull_run_score,label,label_enc,price_score,sector_flow_score,deal_score,corporate_score,regime_multiplier,ret_30d,ret_90d,ret_365d,vol_ratio,sector_rel_30d,sector_combined_score,rotation_signal_enc,sec_FII_5d,sec_FII_20d,sec_FII_60d,sec_DII_5d,sec_DII_20d,sec_DII_60d,sec_smart_money,sec_retail_score,part_FII_flow,part_DII_flow,part_smart_money,regime_enc,mkt_cap_enc,fund_promoter_pct,fund_fii_pct,fund_dii_pct,shp_promoter_pct,shp_fii_pct,shp_dii_pct,index_count,div_count_12m,has_buyback_12m,has_bonus_12m,corp_confidence,deal_net_cr,ann_score_30d,high_signal_30d,distinct_types_30d,ann_velocity_30d,order_wins_6m,spurt_count_30d,distress_30d,theme_score_max,theme_purity_max,news_sentiment_7d,insider_score,concall_guidance_score,concall_sentiment_score,consensus_score,opm_pct,roce_pct,sales_growth_3y,pe_ratio_log,roe_pct,valuation_label_enc,yoy_revenue_pct,yoy_profit_pct,vs_dma_200,trend_signal_enc,fno_oi_signal_enc,rsi_14,rsi_zone_enc,macd_hist,macd_signal_enc,bb_pct_b,bb_squeeze,adx_14,adx_trending,forward_return_score,rvol,rs_30d_vs_nifty,delivery_5d_pct,promoter_delta,fii_delta,dii_delta,conviction_signal_enc,ai_tone_score,management_score,management_label_enc,astro_score,kundli_score,kundli_yoga_score,kundli_yoga_count,kundli_dasha_benefic
VAL30IETF,OTHER,2026-08-17,44.49,WATCHLIST,3,53.95,42.21,50.0,50.0,0.9,0.98,-1.79,20.71,0.803,-0.85,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.88,1.0,-0.0285,0.0,0.1531,4.1,14.26,0.0,33.5,,,,,,,,,,,,,,,
BCLIND,FMCG,2026-08-17,44.48,WATCHLIST,3,57.21,34.44,50.0,38.89,0.9,0.66,8.5,-9.71,3.309,0.67,-43.77,2.0,218965.73,796203.33,1991833.99,-1943438.48,-7434924.67,-19780951.04,3.73,82.18,37.62,-37.45,13.18,2,0.0,0.5823,0.0042,0.0,58.23,0.42,0.0,,1.0,0.0,0.0,0.5,,405.0,4.0,4.0,0.462,0.0,0.0,0.0,39.69,1.0,,,,,,6.35,11.49,16.43,2.640484881606444,2.75,2.0,,,11.67,1.0,,41.4,1.0,-0.466,0.0,0.2848,24.13,22.52,0.0,37.6,3.33,3.43,48.1,0.2,0.05,-0.02,1.0,,50.0,1.0,-15.7,64.0,44.0,5.0,1.0
ASHIANA,REALTY,2026-08-17,44.47,WATCHLIST,3,44.26,40.96,50.0,44.44,0.9,-3.55,2.5,13.02,0.097,-1.81,-23.97,2.0,48018.27,206712.16,787367.75,-425780.4,-1993624.52,-7736322.18,-55.64,-26.7,37.62,-37.45,13.18,2,1.0,0.6111,0.0828,0.0807,61.11,8.28,8.07,,2.0,0.0,0.0,1.0,,825.0,6.0,4.0,0.706,0.0,0.0,0.0,45.05,1.0,,,,,,16.69,6.1,27.62,5.5,1.78,1.0,,,10.38,1.0,,65.05,1.0,1.4675,2.0,0.9277,15.12,22.83,0.0,59.3,0.09,-0.78,50.0,0.0,0.39,0.01,1.0,,58.0,2.0,-35.4,25.0,34.0,3.0,0.0
BANKBETF,OTHER,2026-08-17,44.46,WATCHLIST,3,53.83,42.21,50.0,50.0,0.9,0.22,7.98,5.82,0.349,-1.61,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,1.0,0.121,1.0,0.7093,11.37,24.87,0.0,32.5,,,,,,,,,,,,,,,
NIITLTD,HEALTHCARE,2026-08-17,44.45,WATCHLIST,3,50.09,40.84,50.0,38.89,0.9,-3.07,50.1,-13.32,0.589,-3.85,3.63,2.0,57701.01,133978.67,357991.56,-511071.14,-1235115.83,-3465063.98,-19.95,16.25,37.62,-37.45,13.18,2,1.0,0.3698,0.1011,0.1117,36.98,10.11,11.17,,1.0,0.0,0.0,0.5,,885.0,6.0,7.0,0.714,0.0,0.0,0.0,49.83,1.0,,,,,49.46,27.16,1.35,-17.2,3.3297013799570854,13.83,2.0,,,16.34,1.0,,59.38,1.0,-0.4817,0.0,0.6983,23.76,39.63,1.0,49.0,0.58,-0.3,45.0,0.0,-1.14,0.0,1.0,,50.0,1.0,-24.8,43.0,28.0,4.0,1.0
BBETF0432,OTHER,2026-08-17,44.44,WATCHLIST,3,53.76,42.21,50.0,50.0,0.9,1.01,3.88,6.07,0.407,-0.82,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.73,0.0,1.9691,2.0,0.9176,3.86,35.34,1.0,24.7,,,,,,,,,,,,,,,
LAXMIINDIA,OTHER,2026-08-17,44.44,WATCHLIST,3,52.98,42.21,50.0,50.0,0.9,,,2.55,1.0,,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,660.0,6.0,3.0,0.75,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,72.22,0.0,1.3668,2.0,1.1082,26.7,37.28,1.0,30.0,1.52,,,,,,,,,,,,,,
INDIAGLYCO,FMCG,2026-08-17,44.42,WATCHLIST,3,42.95,34.44,50.0,44.44,0.9,-7.41,5.06,31.21,0.911,-7.4,-43.77,2.0,218965.73,796203.33,1991833.99,-1943438.48,-7434924.67,-19780951.04,3.73,82.18,37.62,-37.45,13.18,2,1.0,0.5963,0.0227,0.052,59.63,2.27,5.2,,2.0,0.0,0.0,1.0,,1035.0,4.0,5.0,0.75,0.0,0.0,0.0,45.05,1.0,,,,,,5.34,9.05,11.35,2.67000213346468,2.34,2.0,,,7.56,2.0,,53.15,1.0,2.6063,2.0,0.79,6.18,11.16,0.0,42.7,1.04,-4.64,51.6,0.0,-0.18,0.14,1.0,,58.0,2.0,-15.7,25.0,0.0,0.0,0.0
GROWWNIFTY,OTHER,2026-08-17,44.42,WATCHLIST,3,53.64,42.21,50.0,50.0,0.9,1.03,3.37,-1.01,1.225,-0.8,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.37,1.0,0.0159,1.0,0.6488,6.2,10.9,0.0,29.0,,,,,,,,,,,,,,,
HONAUT,CAPITAL_GOODS,2026-08-17,44.42,WATCHLIST,3,44.03,37.1,50.0,38.89,0.9,-6.7,25.63,-3.93,0.384,-4.26,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,2.0,0.75,0.0374,0.1129,75.0,3.74,11.29,4.0,1.0,0.0,0.0,0.5,,285.0,1.0,3.0,0.462,0.0,0.0,0.0,49.88,1.0,,,,,,17.6,15.56,8.88,4.27763786893635,11.69,1.0,,,8.57,1.0,,73.56,0.0,50.0,2.0,0.9444,18.85,50.23,1.0,46.2,0.37,-3.93,57.3,0.0,0.28,-0.25,1.0,,50.0,1.0,-35.4,21.0,3.0,2.0,0.0
ESCORTS,AUTO,2026-08-17,44.42,WATCHLIST,3,60.81,37.52,50.0,44.44,0.9,6.41,4.45,-11.76,0.418,4.15,-15.39,2.0,182304.18,653156.26,1678870.35,-1608676.81,-5982697.23,-16373082.74,-5.88,66.43,37.62,-37.45,13.18,2,2.0,0.6804,0.0572,0.1165,68.04,5.72,11.65,5.0,2.0,0.0,0.0,1.0,,1982.0,13.0,6.0,0.652,0.0,0.0,0.0,50.03,1.0,,,0.0,0.0,48.06,15.14,12.07,14.56,3.3631493140246254,11.86,2.0,,,-4.28,0.0,,55.2,1.0,25.8261,1.0,0.8518,10.78,18.4,0.0,51.7,0.44,9.18,52.3,0.0,0.47,-0.55,1.0,,58.0,2.0,-24.8,77.0,59.0,4.0,0.0
MIDCAPBETA,OTHER,2026-08-17,44.4,WATCHLIST,3,53.57,42.21,50.0,50.0,0.9,1.61,6.0,,0.275,-0.22,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.49,1.0,0.1261,1.0,0.6678,6.86,17.59,0.0,64.6,,,,,,,,,,,,,,,
SENSEXIETF,OTHER,2026-08-17,44.37,WATCHLIST,3,53.44,42.21,50.0,50.0,0.9,1.34,4.15,-2.77,0.699,-0.49,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.27,1.0,1.8718,1.0,0.6674,7.43,25.41,1.0,39.2,,,,,,,,,,,,,,,
SIMPLEXINF,INFRASTRUCTURE,2026-08-17,44.36,WATCHLIST,3,53.27,40.08,50.0,50.0,0.9,-2.56,22.1,-14.71,0.745,1.84,-14.32,5.0,55773.36,189428.06,752322.22,-493302.75,-1768007.27,-7453547.44,-65.21,-46.82,37.62,-37.45,13.18,2,1.0,0.3599,0.0049,0.0582,35.99,0.49,5.82,,,,,,,285.0,1.0,3.0,0.75,0.0,0.0,0.0,45.05,1.0,,,,,49.46,2.34,-1.57,-17.61,,-4.0,1.0,,,7.26,1.0,,56.81,1.0,-2.2768,1.0,0.6419,20.51,19.86,0.0,54.2,0.7,0.21,61.3,0.0,0.11,0.02,1.0,,50.0,1.0,-35.4,33.0,23.0,2.0,0.0
GSEC10IETF,OTHER,2026-08-17,44.35,WATCHLIST,3,53.34,42.21,50.0,50.0,0.9,1.48,2.83,5.06,0.198,-0.35,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.81,1.0,0.2074,1.0,0.6553,2.65,27.93,1.0,18.9,,,,,,,,,,,,,,,
NIFTYBETA,OTHER,2026-08-17,44.35,WATCHLIST,3,53.34,42.21,50.0,50.0,0.9,1.5,3.79,,0.725,-0.33,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.49,1.0,0.4834,1.0,0.7369,6.01,19.32,0.0,64.5,,,,,,,,,,,,,,,
NIFTYCASE,OTHER,2026-08-17,44.35,WATCHLIST,3,53.34,42.21,50.0,50.0,0.9,1.45,3.93,,0.723,-0.38,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.76,1.0,0.0153,1.0,0.6591,6.07,25.59,1.0,50.5,,,,,,,,,,,,,,,
SUPREMEIND,REALTY,2026-08-17,44.34,WATCHLIST,3,53.92,40.96,50.0,44.44,0.9,1.91,2.32,-21.52,1.82,3.65,-23.97,2.0,48018.27,206712.16,787367.75,-425780.4,-1993624.52,-7736322.18,-55.64,-26.7,37.62,-37.45,13.18,2,0.0,0.4896,0.1712,0.1923,48.96,17.119999999999997,19.23,7.0,2.0,0.0,0.0,1.0,,745.0,7.0,3.0,0.588,0.0,0.0,0.0,41.82,1.0,,,,,,13.24,15.12,15.21,3.9371057857956093,8.34,2.0,,,0.4,1.0,1.0,26.83,2.0,-33.741,0.0,-0.2144,13.55,16.06,0.0,52.7,1.71,4.68,39.9,0.0,-2.11,2.02,2.0,,52.0,1.0,-35.4,27.0,17.0,3.0,0.0
AUSOMENT,OTHER,2026-08-17,44.34,WATCHLIST,3,50.18,42.21,50.0,38.89,0.9,,6.22,,0.105,,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,1.0,0.0,0.0,0.5,,125.0,1.0,2.0,0.333,0.0,0.0,0.0,,,,,,,,80.0,1.97,-20.0,4.660321030452939,80.0,2.0,,,,1.0,,38.08,1.0,-3.5746,0.0,-0.236,22.61,40.21,1.0,63.5,0.03,,80.5,,,,,,,,,,,,
MOSERVICE,OTHER,2026-08-17,44.34,WATCHLIST,3,53.31,42.21,50.0,50.0,0.9,0.29,5.39,,7.185,-1.54,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.95,1.0,0.0672,1.0,0.7535,7.56,47.35,1.0,41.5,,,,,,,,,,,,,,,
HDFCNIF100,OTHER,2026-08-17,44.34,WATCHLIST,3,53.32,42.21,50.0,50.0,0.9,1.43,3.62,1.15,0.414,-0.4,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.35,1.0,0.031,1.0,0.6447,6.41,30.78,1.0,26.9,,,,,,,,,,,,,,,
SAPPL,CHEMICALS,2026-08-17,44.32,WATCHLIST,3,42.21,32.75,50.0,50.0,0.9,-1.7,-3.39,,7.207,-2.66,-25.97,2.0,112932.94,421201.68,1174400.06,-998765.3,-3983895.01,-11516255.21,-12.45,62.61,37.62,-37.45,13.18,2,0.0,,,,,,,,,,,,,,,,,,,,45.38,1.0,,,,,,,,,,,,,,,1.0,,50.76,1.0,0.411,2.0,0.6561,10.58,20.06,0.0,65.3,6.73,1.07,74.7,,,,,,,,-35.4,10.0,21.0,4.0,0.0
HDFCLIQUID,OTHER,2026-08-17,44.32,WATCHLIST,3,53.22,42.21,50.0,50.0,0.9,0.43,1.25,4.77,2.088,-1.4,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0323,1.0,0.9232,0.47,32.04,1.0,10.4,,,,,,,,,,,,,,,
IMAGICAA,HOSPITALITY,2026-08-17,44.32,WATCHLIST,3,48.23,39.46,50.0,50.0,0.9,-1.45,8.88,-17.89,0.497,0.77,-16.86,2.0,34729.76,142069.25,387894.97,-306800.24,-1281516.62,-3725060.72,-28.46,22.29,37.62,-37.45,13.18,2,1.0,0.7402,0.0059,0.0198,74.02,0.59,1.98,,,,,,,955.0,6.0,6.0,0.842,0.0,0.0,0.0,45.05,1.0,,,,,,34.08,2.12,100.0,5.317923896186955,3.51,1.0,,,1.18,2.0,,59.99,1.0,0.5609,1.0,0.8759,22.33,22.84,0.0,40.4,0.48,1.32,52.4,0.0,0.19,-0.16,1.0,,50.0,1.0,-15.7,77.0,63.0,4.0,0.0
MOVALUE,OTHER,2026-08-17,44.32,WATCHLIST,3,53.22,42.21,50.0,50.0,0.9,0.84,-0.75,14.45,0.766,-0.99,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3,1.0,-0.2745,0.0,0.1274,4.25,13.94,0.0,42.1,,,,,,,,,,,,,,,
TEJASNET,TELECOM,2026-08-17,44.32,WATCHLIST,3,46.6,38.32,50.0,50.0,0.9,-4.48,17.3,-13.01,0.591,-0.7,-19.38,2.0,72258.31,204730.41,685189.37,-639157.47,-1929081.55,-6641571.58,-42.12,-10.86,37.62,-37.45,13.18,2,2.0,0.534,0.0529,0.0432,53.400000000000006,5.29,4.32,3.0,,,,,,535.0,4.0,5.0,0.615,0.0,0.0,0.0,46.22,1.0,,,,,49.46,14.57,30.01,100.0,2.579458966729223,8.08,2.0,,,12.79,1.0,,62.54,1.0,-2.1302,0.0,0.6901,20.08,44.09,1.0,60.1,0.57,-1.71,30.6,-0.06,-0.65,-0.44,1.0,,50.0,1.0,19.4,66.0,56.0,3.0,0.0
SENSEXAXIS,OTHER,2026-08-17,44.31,WATCHLIST,3,53.17,42.21,50.0,50.0,0.9,1.48,,,0.915,-0.35,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTGILTBEES,OTHER,2026-08-17,44.3,WATCHLIST,3,53.12,42.21,50.0,50.0,0.9,0.2,3.51,5.48,1.079,-1.63,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.37,0.0,0.0297,2.0,1.0198,2.61,32.23,1.0,13.3,,,,,,,,,,,,,,,
SETF10GILT,OTHER,2026-08-17,44.27,WATCHLIST,3,53.01,42.21,50.0,50.0,0.9,0.28,3.34,4.55,1.188,-1.55,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.87,1.0,0.2624,1.0,0.8023,2.8,31.39,1.0,29.8,,,,,,,,,,,,,,,
JKIL,INFRASTRUCTURE,2026-08-17,44.26,WATCHLIST,3,59.98,40.08,50.0,38.89,0.9,4.11,3.21,-20.4,1.888,8.51,-14.32,5.0,55773.36,189428.06,752322.22,-493302.75,-1768007.27,-7453547.44,-65.21,-46.82,37.62,-37.45,13.18,2,1.0,0.4665,0.1255,0.1516,46.650000000000006,11.68,15.160000000000002,,1.0,0.0,0.0,0.5,,717.0,5.0,6.0,0.8,4.0,0.0,0.0,45.05,1.0,,,,,,15.16,18.76,30.63,2.379546134130174,6.84,2.0,,,-2.68,0.0,,49.51,1.0,1.5699,1.0,0.5659,12.08,20.7,0.0,43.4,1.91,6.88,61.4,0.0,-0.87,0.0,1.0,,50.0,1.0,-35.4,-5.0,-10.0,2.0,1.0
SALONA,TEXTILES,2026-08-17,44.26,WATCHLIST,3,51.84,38.69,50.0,38.89,0.9,1.66,-6.41,9.82,0.202,3.62,-13.17,2.0,21224.01,62814.5,184327.93,-189086.03,-582872.19,-1821819.74,-19.62,30.68,37.62,-37.45,13.18,2,0.0,0.6842,,,68.42,,,,1.0,0.0,0.0,0.5,,395.0,1.0,4.0,0.5,0.0,0.0,0.0,45.61,1.0,,,,,,5.95,20.59,29.38,2.9428587839469227,1.17,2.0,,,-1.14,0.0,,39.55,1.0,-1.1672,1.0,0.2377,14.61,9.54,0.0,20.3,0.18,4.43,75.8,0.0,0.0,0.0,1.0,,50.0,1.0,,49.0,23.0,2.0,1.0
GODREJIND,REALTY,2026-08-17,44.25,WATCHLIST,3,38.31,40.96,50.0,50.0,0.9,-8.68,7.75,-3.7,2.024,-6.94,-23.97,2.0,48018.27,206712.16,787367.75,-425780.4,-1993624.52,-7736322.18,-55.64,-26.7,37.62,-37.45,13.18,2,3.0,0.7464,0.0447,0.0348,74.64,4.47,3.4799999999999995,4.0,,,,,,560.0,3.0,4.0,0.579,0.0,0.0,0.0,44.66,1.0,,,,,,19.05,7.04,18.01,3.566429294357372,10.17,2.0,,,16.24,1.0,,66.52,1.0,10.3559,2.0,0.9633,18.26,45.28,1.0,46.1,2.15,-5.91,36.1,0.0,-0.39,0.19,1.0,,50.0,1.0,-35.4,88.0,61.0,4.0,1.0
MIDCAPADD,OTHER,2026-08-17,44.25,WATCHLIST,3,52.9,42.21,50.0,50.0,0.9,1.73,5.23,,0.061,-0.1,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.09,1.0,0.0151,1.0,0.71,6.49,13.66,0.0,31.6,,,,,,,,,,,,,,,
SENSEXADD,OTHER,2026-08-17,44.24,WATCHLIST,3,52.87,42.21,50.0,50.0,0.9,1.01,4.14,-2.88,0.81,-0.82,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.11,1.0,0.1478,1.0,0.6509,7.31,12.67,0.0,24.2,,,,,,,,,,,,,,,
EMULTIMQ,OTHER,2026-08-17,44.24,WATCHLIST,3,52.83,42.21,50.0,50.0,0.9,2.0,0.07,3.38,0.25,0.17,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.02,1.0,-0.1053,0.0,0.3626,5.94,15.04,0.0,38.1,,,,,,,,,,,,,,,
SMALLIETF,OTHER,2026-08-17,44.23,WATCHLIST,3,52.8,42.21,50.0,50.0,0.9,1.38,,,0.96,-0.45,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,,,,,,,,,,,,,,,
LIQUIDADD,OTHER,2026-08-17,44.23,WATCHLIST,3,52.78,42.21,50.0,50.0,0.9,0.42,1.23,4.84,1.665,-1.41,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0337,2.0,0.9258,0.46,93.83,1.0,1.3,,,,,,,,,,,,,,,
LTGILTCASE,OTHER,2026-08-17,44.22,WATCHLIST,3,52.74,42.21,50.0,50.0,0.9,0.43,3.38,5.26,0.721,-1.4,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.25,0.0,0.0355,2.0,1.0699,2.42,44.76,1.0,3.1,,,,,,,,,,,,,,,
IITL,FINANCIAL_SERVICES,2026-08-17,44.22,WATCHLIST,3,64.6,38.17,50.0,50.0,0.9,16.23,-7.98,,1.014,17.57,-2.21,2.0,231953.0,937007.01,2703367.04,-2049541.97,-8677871.9,-26407866.45,-31.48,30.94,37.62,-37.45,13.18,2,0.0,0.5646,0.053,0.0141,56.46,5.3,1.41,,,,,,,435.0,3.0,5.0,0.727,0.0,0.0,0.0,41.51,1.0,,,,,,80.0,10.69,51.67,,,3.0,,,1.77,1.0,,45.28,1.0,0.3366,2.0,0.4411,13.28,18.05,0.0,45.6,0.99,19.0,16.3,2.56,-1.77,0.0,6.0,,62.0,2.0,,-7.0,-7.0,2.0,0.0
LIQUIDPLUS,OTHER,2026-08-17,44.22,WATCHLIST,3,52.76,42.21,50.0,50.0,0.9,0.43,1.25,4.93,1.28,-1.4,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0366,2.0,0.9291,0.46,49.96,1.0,7.0,,,,,,,,,,,,,,,
AIAENG,CAPITAL_GOODS,2026-08-17,44.21,WATCHLIST,3,48.06,37.1,50.0,38.89,0.9,-8.28,13.67,44.21,0.859,-5.84,-28.11,2.0,208395.01,732362.33,2105067.02,-1844353.67,-6719730.36,-20521940.9,-22.9,44.55,37.62,-37.45,13.18,2,2.0,0.585,0.1679,0.2203,58.5,16.79,22.03,4.0,1.0,0.0,0.0,0.5,,520.0,5.0,3.0,0.778,0.0,0.0,0.0,49.88,1.0,,,,,,32.86,15.88,8.89,3.844386356712335,24.28,3.0,,,7.62,1.0,,78.42,0.0,33.7696,2.0,1.0486,17.85,40.01,1.0,55.9,0.83,-5.51,42.4,0.0,0.21,-0.23,1.0,,50.0,1.0,-35.4,12.0,0.0,0.0,0.0
GROWWGOLD,OTHER,2026-08-17,44.19,WATCHLIST,3,52.65,42.21,50.0,50.0,0.9,8.42,-2.23,-84.94,0.963,6.59,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.85,1.0,-0.0644,1.0,0.1044,12.92,33.03,1.0,65.3,,,,,,,,,,,,,,,
HDFCNIFTY,OTHER,2026-08-17,44.19,WATCHLIST,3,52.62,42.21,50.0,50.0,0.9,1.39,3.88,-0.44,0.371,-0.44,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.96,1.0,0.3994,1.0,0.667,5.92,9.19,0.0,42.6,,,,,,,,,,,,,,,
EBBETF0430,OTHER,2026-08-17,44.14,WATCHLIST,3,52.41,42.21,50.0,50.0,0.9,0.42,2.54,5.39,0.815,-1.41,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.05,0.0,1.0004,1.0,0.8341,2.9,28.68,1.0,34.9,,,,,,,,,,,,,,,
EBBETF0431,OTHER,2026-08-17,44.14,WATCHLIST,3,52.42,42.21,50.0,50.0,0.9,0.54,3.1,5.7,0.557,-1.29,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.81,0.0,1.0816,1.0,0.8073,3.27,58.83,1.0,20.0,,,,,,,,,,,,,,,
PVTBANK,OTHER,2026-08-17,44.14,WATCHLIST,3,52.42,42.21,50.0,50.0,0.9,,,,6.564,,-11.52,2.0,153465.91,506513.02,1082199.21,-1364982.65,-4680323.71,-10708691.88,-14.84,14.62,37.62,-37.45,13.18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGBBROSLTD,AUTO,2026-08-17,44.14,WATCHLIST,3,57.62,37.52,50.0,38.89,0.9,1.86,0.86,23.59,0.613,-0.4,-15.39,2.0,182304.18,653156.26,1678870.35,-1608676.81,-5982697.23,-16373082.74,-5.88,66.43,37.62,-37.45,13.18,2,1.0,0.3483,0.0661,0.1335,34.83,6.61,13.35,,1.0,0.0,0.0,0.5,,542.0,1.0,4.0,0.833,0.0,0.0,0.0,50.03,1.0,,,,,,18.52,17.82,12.07,2.8570447537800976,11.74,2.0,,,-6.87,0.0,,57.16,1.0,14.2839,1.0,0.8529,10.5,17.67,0.0,43.3,0.6,4.63,58.8,0.01,-0.39,0.47,1.0,,50.0,1.0,-24.8,-9.0,11.0,3.0,0.0
