sector_raw,auc_equity_crore,net_inv_equity_crore,date,sector_normalized,source,fortnight_label
Telecommunications Equipment,294.0,-2.0,2018-05-15,TELECOM,NSDL,"May 15, 2018"
"Textiles, Apparels & Accessories",43195.0,-1137.0,2018-05-15,TEXTILES,NSDL,"May 15, 2018"
Automobiles & Auto Components,213128.0,-3886.0,2018-05-31,AUTO,NSDL,"May 31, 2018"
Capital Goods,114232.0,-293.0,2018-05-31,CAPITAL_GOODS,NSDL,"May 31, 2018"
Consumer Durables,38813.0,-1016.0,2018-05-31,CAPITAL_GOODS,NSDL,"May 31, 2018"
General Industrials,22065.0,-157.0,2018-05-31,CAPITAL_GOODS,NSDL,"May 31, 2018"
Construction Materials,66756.0,-1504.0,2018-05-31,CEMENT,NSDL,"May 31, 2018"
Chemicals & Petrochemicals,38555.0,331.0,2018-05-31,CHEMICALS,NSDL,"May 31, 2018"
Forest Materials,1964.0,-35.0,2018-05-31,COMMODITIES,NSDL,"May 31, 2018"
Diversified,2377.0,-42.0,2018-05-31,DIVERSIFIED,NSDL,"May 31, 2018"
Others,45219.0,284.0,2018-05-31,DIVERSIFIED,NSDL,"May 31, 2018"
Coal,9903.0,-258.0,2018-05-31,ENERGY,NSDL,"May 31, 2018"
Oil & Gas,202738.0,-1731.0,2018-05-31,ENERGY,NSDL,"May 31, 2018"
Total  Financial Services,976762.0,-1041.0,2018-05-31,FINANCIAL_SERVICES,NSDL,"May 31, 2018"
Insurance,8346.0,269.0,2018-05-31,FINANCIAL_SERVICES,NSDL,"May 31, 2018"
Food & Drugs Retailing,0.0,0.0,2018-05-31,FMCG,NSDL,"May 31, 2018"
"Food, Beverages & Tobacco",116706.0,-213.0,2018-05-31,FMCG,NSDL,"May 31, 2018"
Household & Personal Products,101075.0,-954.0,2018-05-31,FMCG,NSDL,"May 31, 2018"
Healthcare Equipment & Supplies,104.0,-1.0,2018-05-31,HEALTHCARE,NSDL,"May 31, 2018"
Healthcare Services,13057.0,250.0,2018-05-31,HEALTHCARE,NSDL,"May 31, 2018"
Utilities,80888.0,553.0,2018-05-31,INFRASTRUCTURE,NSDL,"May 31, 2018"
Hardware Technology & Equipment,66.0,1.0,2018-05-31,IT,NSDL,"May 31, 2018"
Software & Services,263945.0,-210.0,2018-05-31,IT,NSDL,"May 31, 2018"
Transportation,40515.0,164.0,2018-05-31,LOGISTICS,NSDL,"May 31, 2018"
Media,35586.0,-56.0,2018-05-31,MEDIA,NSDL,"May 31, 2018"
Metals & Mining,69984.0,-1046.0,2018-05-31,METAL,NSDL,"May 31, 2018"
Pharmaceuticals & Biotechnology,107706.0,-259.0,2018-05-31,PHARMA,NSDL,"May 31, 2018"
Real Estate Investment,0.0,0.0,2018-05-31,REALTY,NSDL,"May 31, 2018"
Realty,25603.0,87.0,2018-05-31,REALTY,NSDL,"May 31, 2018"
Commercial Services & Supplies,7538.0,210.0,2018-05-31,SERVICES,NSDL,"May 31, 2018"
Diversified Consumer Services,2606.0,37.0,2018-05-31,SERVICES,NSDL,"May 31, 2018"
"Hotels, Restaurants & Tourism",13365.0,-103.0,2018-05-31,SERVICES,NSDL,"May 31, 2018"
Retailing,26244.0,1347.0,2018-05-31,SERVICES,NSDL,"May 31, 2018"
Telecom Services,62413.0,-43.0,2018-05-31,TELECOM,NSDL,"May 31, 2018"
Telecommunications Equipment,295.0,4.0,2018-05-31,TELECOM,NSDL,"May 31, 2018"
"Textiles, Apparels & Accessories",42568.0,-749.0,2018-05-31,TEXTILES,NSDL,"May 31, 2018"
Automobiles & Auto Components,214791.0,-2628.0,2018-06-15,AUTO,NSDL,"June 15, 2018"
Capital Goods,112627.0,-357.0,2018-06-15,CAPITAL_GOODS,NSDL,"June 15, 2018"
Consumer Durables,37428.0,-1272.0,2018-06-15,CAPITAL_GOODS,NSDL,"June 15, 2018"
General Industrials,21396.0,-287.0,2018-06-15,CAPITAL_GOODS,NSDL,"June 15, 2018"
Construction Materials,64931.0,-1456.0,2018-06-15,CEMENT,NSDL,"June 15, 2018"
Chemicals & Petrochemicals,37837.0,326.0,2018-06-15,CHEMICALS,NSDL,"June 15, 2018"
Forest Materials,1860.0,-49.0,2018-06-15,COMMODITIES,NSDL,"June 15, 2018"
Diversified,2395.0,-31.0,2018-06-15,DIVERSIFIED,NSDL,"June 15, 2018"
Others,45082.0,400.0,2018-06-15,DIVERSIFIED,NSDL,"June 15, 2018"
Coal,9596.0,209.0,2018-06-15,ENERGY,NSDL,"June 15, 2018"
Oil & Gas,215428.0,-1577.0,2018-06-15,ENERGY,NSDL,"June 15, 2018"
Total  Financial Services,967177.0,-378.0,2018-06-15,FINANCIAL_SERVICES,NSDL,"June 15, 2018"
Insurance,7993.0,583.0,2018-06-15,FINANCIAL_SERVICES,NSDL,"June 15, 2018"
Food & Drugs Retailing,0.0,0.0,2018-06-15,FMCG,NSDL,"June 15, 2018"
"Food, Beverages & Tobacco",111107.0,-820.0,2018-06-15,FMCG,NSDL,"June 15, 2018"
Household & Personal Products,101422.0,-1160.0,2018-06-15,FMCG,NSDL,"June 15, 2018"
Healthcare Equipment & Supplies,101.0,0.0,2018-06-15,HEALTHCARE,NSDL,"June 15, 2018"
Healthcare Services,13473.0,232.0,2018-06-15,HEALTHCARE,NSDL,"June 15, 2018"
Utilities,78838.0,2215.0,2018-06-15,INFRASTRUCTURE,NSDL,"June 15, 2018"
Hardware Technology & Equipment,62.0,-4.0,2018-06-15,IT,NSDL,"June 15, 2018"
Software & Services,330779.0,-2888.0,2018-06-15,IT,NSDL,"June 15, 2018"
Transportation,39268.0,602.0,2018-06-15,LOGISTICS,NSDL,"June 15, 2018"
Media,35278.0,-176.0,2018-06-15,MEDIA,NSDL,"June 15, 2018"
Metals & Mining,68982.0,-818.0,2018-06-15,METAL,NSDL,"June 15, 2018"
Pharmaceuticals & Biotechnology,118226.0,-465.0,2018-06-15,PHARMA,NSDL,"June 15, 2018"
Real Estate Investment,0.0,0.0,2018-06-15,REALTY,NSDL,"June 15, 2018"
Realty,25106.0,70.0,2018-06-15,REALTY,NSDL,"June 15, 2018"
Commercial Services & Supplies,8357.0,443.0,2018-06-15,SERVICES,NSDL,"June 15, 2018"
Diversified Consumer Services,2802.0,36.0,2018-06-15,SERVICES,NSDL,"June 15, 2018"
"Hotels, Restaurants & Tourism",13891.0,261.0,2018-06-15,SERVICES,NSDL,"June 15, 2018"
Retailing,26221.0,1616.0,2018-06-15,SERVICES,NSDL,"June 15, 2018"
Telecom Services,62142.0,170.0,2018-06-15,TELECOM,NSDL,"June 15, 2018"
Telecommunications Equipment,367.0,22.0,2018-06-15,TELECOM,NSDL,"June 15, 2018"
"Textiles, Apparels & Accessories",42877.0,-196.0,2018-06-15,TEXTILES,NSDL,"June 15, 2018"
Automobiles & Auto Components,208053.0,-905.0,2018-06-30,AUTO,NSDL,"June 30, 2018"
Capital Goods,103939.0,-1935.0,2018-06-30,CAPITAL_GOODS,NSDL,"June 30, 2018"
Consumer Durables,36444.0,-800.0,2018-06-30,CAPITAL_GOODS,NSDL,"June 30, 2018"
General Industrials,19825.0,-210.0,2018-06-30,CAPITAL_GOODS,NSDL,"June 30, 2018"
Construction Materials,63800.0,-874.0,2018-06-30,CEMENT,NSDL,"June 30, 2018"
Chemicals & Petrochemicals,34821.0,-148.0,2018-06-30,CHEMICALS,NSDL,"June 30, 2018"
Forest Materials,1657.0,-19.0,2018-06-30,COMMODITIES,NSDL,"June 30, 2018"
Diversified,2337.0,-33.0,2018-06-30,DIVERSIFIED,NSDL,"June 30, 2018"
Others,67053.0,2615.0,2018-06-30,DIVERSIFIED,NSDL,"June 30, 2018"
Coal,9085.0,215.0,2018-06-30,ENERGY,NSDL,"June 30, 2018"
Oil & Gas,202942.0,-1595.0,2018-06-30,ENERGY,NSDL,"June 30, 2018"
Total  Financial Services,966939.0,-211.0,2018-06-30,FINANCIAL_SERVICES,NSDL,"June 30, 2018"
Insurance,8044.0,666.0,2018-06-30,FINANCIAL_SERVICES,NSDL,"June 30, 2018"
Food & Drugs Retailing,0.0,0.0,2018-06-30,FMCG,NSDL,"June 30, 2018"
"Food, Beverages & Tobacco",101423.0,-1018.0,2018-06-30,FMCG,NSDL,"June 30, 2018"
Household & Personal Products,101888.0,-1090.0,2018-06-30,FMCG,NSDL,"June 30, 2018"
Healthcare Equipment & Supplies,93.0,-3.0,2018-06-30,HEALTHCARE,NSDL,"June 30, 2018"
Healthcare Services,13755.0,270.0,2018-06-30,HEALTHCARE,NSDL,"June 30, 2018"
Utilities,76490.0,1089.0,2018-06-30,INFRASTRUCTURE,NSDL,"June 30, 2018"
Hardware Technology & Equipment,53.0,-4.0,2018-06-30,IT,NSDL,"June 30, 2018"
Software & Services,328039.0,-3157.0,2018-06-30,IT,NSDL,"June 30, 2018"
Transportation,31743.0,2761.0,2018-06-30,LOGISTICS,NSDL,"June 30, 2018"
Media,33569.0,-377.0,2018-06-30,MEDIA,NSDL,"June 30, 2018"
Metals & Mining,67248.0,-525.0,2018-06-30,METAL,NSDL,"June 30, 2018"
Pharmaceuticals & Biotechnology,115889.0,-233.0,2018-06-30,PHARMA,NSDL,"June 30, 2018"
Real Estate Investment,0.0,0.0,2018-06-30,REALTY,NSDL,"June 30, 2018"
Realty,24973.0,103.0,2018-06-30,REALTY,NSDL,"June 30, 2018"
Commercial Services & Supplies,7376.0,-87.0,2018-06-30,SERVICES,NSDL,"June 30, 2018"
Diversified Consumer Services,2738.0,26.0,2018-06-30,SERVICES,NSDL,"June 30, 2018"
"Hotels, Restaurants & Tourism",10134.0,53.0,2018-06-30,SERVICES,NSDL,"June 30, 2018"
Retailing,26122.0,169.0,2018-06-30,SERVICES,NSDL,"June 30, 2018"
Telecom Services,62759.0,334.0,2018-06-30,TELECOM,NSDL,"June 30, 2018"
Telecommunications Equipment,332.0,26.0,2018-06-30,TELECOM,NSDL,"June 30, 2018"
"Textiles, Apparels & Accessories",42271.0,64.0,2018-06-30,TEXTILES,NSDL,"June 30, 2018"
Automobiles & Auto Components,214353.0,-773.0,2018-07-15,AUTO,NSDL,"July 15, 2018"
Capital Goods,105040.0,-1422.0,2018-07-15,CAPITAL_GOODS,NSDL,"July 15, 2018"
Consumer Durables,38022.0,-538.0,2018-07-15,CAPITAL_GOODS,NSDL,"July 15, 2018"
General Industrials,20158.0,-29.0,2018-07-15,CAPITAL_GOODS,NSDL,"July 15, 2018"
Construction Materials,63318.0,-1175.0,2018-07-15,CEMENT,NSDL,"July 15, 2018"
Chemicals & Petrochemicals,33558.0,-435.0,2018-07-15,CHEMICALS,NSDL,"July 15, 2018"
Forest Materials,1562.0,-15.0,2018-07-15,COMMODITIES,NSDL,"July 15, 2018"
Diversified,2371.0,-35.0,2018-07-15,DIVERSIFIED,NSDL,"July 15, 2018"
Others,67453.0,7461.0,2018-07-15,DIVERSIFIED,NSDL,"July 15, 2018"
Coal,9219.0,3.0,2018-07-15,ENERGY,NSDL,"July 15, 2018"
Oil & Gas,223278.0,-588.0,2018-07-15,ENERGY,NSDL,"July 15, 2018"
Total  Financial Services,989751.0,-2796.0,2018-07-15,FINANCIAL_SERVICES,NSDL,"July 15, 2018"
Insurance,7870.0,-4.0,2018-07-15,FINANCIAL_SERVICES,NSDL,"July 15, 2018"
Food & Drugs Retailing,0.0,0.0,2018-07-15,FMCG,NSDL,"July 15, 2018"
"Food, Beverages & Tobacco",102220.0,-1153.0,2018-07-15,FMCG,NSDL,"July 15, 2018"
Household & Personal Products,106990.0,-214.0,2018-07-15,FMCG,NSDL,"July 15, 2018"
Healthcare Equipment & Supplies,96.0,-2.0,2018-07-15,HEALTHCARE,NSDL,"July 15, 2018"
Healthcare Services,13502.0,87.0,2018-07-15,HEALTHCARE,NSDL,"July 15, 2018"
Utilities,75602.0,-644.0,2018-07-15,INFRASTRUCTURE,NSDL,"July 15, 2018"
Hardware Technology & Equipment,48.0,-7.0,2018-07-15,IT,NSDL,"July 15, 2018"
Software & Services,338881.0,-3284.0,2018-07-15,IT,NSDL,"July 15, 2018"
Transportation,33339.0,3339.0,2018-07-15,LOGISTICS,NSDL,"July 15, 2018"
Media,31794.0,-437.0,2018-07-15,MEDIA,NSDL,"July 15, 2018"
Metals & Mining,63000.0,-911.0,2018-07-15,METAL,NSDL,"July 15, 2018"
Pharmaceuticals & Biotechnology,116166.0,-126.0,2018-07-15,PHARMA,NSDL,"July 15, 2018"
Real Estate Investment,0.0,0.0,2018-07-15,REALTY,NSDL,"July 15, 2018"
Realty,25766.0,116.0,2018-07-15,REALTY,NSDL,"July 15, 2018"
Commercial Services & Supplies,8104.0,-9.0,2018-07-15,SERVICES,NSDL,"July 15, 2018"
Diversified Consumer Services,2780.0,100.0,2018-07-15,SERVICES,NSDL,"July 15, 2018"
"Hotels, Restaurants & Tourism",13682.0,-58.0,2018-07-15,SERVICES,NSDL,"July 15, 2018"
Retailing,26420.0,12.0,2018-07-15,SERVICES,NSDL,"July 15, 2018"
Telecom Services,60733.0,345.0,2018-07-15,TELECOM,NSDL,"July 15, 2018"
Telecommunications Equipment,340.0,13.0,2018-07-15,TELECOM,NSDL,"July 15, 2018"
"Textiles, Apparels & Accessories",41148.0,-270.0,2018-07-15,TEXTILES,NSDL,"July 15, 2018"
Automobiles & Auto Components,214091.0,-1269.0,2018-07-31,AUTO,NSDL,"July 31, 2018"
Capital Goods,106583.0,247.0,2018-07-31,CAPITAL_GOODS,NSDL,"July 31, 2018"
Consumer Durables,39730.0,-154.0,2018-07-31,CAPITAL_GOODS,NSDL,"July 31, 2018"
General Industrials,20778.0,98.0,2018-07-31,CAPITAL_GOODS,NSDL,"July 31, 2018"
Construction Materials,68727.0,-131.0,2018-07-31,CEMENT,NSDL,"July 31, 2018"
Chemicals & Petrochemicals,36265.0,115.0,2018-07-31,CHEMICALS,NSDL,"July 31, 2018"
Forest Materials,1641.0,-4.0,2018-07-31,COMMODITIES,NSDL,"July 31, 2018"
Diversified,2729.0,-20.0,2018-07-31,DIVERSIFIED,NSDL,"July 31, 2018"
Others,69684.0,4602.0,2018-07-31,DIVERSIFIED,NSDL,"July 31, 2018"
Coal,9051.0,44.0,2018-07-31,ENERGY,NSDL,"July 31, 2018"
Oil & Gas,239748.0,1498.0,2018-07-31,ENERGY,NSDL,"July 31, 2018"
Total  Financial Services,1020425.0,-17.0,2018-07-31,FINANCIAL_SERVICES,NSDL,"July 31, 2018"
Insurance,9176.0,149.0,2018-07-31,FINANCIAL_SERVICES,NSDL,"July 31, 2018"
Food & Drugs Retailing,0.0,0.0,2018-07-31,FMCG,NSDL,"July 31, 2018"
"Food, Beverages & Tobacco",107938.0,-822.0,2018-07-31,FMCG,NSDL,"July 31, 2018"
Household & Personal Products,108731.0,-75.0,2018-07-31,FMCG,NSDL,"July 31, 2018"
Healthcare Equipment & Supplies,106.0,1.0,2018-07-31,HEALTHCARE,NSDL,"July 31, 2018"
Healthcare Services,13124.0,-183.0,2018-07-31,HEALTHCARE,NSDL,"July 31, 2018"
Utilities,79243.0,332.0,2018-07-31,INFRASTRUCTURE,NSDL,"July 31, 2018"
Hardware Technology & Equipment,54.0,-5.0,2018-07-31,IT,NSDL,"July 31, 2018"
Software & Services,341716.0,-131.0,2018-07-31,IT,NSDL,"July 31, 2018"
Transportation,33771.0,1015.0,2018-07-31,LOGISTICS,NSDL,"July 31, 2018"
Media,31803.0,-285.0,2018-07-31,MEDIA,NSDL,"July 31, 2018"
Metals & Mining,63315.0,-1503.0,2018-07-31,METAL,NSDL,"July 31, 2018"
Pharmaceuticals & Biotechnology,116498.0,-795.0,2018-07-31,PHARMA,NSDL,"July 31, 2018"
Real Estate Investment,0.0,0.0,2018-07-31,REALTY,NSDL,"July 31, 2018"
Realty,26073.0,-32.0,2018-07-31,REALTY,NSDL,"July 31, 2018"
Commercial Services & Supplies,9652.0,-100.0,2018-07-31,SERVICES,NSDL,"July 31, 2018"
Diversified Consumer Services,2630.0,87.0,2018-07-31,SERVICES,NSDL,"July 31, 2018"
"Hotels, Restaurants & Tourism",13938.0,167.0,2018-07-31,SERVICES,NSDL,"July 31, 2018"
Retailing,26664.0,56.0,2018-07-31,SERVICES,NSDL,"July 31, 2018"
Telecom Services,61749.0,-50.0,2018-07-31,TELECOM,NSDL,"July 31, 2018"
Telecommunications Equipment,269.0,-46.0,2018-07-31,TELECOM,NSDL,"July 31, 2018"
"Textiles, Apparels & Accessories",42911.0,-525.0,2018-07-31,TEXTILES,NSDL,"July 31, 2018"
Automobiles & Auto Components,211016.0,-1626.0,2018-08-15,AUTO,NSDL,"August 15, 2018"
Capital Goods,106595.0,769.0,2018-08-15,CAPITAL_GOODS,NSDL,"August 15, 2018"
Consumer Durables,39904.0,343.0,2018-08-15,CAPITAL_GOODS,NSDL,"August 15, 2018"
General Industrials,20705.0,-9.0,2018-08-15,CAPITAL_GOODS,NSDL,"August 15, 2018"
Construction Materials,68627.0,461.0,2018-08-15,CEMENT,NSDL,"August 15, 2018"
Chemicals & Petrochemicals,35233.0,91.0,2018-08-15,CHEMICALS,NSDL,"August 15, 2018"
Forest Materials,1668.0,-6.0,2018-08-15,COMMODITIES,NSDL,"August 15, 2018"
Diversified,2874.0,-64.0,2018-08-15,DIVERSIFIED,NSDL,"August 15, 2018"
Others,69823.0,-386.0,2018-08-15,DIVERSIFIED,NSDL,"August 15, 2018"
Coal,9940.0,296.0,2018-08-15,ENERGY,NSDL,"August 15, 2018"
Oil & Gas,242254.0,-16.0,2018-08-15,ENERGY,NSDL,"August 15, 2018"
Total  Financial Services,1026544.0,3770.0,2018-08-15,FINANCIAL_SERVICES,NSDL,"August 15, 2018"
Insurance,8774.0,285.0,2018-08-15,FINANCIAL_SERVICES,NSDL,"August 15, 2018"
Food & Drugs Retailing,0.0,0.0,2018-08-15,FMCG,NSDL,"August 15, 2018"
"Food, Beverages & Tobacco",111259.0,-139.0,2018-08-15,FMCG,NSDL,"August 15, 2018"
Household & Personal Products,110163.0,295.0,2018-08-15,FMCG,NSDL,"August 15, 2018"
Healthcare Equipment & Supplies,98.0,0.0,2018-08-15,HEALTHCARE,NSDL,"August 15, 2018"
Healthcare Services,14339.0,-25.0,2018-08-15,HEALTHCARE,NSDL,"August 15, 2018"
Utilities,80445.0,1609.0,2018-08-15,INFRASTRUCTURE,NSDL,"August 15, 2018"
Hardware Technology & Equipment,50.0,2.0,2018-08-15,IT,NSDL,"August 15, 2018"
Software & Services,350307.0,780.0,2018-08-15,IT,NSDL,"August 15, 2018"
Transportation,33131.0,-38.0,2018-08-15,LOGISTICS,NSDL,"August 15, 2018"
Media,31285.0,-409.0,2018-08-15,MEDIA,NSDL,"August 15, 2018"
Metals & Mining,63962.0,-1004.0,2018-08-15,METAL,NSDL,"August 15, 2018"
Pharmaceuticals & Biotechnology,119951.0,-167.0,2018-08-15,PHARMA,NSDL,"August 15, 2018"
Real Estate Investment,0.0,0.0,2018-08-15,REALTY,NSDL,"August 15, 2018"
Realty,26343.0,-103.0,2018-08-15,REALTY,NSDL,"August 15, 2018"
Commercial Services & Supplies,9550.0,-194.0,2018-08-15,SERVICES,NSDL,"August 15, 2018"
Diversified Consumer Services,2539.0,15.0,2018-08-15,SERVICES,NSDL,"August 15, 2018"
"Hotels, Restaurants & Tourism",14349.0,228.0,2018-08-15,SERVICES,NSDL,"August 15, 2018"
Retailing,27414.0,-136.0,2018-08-15,SERVICES,NSDL,"August 15, 2018"
Telecom Services,59941.0,61.0,2018-08-15,TELECOM,NSDL,"August 15, 2018"
Telecommunications Equipment,218.0,-93.0,2018-08-15,TELECOM,NSDL,"August 15, 2018"
"Textiles, Apparels & Accessories",45676.0,-98.0,2018-08-15,TEXTILES,NSDL,"August 15, 2018"
Automobiles & Auto Components,211946.0,-624.0,2018-08-31,AUTO,NSDL,"August 31, 2018"
Capital Goods,112811.0,1264.0,2018-08-31,CAPITAL_GOODS,NSDL,"August 31, 2018"
Consumer Durables,39928.0,341.0,2018-08-31,CAPITAL_GOODS,NSDL,"August 31, 2018"
General Industrials,21746.0,167.0,2018-08-31,CAPITAL_GOODS,NSDL,"August 31, 2018"
Construction Materials,72167.0,-336.0,2018-08-31,CEMENT,NSDL,"August 31, 2018"
Chemicals & Petrochemicals,38050.0,-122.0,2018-08-31,CHEMICALS,NSDL,"August 31, 2018"
Forest Materials,1720.0,37.0,2018-08-31,COMMODITIES,NSDL,"August 31, 2018"
Diversified,2925.0,-94.0,2018-08-31,DIVERSIFIED,NSDL,"August 31, 2018"
Others,71088.0,183.0,2018-08-31,DIVERSIFIED,NSDL,"August 31, 2018"
Coal,10296.0,433.0,2018-08-31,ENERGY,NSDL,"August 31, 2018"
Oil & Gas,246370.0,-1041.0,2018-08-31,ENERGY,NSDL,"August 31, 2018"
Total  Financial Services,1021480.0,-1399.0,2018-08-31,FINANCIAL_SERVICES,NSDL,"August 31, 2018"
Insurance,8307.0,35.0,2018-08-31,FINANCIAL_SERVICES,NSDL,"August 31, 2018"
Food & Drugs Retailing,0.0,0.0,2018-08-31,FMCG,NSDL,"August 31, 2018"
"Food, Beverages & Tobacco",116671.0,69.0,2018-08-31,FMCG,NSDL,"August 31, 2018"
Household & Personal Products,114985.0,390.0,2018-08-31,FMCG,NSDL,"August 31, 2018"
Healthcare Equipment & Supplies,93.0,0.0,2018-08-31,HEALTHCARE,NSDL,"August 31, 2018"
Healthcare Services,15093.0,239.0,2018-08-31,HEALTHCARE,NSDL,"August 31, 2018"
Utilities,87130.0,2257.0,2018-08-31,INFRASTRUCTURE,NSDL,"August 31, 2018"
Hardware Technology & Equipment,51.0,9.0,2018-08-31,IT,NSDL,"August 31, 2018"
Software & Services,365634.0,-675.0,2018-08-31,IT,NSDL,"August 31, 2018"
Transportation,32484.0,-312.0,2018-08-31,LOGISTICS,NSDL,"August 31, 2018"
Media,30380.0,-536.0,2018-08-31,MEDIA,NSDL,"August 31, 2018"
Metals & Mining,69256.0,-321.0,2018-08-31,METAL,NSDL,"August 31, 2018"
Pharmaceuticals & Biotechnology,131523.0,1215.0,2018-08-31,PHARMA,NSDL,"August 31, 2018"
Real Estate Investment,0.0,0.0,2018-08-31,REALTY,NSDL,"August 31, 2018"
Realty,26069.0,-270.0,2018-08-31,REALTY,NSDL,"August 31, 2018"
Commercial Services & Supplies,10787.0,175.0,2018-08-31,SERVICES,NSDL,"August 31, 2018"
Diversified Consumer Services,2755.0,196.0,2018-08-31,SERVICES,NSDL,"August 31, 2018"
"Hotels, Restaurants & Tourism",15069.0,269.0,2018-08-31,SERVICES,NSDL,"August 31, 2018"
Retailing,28834.0,-331.0,2018-08-31,SERVICES,NSDL,"August 31, 2018"
Telecom Services,61047.0,348.0,2018-08-31,TELECOM,NSDL,"August 31, 2018"
Telecommunications Equipment,230.0,-43.0,2018-08-31,TELECOM,NSDL,"August 31, 2018"
"Textiles, Apparels & Accessories",46115.0,255.0,2018-08-31,TEXTILES,NSDL,"August 31, 2018"
Automobiles & Auto Components,207213.0,-119.0,2018-09-15,AUTO,NSDL,"September 15, 2018"
Capital Goods,110005.0,163.0,2018-09-15,CAPITAL_GOODS,NSDL,"September 15, 2018"
Consumer Durables,37884.0,-113.0,2018-09-15,CAPITAL_GOODS,NSDL,"September 15, 2018"
General Industrials,21449.0,319.0,2018-09-15,CAPITAL_GOODS,NSDL,"September 15, 2018"
Construction Materials,68874.0,-718.0,2018-09-15,CEMENT,NSDL,"September 15, 2018"
Chemicals & Petrochemicals,38356.0,244.0,2018-09-15,CHEMICALS,NSDL,"September 15, 2018"
Forest Materials,1717.0,58.0,2018-09-15,COMMODITIES,NSDL,"September 15, 2018"
Diversified,2812.0,-45.0,2018-09-15,DIVERSIFIED,NSDL,"September 15, 2018"
Others,68759.0,-903.0,2018-09-15,DIVERSIFIED,NSDL,"September 15, 2018"
Coal,10034.0,201.0,2018-09-15,ENERGY,NSDL,"September 15, 2018"
Oil & Gas,246234.0,-1320.0,2018-09-15,ENERGY,NSDL,"September 15, 2018"
Total  Financial Services,989538.0,-6816.0,2018-09-15,FINANCIAL_SERVICES,NSDL,"September 15, 2018"
Insurance,8562.0,-120.0,2018-09-15,FINANCIAL_SERVICES,NSDL,"September 15, 2018"
Food & Drugs Retailing,0.0,0.0,2018-09-15,FMCG,NSDL,"September 15, 2018"
"Food, Beverages & Tobacco",110698.0,135.0,2018-09-15,FMCG,NSDL,"September 15, 2018"
Household & Personal Products,98163.0,-120.0,2018-09-15,FMCG,NSDL,"September 15, 2018"
Healthcare Equipment & Supplies,95.0,0.0,2018-09-15,HEALTHCARE,NSDL,"September 15, 2018"
Healthcare Services,14529.0,183.0,2018-09-15,HEALTHCARE,NSDL,"September 15, 2018"
Utilities,86074.0,1676.0,2018-09-15,INFRASTRUCTURE,NSDL,"September 15, 2018"
Hardware Technology & Equipment,54.0,14.0,2018-09-15,IT,NSDL,"September 15, 2018"
Software & Services,370268.0,2326.0,2018-09-15,IT,NSDL,"September 15, 2018"
Transportation,31312.0,-561.0,2018-09-15,LOGISTICS,NSDL,"September 15, 2018"
Media,28607.0,-376.0,2018-09-15,MEDIA,NSDL,"September 15, 2018"
Metals & Mining,71065.0,-387.0,2018-09-15,METAL,NSDL,"September 15, 2018"
Pharmaceuticals & Biotechnology,134479.0,949.0,2018-09-15,PHARMA,NSDL,"September 15, 2018"
Real Estate Investment,0.0,0.0,2018-09-15,REALTY,NSDL,"September 15, 2018"
Realty,25227.0,-348.0,2018-09-15,REALTY,NSDL,"September 15, 2018"
Commercial Services & Supplies,9146.0,40.0,2018-09-15,SERVICES,NSDL,"September 15, 2018"
Diversified Consumer Services,2664.0,186.0,2018-09-15,SERVICES,NSDL,"September 15, 2018"
"Hotels, Restaurants & Tourism",13581.0,-23.0,2018-09-15,SERVICES,NSDL,"September 15, 2018"
Retailing,28222.0,-328.0,2018-09-15,SERVICES,NSDL,"September 15, 2018"
Telecom Services,59627.0,28.0,2018-09-15,TELECOM,NSDL,"September 15, 2018"
Telecommunications Equipment,230.0,11.0,2018-09-15,TELECOM,NSDL,"September 15, 2018"
"Textiles, Apparels & Accessories",45036.0,443.0,2018-09-15,TEXTILES,NSDL,"September 15, 2018"
Automobiles & Auto Components,181485.0,-2132.0,2018-09-30,AUTO,NSDL,"September 30, 2018"
Capital Goods,98442.0,-437.0,2018-09-30,CAPITAL_GOODS,NSDL,"September 30, 2018"
Consumer Durables,35837.0,-251.0,2018-09-30,CAPITAL_GOODS,NSDL,"September 30, 2018"
General Industrials,18871.0,84.0,2018-09-30,CAPITAL_GOODS,NSDL,"September 30, 2018"
Construction Materials,65453.0,-650.0,2018-09-30,CEMENT,NSDL,"September 30, 2018"
Chemicals & Petrochemicals,34679.0,212.0,2018-09-30,CHEMICALS,NSDL,"September 30, 2018"
Forest Materials,1463.0,9.0,2018-09-30,COMMODITIES,NSDL,"September 30, 2018"
Diversified,2562.0,2.0,2018-09-30,DIVERSIFIED,NSDL,"September 30, 2018"
Others,62557.0,-298.0,2018-09-30,DIVERSIFIED,NSDL,"September 30, 2018"
Coal,9553.0,-18.0,2018-09-30,ENERGY,NSDL,"September 30, 2018"
Oil & Gas,246868.0,-101.0,2018-09-30,ENERGY,NSDL,"September 30, 2018"
Total  Financial Services,886764.0,-6378.0,2018-09-30,FINANCIAL_SERVICES,NSDL,"September 30, 2018"
Insurance,7371.0,-64.0,2018-09-30,FINANCIAL_SERVICES,NSDL,"September 30, 2018"
Food & Drugs Retailing,0.0,0.0,2018-09-30,FMCG,NSDL,"September 30, 2018"
"Food, Beverages & Tobacco",105684.0,-1.0,2018-09-30,FMCG,NSDL,"September 30, 2018"
Household & Personal Products,100722.0,-191.0,2018-09-30,FMCG,NSDL,"September 30, 2018"
