rank,symbol,sector,close,conviction,tier,supporting_evidence,primary_risk,bull_run_score,ml_bull_run_score,prox_52w_high_pct,trend_signal,adv_20d_cr,regime,as_of_date
792,SBFC,FINANCIAL_SERVICES,93.95,47.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.9,55.4,-23.6,DOWNTREND,12.57,NEUTRAL,2026-08-18
793,SAGILITY,IT,42.4,47.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.6,57.0,-26.8,DOWNTREND,120.84,NEUTRAL,2026-08-18
794,RELAXO,FMCG,391.2,47.3,WATCH,uptrend,none flagged -- normal market risk applies,46.4,60.1,-25.6,UPTREND,19.63,NEUTRAL,2026-08-18
795,LICI,FINANCIAL_SERVICES,410.0,47.2,WATCH,broad composite strength only,none flagged -- normal market risk applies,40.4,43.5,-12.5,DOWNTREND,684.87,NEUTRAL,2026-08-18
796,CLEAN,CHEMICALS,840.0,47.2,WATCH,strong uptrend,none flagged -- normal market risk applies,42.7,59.9,-31.0,STRONG_UPTREND,46.64,NEUTRAL,2026-08-18
797,DVL,DIVERSIFIED,265.92,47.1,WATCH,strong uptrend,thin liquidity -- use TWAP slices,44.1,59.8,-30.1,STRONG_UPTREND,1.23,NEUTRAL,2026-08-18
798,CHALET,HOSPITALITY,844.7,47.1,WATCH,strong uptrend,none flagged -- normal market risk applies,41.8,54.0,-21.1,STRONG_UPTREND,8.64,NEUTRAL,2026-08-18
799,AARTIDRUGS,PHARMA,410.75,47.0,WATCH,uptrend,none flagged -- normal market risk applies,41.1,59.0,-23.2,UPTREND,9.32,NEUTRAL,2026-08-18
800,IVALUE,IT,279.1,46.9,WATCH,uptrend; volatility squeeze (breakout setup),none flagged -- normal market risk applies,42.4,50.2,-17.9,UPTREND,8.18,NEUTRAL,2026-08-18
801,AIAENG,CAPITAL_GOODS,4383.6,46.9,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.2,58.6,-15.4,CONSOLIDATING,27.06,NEUTRAL,2026-08-18
802,POKARNA,REALTY,937.8,46.8,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,43.5,59.2,-18.2,CONSOLIDATING,9.55,NEUTRAL,2026-08-18
803,TATACONSUM,FMCG,1072.6,46.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,40.8,48.3,-16.4,DOWNTREND,162.19,NEUTRAL,2026-08-18
804,WPIL,CAPITAL_GOODS,433.9,46.8,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,42.4,58.8,-15.0,INSUFFICIENT_DATA,2.95,NEUTRAL,2026-08-18
805,ORIENTHOT,HOSPITALITY,122.35,46.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.2,57.1,-18.2,CONSOLIDATING,7.5,NEUTRAL,2026-08-18
806,PSPPROJECT,INFRASTRUCTURE,947.0,46.7,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.9,58.0,-17.2,CONSOLIDATING,10.81,NEUTRAL,2026-08-18
807,GOODYEAR,AUTO,765.35,46.7,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,41.5,48.7,-12.6,INSUFFICIENT_DATA,1.75,NEUTRAL,2026-08-18
808,INDIQUBE,REALTY,178.63,46.6,WATCH,strong uptrend,thin liquidity -- use TWAP slices,44.8,59.8,-26.7,STRONG_UPTREND,1.48,NEUTRAL,2026-08-18
809,TEJASNET,TELECOM,522.85,46.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.3,57.1,-18.9,CONSOLIDATING,82.89,NEUTRAL,2026-08-18
810,GREENPLY,REALTY,286.3,46.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.1,49.6,-14.4,CONSOLIDATING,7.33,NEUTRAL,2026-08-18
811,RANEHOLDIN,FINANCIAL_SERVICES,1600.9,46.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.4,58.5,-15.5,CONSOLIDATING,3.9,NEUTRAL,2026-08-18
812,STLNETWORK,OTHER,25.37,46.4,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,40.8,54.9,-28.3,INSUFFICIENT_DATA,11.31,NEUTRAL,2026-08-18
813,SUDARSCHEM,CHEMICALS,1092.9,46.4,WATCH,strong uptrend,none flagged -- normal market risk applies,40.9,59.8,-31.8,STRONG_UPTREND,50.98,NEUTRAL,2026-08-18
814,CPPLUS,CAPITAL_GOODS,3343.1,46.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.0,60.0,-18.3,CONSOLIDATING,73.77,NEUTRAL,2026-08-18
815,SANSTAR,AGRICULTURE,109.19,46.2,WATCH,broad composite strength only,none flagged -- normal market risk applies,45.6,59.8,-20.6,CONSOLIDATING,3.61,NEUTRAL,2026-08-18
816,SATIN,FINANCIAL_SERVICES,228.73,46.2,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.8,58.9,-16.6,CONSOLIDATING,13.8,NEUTRAL,2026-08-18
817,BLACKBUCK,LOGISTICS,569.5,46.2,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.5,56.7,-23.9,DOWNTREND,22.67,NEUTRAL,2026-08-18
818,SCI,FINANCIAL_SERVICES,286.4,46.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.4,58.3,-22.3,CONSOLIDATING,85.89,NEUTRAL,2026-08-18
819,CENTUM,CAPITAL_GOODS,3362.6,46.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.6,58.9,-15.3,CONSOLIDATING,15.65,NEUTRAL,2026-08-18
820,HERITGFOOD,FMCG,363.65,46.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,41.3,59.5,-32.7,DOWNTREND,11.98,NEUTRAL,2026-08-18
821,ADVAIT,CAPITAL_GOODS,2079.2,46.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.2,59.3,-16.3,INSUFFICIENT_DATA,11.49,NEUTRAL,2026-08-18
822,NTPC,POWER,337.0,46.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.0,49.0,-18.7,DOWNTREND,308.04,NEUTRAL,2026-08-18
823,DELHIVERY,LOGISTICS,456.0,46.0,WATCH,volatility squeeze (breakout setup),ML model disagrees,41.3,39.3,-13.0,CONSOLIDATING,182.56,NEUTRAL,2026-08-18
824,RELTD,CAPITAL_GOODS,159.87,46.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,40.7,54.7,-18.6,CONSOLIDATING,3.22,NEUTRAL,2026-08-18
825,OMPOWER,INFRASTRUCTURE,167.96,46.0,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,43.4,55.6,-16.8,INSUFFICIENT_DATA,2.0,NEUTRAL,2026-08-18
826,SESHAPAPER,CHEMICALS,227.28,45.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,41.9,56.8,-22.5,DOWNTREND,6.49,NEUTRAL,2026-08-18
827,GRSE,DEFENCE,2600.1,45.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.0,58.8,-22.1,CONSOLIDATING,121.36,NEUTRAL,2026-08-18
828,ABBOTINDIA,PHARMA,26905.0,45.7,WATCH,broad composite strength only,none flagged -- normal market risk applies,40.1,58.0,-17.9,DOWNTREND,29.57,NEUTRAL,2026-08-18
829,RADHIKAJWE,FMCG,67.9,45.7,WATCH,uptrend,none flagged -- normal market risk applies,40.9,55.6,-31.9,UPTREND,12.07,NEUTRAL,2026-08-18
830,PRAVEG,HOSPITALITY,258.9,45.7,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,42.2,56.6,-20.3,INSUFFICIENT_DATA,2.72,NEUTRAL,2026-08-18
831,KOTHARIPET,CHEMICALS,133.91,45.6,WATCH,uptrend,thin liquidity -- use TWAP slices,41.1,56.8,-23.0,UPTREND,2.05,NEUTRAL,2026-08-18
832,LTTS,IT,3528.5,45.6,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,42.1,56.7,-25.3,DOWNTREND,36.81,NEUTRAL,2026-08-18
833,BORORENEW,CAPITAL_GOODS,569.9,45.6,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,42.6,58.4,-21.0,CONSOLIDATING,24.36,NEUTRAL,2026-08-18
834,TRENT,RETAIL,2946.0,45.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.6,58.5,-22.1,CONSOLIDATING,319.06,NEUTRAL,2026-08-18
835,SIYSIL,TEXTILES,632.6,45.6,WATCH,strong uptrend,none flagged -- normal market risk applies,46.1,60.5,-25.5,STRONG_UPTREND,3.25,NEUTRAL,2026-08-18
836,COCHINSHIP,DEFENCE,1457.8,45.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.2,58.4,-26.4,DOWNTREND,154.63,NEUTRAL,2026-08-18
837,SAMMAANCAP,FINANCIAL_SERVICES,153.33,45.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.0,59.0,-20.5,DOWNTREND,107.54,NEUTRAL,2026-08-18
838,SHK,CHEMICALS,164.25,45.5,WATCH,strong uptrend,35%+ below its 52w high -- long repair needed,39.6,54.9,-40.4,STRONG_UPTREND,29.69,NEUTRAL,2026-08-18
839,GANECOS,TEXTILES,1101.2,45.4,WATCH,uptrend,none flagged -- normal market risk applies,39.5,48.4,-21.1,UPTREND,16.36,NEUTRAL,2026-08-18
840,RML,AUTO,1084.7,45.4,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,41.6,57.1,-18.1,CONSOLIDATING,7.0,NEUTRAL,2026-08-18
841,CEMPRO,INFRASTRUCTURE,1321.8,45.4,WATCH,broad composite strength only,none flagged -- normal market risk applies,41.2,52.2,-19.8,CONSOLIDATING,86.11,NEUTRAL,2026-08-18
842,NOCIL,CHEMICALS,163.71,45.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,39.8,57.2,-20.0,CONSOLIDATING,17.64,NEUTRAL,2026-08-18
843,MAHSCOOTER,FINANCIAL_SERVICES,13449.0,45.3,WATCH,strong uptrend,none flagged -- normal market risk applies,43.7,60.0,-27.4,STRONG_UPTREND,6.91,NEUTRAL,2026-08-18
844,CERA,REALTY,5787.0,45.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.6,53.4,-14.1,CONSOLIDATING,7.59,NEUTRAL,2026-08-18
845,RAMCOCEM,CEMENT,922.6,45.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,41.6,56.3,-24.0,DOWNTREND,22.46,NEUTRAL,2026-08-18
846,FORTIS,HEALTHCARE,908.75,45.2,WATCH,broad composite strength only,none flagged -- normal market risk applies,40.3,52.0,-17.7,DOWNTREND,129.85,NEUTRAL,2026-08-18
847,HDFCAMC,FINANCIAL_SERVICES,2523.0,45.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.9,42.6,-15.0,DOWNTREND,181.23,NEUTRAL,2026-08-18
848,KSL,METAL,829.8,45.1,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,41.1,54.6,-15.6,CONSOLIDATING,2.65,NEUTRAL,2026-08-18
849,SIMPLEXINF,INFRASTRUCTURE,251.31,45.1,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,44.4,59.7,-23.8,CONSOLIDATING,2.57,NEUTRAL,2026-08-18
850,CMPDI,INFRASTRUCTURE,235.18,45.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,39.9,53.5,-17.1,INSUFFICIENT_DATA,52.87,NEUTRAL,2026-08-18
851,KIRLFER,METAL,433.2,45.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,40.8,55.3,-15.6,INSUFFICIENT_DATA,5.9,NEUTRAL,2026-08-18
852,ROTO,CAPITAL_GOODS,65.68,44.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.3,57.5,-23.2,CONSOLIDATING,3.54,NEUTRAL,2026-08-18
853,HINDOILEXP,ENERGY,154.89,44.7,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.0,50.6,-17.9,CONSOLIDATING,8.02,NEUTRAL,2026-08-18
854,KAMAHOLD,FINANCIAL_SERVICES,2456.4,44.6,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,43.5,38.8,-11.8,INSUFFICIENT_DATA,1.5,NEUTRAL,2026-08-18
855,SPLPETRO,CHEMICALS,723.45,44.6,WATCH,strong uptrend,none flagged -- normal market risk applies,42.1,59.8,-26.1,STRONG_UPTREND,16.89,NEUTRAL,2026-08-18
856,CAPILLARY,IT,525.55,44.4,WATCH,broad composite strength only,none flagged -- normal market risk applies,41.1,61.8,-34.2,INSUFFICIENT_DATA,86.72,NEUTRAL,2026-08-18
857,CHOLAHLDNG,FINANCIAL_SERVICES,1576.4,44.4,WATCH,broad composite strength only,none flagged -- normal market risk applies,40.9,55.8,-23.6,DOWNTREND,37.04,NEUTRAL,2026-08-18
858,MUKANDLTD,METAL,135.27,44.4,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,43.1,25.5,-12.3,CONSOLIDATING,2.41,NEUTRAL,2026-08-18
859,BLUEDART,LOGISTICS,5125.0,44.4,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.0,59.5,-27.2,DOWNTREND,26.03,NEUTRAL,2026-08-18
860,LAOPALA,FMCG,191.22,44.4,WATCH,strong uptrend,none flagged -- normal market risk applies,41.9,51.2,-27.0,STRONG_UPTREND,11.58,NEUTRAL,2026-08-18
861,NORTHARC,FINANCIAL_SERVICES,278.7,44.4,WATCH,broad composite strength only,none flagged -- normal market risk applies,41.5,50.8,-16.6,CONSOLIDATING,21.15,NEUTRAL,2026-08-18
862,NPST,IT,1622.8,44.3,WATCH,strong uptrend,none flagged -- normal market risk applies,42.0,59.2,-27.4,STRONG_UPTREND,6.95,NEUTRAL,2026-08-18
863,KANSAINER,CHEMICALS,205.8,44.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,40.5,51.0,-22.0,DOWNTREND,8.23,NEUTRAL,2026-08-18
864,HDBFS,FINANCIAL_SERVICES,683.9,44.2,WATCH,broad composite strength only,ML model disagrees,40.8,37.7,-14.6,DOWNTREND,28.69,NEUTRAL,2026-08-18
865,BATAINDIA,FMCG,758.1,44.2,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,39.1,58.9,-40.9,DOWNTREND,50.76,NEUTRAL,2026-08-18
866,FINKURVE,FINANCIAL_SERVICES,72.93,44.2,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,41.3,59.0,-45.9,DOWNTREND,1.1,NEUTRAL,2026-08-18
867,CENTURYPLY,REALTY,750.7,44.2,WATCH,broad composite strength only,ML model disagrees,43.2,25.7,-12.6,DOWNTREND,6.98,NEUTRAL,2026-08-18
868,IFBIND,FMCG,1386.0,44.1,WATCH,strong uptrend,none flagged -- normal market risk applies,42.9,60.0,-31.4,STRONG_UPTREND,10.49,NEUTRAL,2026-08-18
869,BRIGADE,HOSPITALITY,593.7,44.1,WATCH,strong uptrend,ML model disagrees,44.0,36.6,-26.0,STRONG_UPTREND,25.22,NEUTRAL,2026-08-18
870,PCBL,CHEMICALS,315.45,44.0,WATCH,uptrend,none flagged -- normal market risk applies,38.7,57.4,-25.9,UPTREND,106.65,NEUTRAL,2026-08-18
871,SAIPARENT,PHARMA,551.95,44.0,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,43.2,58.4,-21.8,INSUFFICIENT_DATA,7.17,NEUTRAL,2026-08-18
872,NGLFINE,PHARMA,2908.4,43.9,WATCH,broad composite strength only,none flagged -- normal market risk applies,46.1,60.2,-19.3,CONSOLIDATING,3.05,NEUTRAL,2026-08-18
873,JAMNAAUTO,AUTO,123.33,43.9,WATCH,broad composite strength only,none flagged -- normal market risk applies,41.7,49.0,-19.2,DOWNTREND,35.09,NEUTRAL,2026-08-18
874,KIRLOSENG,CAPITAL_GOODS,2101.6,43.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.0,59.5,-22.7,CONSOLIDATING,97.5,NEUTRAL,2026-08-18
875,AMBIKCO,TEXTILES,1615.9,43.7,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.1,49.8,-16.3,CONSOLIDATING,4.49,NEUTRAL,2026-08-18
876,TIMETECHNO,CAPITAL_GOODS,189.61,43.7,WATCH,broad composite strength only,none flagged -- normal market risk applies,40.7,52.1,-23.9,CONSOLIDATING,70.88,NEUTRAL,2026-08-18
877,JUSTDIAL,RETAIL,680.3,43.6,WATCH,uptrend,ML model disagrees,39.8,35.3,-22.6,UPTREND,33.69,NEUTRAL,2026-08-18
878,FSL,IT,267.75,43.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,40.3,48.4,-29.5,DOWNTREND,171.64,NEUTRAL,2026-08-18
879,SIGACHI,OTHER,26.35,43.5,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,35.0,49.0,-43.6,INSUFFICIENT_DATA,9.15,NEUTRAL,2026-08-18
880,EXICOM,CAPITAL_GOODS,148.32,43.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.9,50.2,-18.9,CONSOLIDATING,23.78,NEUTRAL,2026-08-18
881,NH,HEALTHCARE,1828.5,43.4,WATCH,broad composite strength only,ML model disagrees,41.5,32.1,-12.6,DOWNTREND,68.91,NEUTRAL,2026-08-18
882,KAMATHOTEL,HOSPITALITY,194.64,43.4,WATCH,strong uptrend,35%+ below its 52w high -- long repair needed,41.6,58.6,-41.0,STRONG_UPTREND,1.06,NEUTRAL,2026-08-18
883,EVEREADY,FMCG,352.9,43.4,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,40.6,59.8,-25.7,CONSOLIDATING,4.44,NEUTRAL,2026-08-18
884,ASAL,AUTO,505.95,43.4,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,42.2,57.5,-22.7,CONSOLIDATING,1.62,NEUTRAL,2026-08-18
885,ALLDIGI,IT,809.25,43.3,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,42.8,44.4,-19.1,DOWNTREND,1.5,NEUTRAL,2026-08-18
886,JAGRAN,MEDIA,61.92,43.3,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,40.7,51.6,-21.5,DOWNTREND,1.42,NEUTRAL,2026-08-18
887,DALBHARAT,FMCG,1844.0,43.3,WATCH,volatility squeeze (breakout setup),none flagged -- normal market risk applies,41.2,47.6,-26.1,DOWNTREND,36.86,NEUTRAL,2026-08-18
888,ELLEN,AUTO,328.3,43.2,WATCH,strong uptrend,35%+ below its 52w high -- long repair needed,40.7,44.3,-41.4,STRONG_UPTREND,27.51,NEUTRAL,2026-08-18
889,MUTHOOTMF,FINANCIAL_SERVICES,208.12,43.2,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.0,54.2,-20.8,CONSOLIDATING,16.18,NEUTRAL,2026-08-18
890,NSLNISP,METAL,41.76,43.2,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.2,51.8,-22.3,DOWNTREND,17.5,NEUTRAL,2026-08-18
891,MANAKCOAT,METAL,121.88,43.1,WATCH,strong uptrend,none flagged -- normal market risk applies,38.4,59.2,-33.3,STRONG_UPTREND,5.46,NEUTRAL,2026-08-18
892,MAXHEALTH,HEALTHCARE,1003.7,43.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,38.8,49.2,-17.9,DOWNTREND,188.01,NEUTRAL,2026-08-18
893,DODLA,FMCG,1099.5,43.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,41.6,56.4,-26.7,DOWNTREND,3.58,NEUTRAL,2026-08-18
894,UCOBANK,BANKING,26.11,43.1,WATCH,broad composite strength only,ML model disagrees,41.6,38.4,-23.6,DOWNTREND,12.15,NEUTRAL,2026-08-18
895,PARADEEP,CHEMICALS,146.66,43.1,WATCH,strong uptrend,35%+ below its 52w high -- long repair needed,39.0,54.5,-36.5,STRONG_UPTREND,190.63,NEUTRAL,2026-08-18
896,INDIANHUME,CAPITAL_GOODS,362.55,43.0,WATCH,uptrend,thin liquidity -- use TWAP slices,41.3,28.6,-16.1,UPTREND,2.07,NEUTRAL,2026-08-18
897,JASH,CAPITAL_GOODS,480.5,43.0,WATCH,broad composite strength only,none flagged -- normal market risk applies,43.1,40.9,-16.1,CONSOLIDATING,5.48,NEUTRAL,2026-08-18
898,LINDEINDIA,CHEMICALS,6732.0,42.9,WATCH,broad composite strength only,none flagged -- normal market risk applies,39.7,50.7,-16.4,CONSOLIDATING,18.86,NEUTRAL,2026-08-18
899,CRAMC,FINANCIAL_SERVICES,253.95,42.9,WATCH,broad composite strength only,none flagged -- normal market risk applies,39.8,55.7,-28.1,DOWNTREND,50.16,NEUTRAL,2026-08-18
900,RPSGVENT,IT,887.25,42.9,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,41.8,59.2,-24.8,CONSOLIDATING,2.82,NEUTRAL,2026-08-18
901,VINCOFE,FMCG,146.28,42.9,WATCH,broad composite strength only,none flagged -- normal market risk applies,40.5,43.1,-18.7,DOWNTREND,32.53,NEUTRAL,2026-08-18
902,PUNJABCHEM,CHEMICALS,1127.3,42.8,WATCH,uptrend,thin liquidity -- use TWAP slices,38.6,58.1,-26.5,UPTREND,2.32,NEUTRAL,2026-08-18
903,MOLDTKPAC,CHEMICALS,680.15,42.7,WATCH,broad composite strength only,none flagged -- normal market risk applies,38.9,56.5,-21.9,CONSOLIDATING,8.24,NEUTRAL,2026-08-18
904,ASIANHOTNR,HOSPITALITY,300.0,42.7,WATCH,volatility squeeze (breakout setup),thin liquidity -- use TWAP slices,42.5,58.2,-25.5,DOWNTREND,2.52,NEUTRAL,2026-08-18
905,TATACOMM,CHEMICALS,1711.9,42.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,39.8,57.3,-18.9,DOWNTREND,56.72,NEUTRAL,2026-08-18
906,IFGLEXPOR,CAPITAL_GOODS,218.97,42.6,WATCH,strong uptrend,35%+ below its 52w high -- long repair needed,39.2,59.8,-35.2,STRONG_UPTREND,1.44,NEUTRAL,2026-08-18
907,DHARMAJ,CHEMICALS,269.25,42.6,WATCH,strong uptrend,thin liquidity -- use TWAP slices,42.0,59.8,-28.4,STRONG_UPTREND,2.15,NEUTRAL,2026-08-18
908,FEDDERSHOL,FINANCIAL_SERVICES,40.1,42.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,39.2,58.5,-25.0,INSUFFICIENT_DATA,10.59,NEUTRAL,2026-08-18
909,CLEANMAX,POWER,1239.9,42.6,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.0,56.0,-19.3,INSUFFICIENT_DATA,22.45,NEUTRAL,2026-08-18
910,NIBE,DEFENCE,1439.0,42.5,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.7,59.9,-22.1,CONSOLIDATING,8.92,NEUTRAL,2026-08-18
911,ADANIGREEN,POWER,1327.6,42.4,WATCH,broad composite strength only,none flagged -- normal market risk applies,39.8,53.6,-18.6,CONSOLIDATING,295.8,NEUTRAL,2026-08-18
912,COALINDIA,ENERGY,408.45,42.3,WATCH,broad composite strength only,ML model disagrees,41.6,33.1,-16.8,DOWNTREND,283.38,NEUTRAL,2026-08-18
913,ABSLAMC,RETAIL,1019.0,42.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,40.5,44.9,-16.8,CONSOLIDATING,33.01,NEUTRAL,2026-08-18
914,MAYURUNIQ,TEXTILES,732.2,42.3,WATCH,broad composite strength only,none flagged -- normal market risk applies,44.0,54.8,-19.3,CONSOLIDATING,8.43,NEUTRAL,2026-08-18
915,GALAPREC,CAPITAL_GOODS,1018.0,42.2,WATCH,broad composite strength only,none flagged -- normal market risk applies,42.6,56.2,-19.2,CONSOLIDATING,5.09,NEUTRAL,2026-08-18
916,GPTINFRA,INFRASTRUCTURE,115.06,42.2,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,41.6,58.9,-23.3,CONSOLIDATING,1.47,NEUTRAL,2026-08-18
917,IFBAGRO,OTHER,1038.15,42.2,WATCH,broad composite strength only,35%+ below its 52w high -- long repair needed,38.4,53.5,-42.0,INSUFFICIENT_DATA,7.63,NEUTRAL,2026-08-18
918,BSOFT,IT,310.8,42.2,WATCH,broad composite strength only,none flagged -- normal market risk applies,40.4,50.2,-34.4,DOWNTREND,59.24,NEUTRAL,2026-08-18
919,WHEELS,AUTO,1417.5,42.1,WATCH,broad composite strength only,none flagged -- normal market risk applies,41.5,58.8,-21.6,CONSOLIDATING,12.09,NEUTRAL,2026-08-18
920,TCIEXP,LOGISTICS,566.75,41.9,WATCH,strong uptrend,none flagged -- normal market risk applies,39.3,47.9,-27.3,STRONG_UPTREND,7.31,NEUTRAL,2026-08-18
921,GVT&D,CAPITAL_GOODS,4290.0,41.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,39.4,59.7,-24.1,CONSOLIDATING,455.36,NEUTRAL,2026-08-18
922,MANGLMCEM,CEMENT,872.55,41.8,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,41.6,35.9,-14.7,CONSOLIDATING,2.7,NEUTRAL,2026-08-18
923,SFL,REALTY,675.1,41.8,WATCH,broad composite strength only,none flagged -- normal market risk applies,40.3,51.0,-18.9,CONSOLIDATING,22.27,NEUTRAL,2026-08-18
924,EIDPARRY,FMCG,792.05,41.7,WATCH,institutional buying (deals),ML model disagrees,48.2,20.2,-32.6,DOWNTREND,28.51,NEUTRAL,2026-08-18
925,SUZLON,CAPITAL_GOODS,49.0,41.7,WATCH,broad composite strength only,none flagged -- normal market risk applies,39.6,48.7,-20.3,DOWNTREND,331.07,NEUTRAL,2026-08-18
926,BALAJITELE,MEDIA,92.72,41.7,WATCH,broad composite strength only,thin liquidity -- use TWAP slices,40.7,49.9,-34.4,DOWNTREND,2.54,NEUTRAL,2026-08-18
