symbol,close,atr_14,mp_pp,mp_r1,mp_r2,mp_r3,mp_s1,mp_s2,mp_s3,wp_pp,wp_r1,wp_r2,wp_s1,wp_s2,fib_786,fib_618,fib_500,fib_382,fib_236,swing_high_1,swing_high_2,swing_low_1,swing_low_2,vol_poc,prev_week_h,prev_week_l,prev_month_h,prev_month_l,round_res,round_sup,stop_1atr,stop_2atr,target_1atr,target_2atr,conf_res_1,conf_res_1_score,conf_res_1_tags,conf_res_2,conf_res_2_score,conf_res_2_tags,conf_sup_1,conf_sup_1_score,conf_sup_1_tags,conf_sup_2,conf_sup_2_score,conf_sup_2_tags,entry_zone_low,entry_zone_high,stop_loss,as_of_date
MARSHALL,24.15,2.04,32.92,36.51,42.09,45.68,27.34,23.75,18.17,30.31,31.42,32.85,28.88,27.77,33.8,41.97,47.7,53.43,60.53,72.0,70.2,23.4,25.3,39.04,31.74,29.2,38.49,29.32,25.0,20.0,22.11,20.06,26.19,28.24,29.13,4,W-S1|Prev-Wk Lo|Prev-Mo Lo,25.15,3,Round|Swing Lo,23.52,6,Swing Lo|52W Low|M-S2,20.0,1,Round,23.13,24.76,23.17,2024-11-15
MARSONS,113.28,6.74,152.55,165.88,188.73,202.06,129.7,116.37,93.52,115.33,120.11,127.78,107.66,102.88,123.41,134.52,142.32,150.13,159.79,175.4,173.0,109.25,120.0,126.35,123.0,110.55,175.4,139.22,125.0,100.0,106.54,99.79,120.02,126.77,120.02,5,20 DMA|Swing Lo|W-R1,115.85,4,W-Pivot|M-S2,108.72,6,W-S1|Swing Lo|52W Low,110.55,1,Prev-Wk Lo,109.91,115.3,107.09,2026-06-30
MARUTI,14115.0,339.43,13285.33,13817.67,14508.33,15040.67,12594.67,12062.33,11371.67,13621.0,14041.0,14337.0,13325.0,12905.0,13307.17,14175.56,14785.5,15395.44,16150.12,17370.0,16660.0,12201.0,12225.0,13215.33,13917.0,13201.0,13976.0,12753.0,14500.0,14000.0,13775.57,13436.14,14454.43,14793.86,14773.94,5,200 DMA|Fib 50%,14256.28,4,Fib 61.8%|W-R2,13283.25,12,Prev-Wk Lo|Vol POC|M-Pivot|50 DMA|Fib 78.6%|W-S1|20 DMA,13895.44,10,W-Pivot|M-R1|Prev-Wk Hi|Prev-Mo Hi|Round|W-R1,13945.29,14216.83,13436.14,2026-06-30
MARUTIORGN,40.75,3.27,48.7,60.9,67.15,79.35,42.45,30.25,24.0,53.03,55.52,60.48,48.07,45.58,47.27,59.26,67.67,76.09,86.51,58.0,48.2,32.0,32.5,56.11,58.0,50.55,54.95,36.5,45.0,40.0,37.48,34.21,44.02,47.29,48.32,7,W-S1|Swing Hi|M-Pivot,42.45,3,M-S1,32.0,4,Swing Lo|52W Low,32.5,2,Swing Lo,39.11,41.73,34.21,1996-07-09
MASCOT,163.3,11.85,148.65,197.3,225.65,274.3,120.3,71.65,43.3,148.95,191.75,219.8,120.9,78.1,99.66,116.19,127.8,139.41,153.78,173.7,169.9,78.6,91.0,167.98,177.0,106.15,177.0,100.0,175.0,150.0,151.45,139.61,175.15,186.99,168.94,5,Vol POC|Swing Hi,177.0,4,52W High|Prev-Mo Hi|Prev-Wk Hi,149.2,6,M-Pivot|W-Pivot|Round,139.41,2,Fib 38.2%,157.38,166.85,146.96,2003-08-06
MASFIN,309.6,9.27,322.67,345.13,381.32,403.78,286.48,264.02,227.83,314.13,321.52,331.08,304.57,297.18,294.79,308.48,318.1,327.72,339.62,358.85,352.8,277.35,288.7,337.07,323.7,306.75,358.85,300.2,325.0,300.0,300.33,291.06,318.87,328.14,324.12,9,W-R1|M-Pivot|Prev-Wk Hi|Round|Fib 38.2%,315.76,8,200 DMA|W-Pivot|50 DMA|Fib 50%,307.02,7,W-S1|Prev-Wk Lo|20 DMA|Fib 61.8%,287.59,5,M-S1|Swing Lo,304.96,312.38,302.41,2026-06-30
MASILVER,74.25,0.89,72.4,77.19,80.8,85.59,68.79,64.0,60.39,72.57,74.53,75.75,71.35,69.39,69.33,71.14,72.42,73.7,75.28,76.0,,67.01,69.6,68.9,73.79,70.61,76.0,67.6,80.0,70.0,73.36,72.47,75.14,76.03,75.51,7,W-R1|Fib 23.6%|W-R2|Swing Hi|Prev-Mo Hi,77.51,5,M-R1|52W High,69.33,11,M-S1|Vol POC|Fib 78.6%|W-S2|Swing Lo|Round,72.46,7,M-Pivot|Fib 50%|W-Pivot,73.81,74.52,72.47,2023-08-31
MASKINVEST,159.7,12.1,131.6,148.26,175.16,191.82,104.7,88.04,61.14,170.96,207.98,230.65,148.29,111.27,143.01,165.04,180.51,195.99,215.14,246.09,185.0,61.45,70.35,183.12,193.64,133.95,158.5,114.94,175.0,150.0,147.6,135.51,171.8,183.89,181.81,5,Fib 50%|Vol POC,165.04,3,Fib 61.8%,148.85,6,M-R1|W-S1|Round,142.06,2,20 DMA|Fib 78.6%,153.65,163.33,146.62,2026-04-29
MASPTOP50,75.75,0.89,80.49,83.9,86.19,89.6,78.2,74.79,72.5,77.1,77.68,78.86,75.92,75.34,61.35,65.93,69.15,72.37,76.35,82.78,82.53,57.06,62.42,68.55,78.27,76.51,82.78,77.08,80.0,70.0,74.86,73.97,76.64,77.53,82.95,10,Swing Hi|Swing Hi|52W High|Prev-Mo Hi|M-R1,76.77,9,W-S1|Fib 23.6%|Prev-Wk Lo|Prev-Mo Lo|W-Pivot|W-R1,72.43,6,Fib 38.2%|200 DMA|M-S3,68.85,5,Vol POC|Fib 50%,75.3,76.02,73.97,2026-06-30
MASTEK,1596.2,48.41,1617.67,1728.33,1829.67,1940.33,1516.33,1405.67,1304.33,1593.87,1617.63,1660.07,1551.43,1527.67,1651.73,1901.01,2076.1,2251.19,2467.82,2818.0,2625.0,1334.2,1507.0,1684.55,1636.3,1570.1,1719.0,1507.0,1600.0,1500.0,1547.79,1499.39,1644.61,1693.01,1618.29,8,Round|W-R1|M-Pivot|20 DMA|Prev-Wk Hi,1723.66,4,Prev-Mo Hi|M-R1,1511.6,8,Round|Swing Lo|Prev-Mo Lo|M-S1|W-S2,1334.2,4,Swing Lo|52W Low,1572.0,1610.72,1499.39,2026-06-30
MASTERSHAR,12.95,0.22,12.42,13.28,13.77,14.63,11.93,11.07,10.58,12.72,12.93,13.12,12.53,12.32,9.78,10.47,10.95,11.43,12.03,12.7,11.35,8.9,8.95,10.55,12.9,12.5,12.9,11.55,15.0,10.0,12.73,12.51,13.17,13.39,13.06,3,52W High|W-R2,13.28,3,M-R1,12.44,7,W-S2|M-Pivot|Prev-Wk Lo|W-S1,12.8,6,Swing Hi|W-Pivot|Prev-Mo Hi|Prev-Wk Hi,12.84,13.02,12.51,2003-08-04
MASTERTR,75.29,3.46,85.86,93.22,105.35,112.71,73.73,66.37,54.24,77.77,80.08,83.96,73.89,71.58,80.17,99.46,113.01,126.56,143.32,170.42,169.0,55.6,69.91,84.68,81.64,75.45,97.99,78.5,80.0,70.0,71.83,68.37,78.75,82.21,78.45,4,W-Pivot|Prev-Mo Lo|20 DMA,80.08,4,Round|W-R1|Fib 78.6%,73.81,5,M-S1|W-S1,69.95,3,Swing Lo|Round,73.56,76.33,72.7,2026-06-30
MASTGAIN92,11.4,1.02,12.98,15.17,18.03,20.22,10.12,7.93,5.07,12.98,15.17,18.03,10.12,7.93,10.83,12.1,13.0,13.9,15.01,16.8,15.85,9.2,9.4,13.24,15.85,10.8,15.85,10.8,15.0,10.0,10.38,9.36,12.42,13.44,12.99,7,M-Pivot|W-Pivot|Fib 50%,12.1,3,Fib 61.8%,10.08,6,Round|M-S1|W-S1,9.2,4,Swing Lo|52W Low,10.89,11.71,9.93,2000-04-04
MASTGROW93,22.4,0.84,20.1,21.15,22.05,23.1,19.2,18.15,17.25,22.1,22.85,23.75,21.2,20.45,13.17,15.28,16.75,18.23,20.05,22.0,21.0,10.5,10.85,16.38,23.0,21.35,21.0,19.05,25.0,20.0,21.56,20.72,23.24,24.08,22.99,6,W-R1|52W High|Prev-Wk Hi|M-R3,23.75,1,W-R2,21.14,9,Swing Hi|Prev-Mo Hi|M-R1|W-S1|Prev-Wk Lo,22.05,6,Swing Hi|M-R2|W-Pivot,21.98,22.65,20.82,2000-02-29
MASTPLUS91,22.2,0.98,24.05,25.9,28.6,30.45,21.35,19.5,16.8,23.27,23.93,24.67,22.53,21.87,19.49,21.1,22.23,23.35,24.75,27.0,26.75,17.45,18.55,24.02,24.0,22.6,26.75,22.2,25.0,20.0,21.22,20.24,23.18,24.16,24.0,9,W-R1|Prev-Wk Hi|Vol POC|M-Pivot,23.31,4,W-Pivot|Fib 38.2%,21.23,6,Fib 61.8%|M-S1,19.49,3,Fib 78.6%|M-S2,21.71,22.49,20.91,2000-04-04
MATHPLATT,6.35,0.96,7.22,8.23,9.72,10.73,5.73,4.72,3.23,6.0,6.45,7.2,5.25,4.8,6.93,8.01,8.78,9.54,10.48,12.0,11.9,5.55,5.8,8.62,6.75,5.55,8.7,6.2,10.0,5.0,5.39,4.43,7.31,8.27,7.21,4,W-R2|M-Pivot,6.45,2,W-R1,5.77,5,M-S1|Swing Lo,5.55,5,Swing Lo|52W Low|Prev-Wk Lo,5.87,6.64,5.68,2001-09-28
MATRIMONY,394.85,10.76,433.27,452.43,482.17,501.33,403.53,384.37,354.63,400.17,411.23,420.87,390.53,379.47,412.36,450.29,476.92,503.56,536.52,589.8,573.0,364.05,385.2,559.62,409.8,389.1,463.0,414.1,400.0,375.0,384.09,373.34,405.61,416.36,400.51,7,20 DMA|Round|W-Pivot|M-S1,412.65,6,Prev-Wk Hi|W-R1|Fib 78.6%|Prev-Mo Lo|50 DMA,387.3,7,M-S2|Swing Lo|Prev-Wk Lo|W-S1,364.05,4,Swing Lo|52W Low,389.47,398.08,381.49,2026-06-30
MATRIXLABS,209.15,2.31,210.22,224.03,238.92,252.73,195.33,181.52,166.63,208.48,209.97,211.23,207.22,205.73,86.61,121.39,145.82,170.26,200.49,249.35,225.1,42.3,62.95,208.9,209.75,207.0,225.1,196.4,225.0,200.0,206.84,204.53,211.46,213.77,210.29,7,Prev-Wk Hi|W-R1|M-Pivot|W-R2,224.81,7,M-R1|Round|Swing Hi|Prev-Mo Hi,207.11,6,W-S2|Prev-Wk Lo|W-S1|W-Pivot,195.87,4,M-S1|Prev-Mo Lo,207.99,209.84,204.53,2009-08-13
MAWANA,28.0,2.71,32.57,38.53,44.82,50.78,26.28,20.32,14.03,27.68,31.87,35.43,24.12,19.93,35.47,45.18,52.0,58.82,67.26,75.95,62.0,23.1,23.5,31.93,31.25,23.5,38.85,26.6,30.0,25.0,25.29,22.59,30.71,33.41,31.9,5,W-R1|Vol POC,32.57,3,M-Pivot,26.44,4,M-S1|Prev-Mo Lo,27.68,2,W-Pivot,26.65,28.81,26.04,2007-10-23
MAWANASUG,114.45,6.42,106.13,123.69,134.36,151.92,95.46,77.9,67.23,110.29,119.53,126.03,103.79,94.55,85.5,93.67,99.41,105.16,112.26,111.5,105.3,75.08,76.1,110.56,116.79,101.05,116.79,88.56,125.0,100.0,108.03,101.6,120.87,127.3,124.15,6,M-R1|52W High|Round,116.79,2,Prev-Mo Hi|Prev-Wk Hi,105.29,10,W-S1|Fib 38.2%|Swing Hi|20 DMA|M-Pivot,111.15,8,W-Pivot|Vol POC|Swing Hi|Fib 23.6%,111.24,116.38,103.71,2026-05-07
MAX,311.85,31.29,480.37,519.23,566.87,605.73,432.73,393.87,346.23,349.98,383.97,421.68,312.27,278.28,363.4,410.98,444.4,477.82,519.16,586.0,575.95,311.05,404.3,519.36,387.7,316.0,528.0,441.5,325.0,300.0,280.56,249.26,343.14,374.44,348.11,3,M-S3|W-Pivot,316.0,1,Prev-Wk Lo,301.4,3,Round|52W Low,311.05,2,Swing Lo,296.2,321.24,296.88,2016-02-25
MAXESTATES,428.5,14.76,428.92,475.28,506.57,552.93,397.63,351.27,319.98,448.02,459.73,475.57,432.18,420.47,360.84,404.33,434.88,465.42,503.21,564.3,502.15,305.45,357.0,442.33,463.85,436.3,460.2,382.55,450.0,425.0,413.74,398.99,443.26,458.01,445.86,7,Vol POC|20 DMA|W-Pivot|Round,462.3,6,W-R1|Prev-Mo Hi|Prev-Wk Hi|Fib 38.2%,423.72,6,W-S2|50 DMA|Round|200 DMA,404.33,3,Fib 61.8%,421.12,432.93,417.36,2026-06-30
MAXHEALTH,1129.25,29.06,1003.68,1072.42,1179.73,1248.47,896.37,827.63,720.32,1112.02,1151.13,1178.92,1084.23,1045.12,990.27,1058.78,1106.9,1155.02,1214.56,1301.7,1288.8,903.0,919.8,956.55,1139.8,1072.9,1111.0,934.95,1200.0,1100.0,1100.19,1071.13,1158.31,1187.37,1148.65,5,Prev-Wk Hi|W-R1|Fib 38.2%,1179.33,3,W-R2|M-R2,1065.24,10,200 DMA|Fib 61.8%|M-R1|Prev-Wk Lo,1102.83,8,W-S1|Round|Fib 50%|Prev-Mo Hi|W-Pivot,1114.72,1137.97,1071.13,2026-06-30
MAXIND,158.39,7.7,164.35,177.71,195.25,208.61,146.81,133.45,115.91,163.73,170.11,181.18,152.66,146.28,146.02,166.44,180.78,195.13,212.88,241.57,234.45,120.0,144.1,167.08,174.8,157.35,181.9,151.0,175.0,150.0,150.69,142.99,166.09,173.79,165.4,11,W-Pivot|M-Pivot|Fib 61.8%|Vol POC,174.73,5,200 DMA|Prev-Wk Hi|Round,145.8,7,Swing Lo|Fib 78.6%|W-S2|M-S1,151.22,4,Round|Prev-Mo Lo|W-S1,154.54,160.7,143.61,2026-06-30
MAXINDIA,68.7,5.13,59.85,67.2,73.15,80.5,53.9,46.55,40.6,69.02,76.43,83.92,61.53,54.12,62.33,70.05,75.47,80.9,87.61,98.45,94.0,52.5,54.15,69.88,76.5,61.6,65.8,52.5,70.0,60.0,63.57,58.44,73.83,78.96,69.74,9,W-Pivot|Vol POC|Round|Fib 61.8%,76.13,5,Fib 50%|W-R1|Prev-Wk Hi,61.82,4,W-S1|Prev-Wk Lo|Fib 78.6%,59.92,4,M-Pivot|Round,66.13,70.24,60.89,2020-06-11
MAXORCHARD,2.4,0.39,3.42,4.38,6.07,7.03,1.73,0.77,-0.92,2.68,2.87,3.08,2.47,2.28,5.23,7.53,9.15,10.77,12.77,16.0,15.95,4.5,4.6,6.67,2.9,2.5,5.1,2.45,5.0,0.0,2.01,1.63,2.79,3.17,2.46,3,Prev-Mo Lo|W-S1,2.88,3,W-R1|Prev-Wk Hi,2.29,3,W-S2|52W Low,1.73,3,M-S1,2.21,2.52,2.26,1997-10-14
MAXVIL,216.2,7.87,202.28,215.17,231.88,244.77,185.57,172.68,155.97,198.28,203.52,209.48,192.32,187.08,141.51,158.79,170.93,183.06,198.08,219.4,219.0,121.5,126.05,200.86,204.25,193.05,219.0,189.4,225.0,200.0,208.32,200.45,224.07,231.95,219.94,7,Swing Hi|Prev-Mo Hi|Swing Hi|52W High,231.88,2,M-R2,199.9,10,Fib 23.6%|W-Pivot|Round|Vol POC|M-Pivot,215.17,3,M-R1,212.26,218.56,200.45,2023-08-10
MAXWELL,51.55,2.68,53.9,65.6,77.25,88.95,42.25,30.55,18.9,55.67,57.53,60.67,52.53,50.67,38.75,46.37,51.73,57.08,63.7,74.4,73.8,29.05,33.45,69.35,58.8,53.8,65.55,42.2,60.0,50.0,48.87,46.19,54.23,56.91,53.85,4,Prev-Wk Lo|M-Pivot,51.73,2,Fib 50%,42.23,4,Prev-Mo Lo|M-S1,46.37,3,Fib 61.8%,50.21,52.35,46.19,2016-12-20
MAYTASINFR,175.1,4.79,180.12,189.03,202.67,211.58,166.48,157.57,143.93,176.7,182.2,189.0,169.9,164.4,168.82,183.6,193.97,204.35,217.19,237.95,233.35,150.0,156.7,219.23,183.5,171.2,193.75,171.2,200.0,175.0,170.31,165.52,179.89,184.68,182.35,9,M-Pivot|W-R1|Prev-Wk Hi|Fib 61.8%,189.01,4,W-R2|M-R1,170.28,5,Fib 78.6%|W-S1|Prev-Mo Lo|Prev-Wk Lo,165.44,4,W-S2|M-S1,172.71,176.54,167.73,2011-02-07
MAYURUNIQ,860.8,33.97,701.73,858.47,962.48,1119.22,597.72,440.98,336.97,801.32,823.53,857.22,767.63,745.42,557.83,625.83,673.6,721.37,780.47,849.15,847.7,471.2,474.0,674.24,835.0,779.1,805.75,545.0,900.0,850.0,826.83,792.86,894.77,928.74,876.0,2,52W High,962.48,2,M-R2,852.51,9,Swing Hi|Swing Hi|Round|W-R2|M-R1,799.58,4,20 DMA|W-Pivot|Prev-Mo Hi,843.81,870.99,839.72,2026-06-30
MAZDA,233.48,10.34,213.52,237.58,251.75,275.81,199.35,175.29,161.12,239.71,245.75,255.84,229.62,223.58,195.54,224.06,244.1,264.14,288.93,320.0,318.8,159.2,189.07,232.77,249.8,233.67,227.68,189.45,250.0,225.0,223.14,212.81,243.81,254.15,238.65,5,M-R1|W-Pivot,244.93,4,Fib 50%|W-R1,223.93,8,200 DMA|W-S2|Fib 61.8%|Round,232.7,4,20 DMA|Vol POC,228.31,236.58,220.57,2026-06-30
MAZDALEASE,9.0,0.48,10.9,13.1,17.2,19.4,6.8,4.6,0.5,8.95,8.95,8.95,8.95,8.95,14.01,18.34,21.38,24.41,28.17,34.25,31.9,8.7,11.6,10.82,8.95,8.95,15.0,8.7,10.0,5.0,8.52,8.04,9.48,9.96,10.86,6,Vol POC|M-Pivot,13.1,3,M-R1,8.95,10,W-Pivot|W-R1|W-R2|W-S1|W-S2|Prev-Wk Hi|Prev-Wk Lo,8.7,3,Swing Lo|Prev-Mo Lo,8.76,9.14,8.82,1997-10-13
MAZDOCK,2496.6,69.14,2538.17,2696.33,2936.17,3094.33,2298.33,2140.17,1900.33,2501.57,2539.93,2607.37,2434.13,2395.77,2328.88,2542.01,2691.7,2841.39,3026.61,3061.4,2929.7,2057.4,2125.9,2465.87,2569.0,2463.2,2778.0,2380.0,2500.0,2250.0,2427.46,2358.33,2565.74,2634.87,2541.04,13,50 DMA|200 DMA|M-Pivot|W-R1|Fib 61.8%|Prev-Wk Hi,2694.01,5,Fib 50%|M-R1,2455.48,7,W-S1|20 DMA|Prev-Wk Lo|Vol POC,2313.61,4,M-S1|Fib 78.6%,2462.03,2517.34,2418.65,2026-06-30
MBAPL,112.4,3.39,108.79,114.15,122.37,127.73,100.57,95.21,86.99,113.78,118.56,121.77,110.57,105.79,83.7,90.82,95.81,100.81,107.0,117.0,115.6,74.63,76.56,92.86,117.0,109.01,117.0,103.42,125.0,100.0,109.01,105.62,115.79,119.18,117.31,8,Swing Hi|52W High|Prev-Mo Hi|Prev-Wk Hi|W-R1,114.51,7,W-Pivot|M-R1|Swing Hi,108.93,5,M-Pivot|50 DMA|Prev-Wk Lo,111.13,3,W-S1|20 DMA,110.71,113.42,107.3,2026-06-30
MBECL,6.53,0.32,4.66,5.08,5.38,5.8,4.36,3.94,3.64,4.77,5.11,5.3,4.58,4.24,19.52,32.33,41.33,50.32,61.46,79.45,75.45,3.2,4.25,4.5,4.97,4.44,4.97,4.25,10.0,5.0,6.21,5.89,6.85,7.17,32.33,3,Fib 61.8%,41.33,2,Fib 50%,5.1,5,M-R1|W-R1,5.38,2,M-R2,6.37,6.63,5.89,2024-08-08
MBEL,310.65,12.77,309.23,334.87,371.28,396.92,272.82,247.18,210.77,306.67,312.83,322.17,297.33,291.17,290.0,342.56,379.48,416.39,462.07,535.9,494.0,223.05,265.0,269.07,316.0,300.5,345.65,283.6,325.0,300.0,297.88,285.1,323.42,336.2,344.73,7,Fib 61.8%|Prev-Mo Hi|200 DMA,314.41,3,W-R1|Prev-Wk Hi,307.94,6,W-Pivot|50 DMA|M-Pivot,298.52,5,20 DMA|W-S1|Round|Prev-Wk Lo,304.26,314.48,303.32,2026-06-30
MBIND,1.3,1.26,2.8,3.6,4.0,4.8,2.4,1.6,1.2,3.17,3.83,5.17,1.83,1.17,2.25,3.82,4.92,6.03,7.39,9.6,5.85,0.25,0.55,7.97,4.5,2.5,3.2,2.0,5.0,0.0,0.04,-1.21,2.56,3.81,1.6,2,M-S2,1.83,2,W-S1,0.25,4,Swing Lo|52W Low,0.55,2,Swing Lo,0.67,1.68,0.25,2000-06-06
MBLINFRA,25.98,1.96,25.78,27.44,28.59,30.25,24.63,22.97,21.82,30.38,34.05,36.21,28.22,24.55,25.67,31.4,35.42,39.45,44.43,52.48,48.5,18.37,23.5,21.64,32.53,26.7,26.93,24.12,30.0,25.0,24.02,22.05,27.94,29.91,28.41,4,W-S1|M-R2,30.21,4,Round|M-R3|W-Pivot,24.62,5,W-S2|M-S1|50 DMA,25.73,4,Fib 78.6%|M-Pivot,25.0,26.57,24.25,2026-06-10
MBSWITCH,23.45,2.32,15.67,17.73,20.32,22.38,13.08,11.02,8.43,18.98,23.47,26.23,16.22,11.73,63.76,103.8,131.93,160.05,194.85,251.1,90.0,12.75,13.6,20.54,21.75,14.5,18.25,13.6,25.0,20.0,21.13,18.81,25.77,28.09,90.0,2,Swing Hi,25.0,1,Round,20.43,5,M-R2|Vol POC,22.38,1,M-R3,22.29,24.15,20.12,2013-09-20
MCCHRLS-B,703.1,45.3,684.33,777.67,873.28,966.62,588.72,495.38,399.77,686.73,733.47,766.23,653.97,607.23,622.79,656.38,679.98,703.57,732.76,779.95,725.0,580.0,591.0,696.2,719.5,640.0,779.95,591.0,750.0,700.0,657.8,612.5,748.4,793.7,776.75,9,W-R2|M-R1|Swing Hi|52W High|Prev-Mo Hi,727.68,6,Prev-Wk Hi|Swing Hi|Fib 23.6%|W-R1,685.49,9,Fib 50%|M-Pivot|50 DMA|W-Pivot|20 DMA,655.17,5,W-S1|Fib 61.8%,680.45,716.69,675.21,2026-06-30
MCDHOLDING,63.5,3.67,42.98,48.47,58.98,64.47,32.47,26.98,16.47,62.08,71.42,76.08,57.42,48.08,31.92,40.81,47.05,53.29,61.02,68.45,53.2,20.6,22.0,40.38,66.75,52.75,53.5,37.5,70.0,60.0,59.83,56.16,67.17,70.84,68.45,2,Swing Hi,64.47,1,M-R3,62.08,2,W-Pivot,58.98,2,M-R2,61.67,64.6,61.15,2021-09-22
MCDOWELL-N,1305.45,39.81,1184.73,1220.47,1281.53,1317.27,1123.67,1087.93,1026.87,1174.28,1199.57,1239.73,1134.12,1108.83,979.42,1050.91,1101.12,1151.34,1213.47,1245.8,1219.0,905.2,976.05,1181.04,1214.45,1149.0,1245.8,1149.0,1400.0,1300.0,1265.64,1225.83,1345.26,1385.07,1315.59,3,52W High|M-R3,1400.0,1,Round,1213.39,9,W-R1|Fib 23.6%|Prev-Wk Hi|Swing Hi|M-R1,1180.02,8,W-Pivot|Vol POC|M-Pivot,1285.54,1317.39,1225.83,2024-06-06
MCDOWELL,36.8,2.71,46.73,57.47,64.63,75.37,39.57,28.83,21.67,40.68,42.87,46.93,36.62,34.43,59.51,78.2,91.32,104.45,120.69,126.0,105.0,36.0,37.0,81.24,44.75,38.5,53.9,36.0,40.0,35.0,34.09,31.39,39.51,42.21,39.78,4,M-S1|Round,37.0,2,Swing Lo,35.9,5,52W Low|Swing Lo|Prev-Mo Lo,36.62,2,W-S1,35.45,37.61,35.36,2001-06-19
MCL,55.02,2.73,79.42,86.28,89.72,96.58,75.98,69.12,65.68,57.9,59.29,61.34,55.85,54.46,52.39,58.9,63.47,68.05,73.7,82.85,77.24,33.55,35.0,58.36,59.95,56.51,82.85,72.55,60.0,50.0,52.29,49.57,57.75,60.47,58.6,11,W-Pivot|Vol POC|20 DMA|Fib 61.8%|W-R1,56.42,4,W-S1|Prev-Wk Lo|50 DMA,44.1,2,52W Low,54.46,1,W-S2,53.66,55.84,49.57,2026-06-30
MCLEODRUS,68.15,2.98,66.02,74.03,80.12,88.13,59.93,51.92,45.83,73.67,77.33,80.67,70.33,66.67,73.55,89.25,100.28,111.3,124.95,141.0,139.5,53.55,58.0,60.16,77.0,70.0,72.1,58.0,70.0,60.0,65.17,62.19,71.13,74.11,73.75,6,Fib 78.6%|W-Pivot|M-R1,70.11,4,Prev-Wk Lo|Round|W-S1,60.03,7,M-S1|Round|Vol POC,66.34,4,M-Pivot|W-S2,66.66,69.04,62.19,1997-06-17
MCLEODRUSS,50.31,2.7,32.99,37.48,45.99,50.48,24.48,19.99,11.48,41.54,48.57,53.68,36.43,29.4,34.51,39.23,42.55,45.86,49.96,56.59,48.24,26.28,28.5,44.01,46.64,34.5,41.5,28.5,60.0,50.0,47.62,44.92,53.01,55.7,56.59,4,Swing Hi|52W High,50.48,1,M-R3,48.41,4,Swing Hi|W-R1,45.92,4,Fib 38.2%|M-R2,48.96,51.12,47.68,2026-04-16
MCLOUD,30.5,2.74,26.47,29.03,31.32,33.88,24.18,21.62,19.33,28.07,29.55,31.96,25.66,24.18,37.81,52.26,62.41,72.56,85.12,105.42,94.5,19.4,21.2,30.53,30.49,26.6,28.75,23.9,35.0,30.0,27.76,25.01,33.24,35.99,34.81,4,200 DMA|Round,31.32,2,M-R2,28.89,4,Prev-Mo Hi|M-R1,29.55,2,W-R1,29.13,31.32,28.46,2026-06-30
MCX,2837.2,84.41,3100.5,3334.0,3713.5,3947.0,2721.0,2487.5,2108.0,2838.83,2875.57,2919.43,2794.97,2758.23,1892.91,2232.13,2470.4,2708.67,3003.47,3480.0,2909.9,1460.8,1496.0,2385.12,2882.7,2802.1,3480.0,2867.0,3000.0,2750.0,2752.79,2668.37,2921.61,3006.03,2890.92,7,Prev-Mo Lo|W-R1|Prev-Wk Hi|Swing Hi|W-R2,2997.15,3,50 DMA|Round|Fib 23.6%,2734.47,7,Fib 38.2%|M-S1|Round|W-S2,2388.51,6,Vol POC|200 DMA,2794.99,2862.52,2693.45,2026-06-30
MEDANTA,1313.8,33.79,1193.03,1273.97,1358.93,1439.87,1108.07,1027.13,942.17,1303.1,1345.2,1378.0,1270.3,1228.2,1063.11,1147.19,1206.25,1265.31,1338.38,1456.5,1454.0,956.0,1013.4,1240.2,1335.9,1261.0,1278.0,1112.1,1400.0,1300.0,1280.01,1246.21,1347.59,1381.39,1451.72,7,M-R3|Swing Hi|Swing Hi|52W High,1344.6,6,Prev-Wk Hi|Fib 23.6%|W-R1|M-R2,1263.32,13,Vol POC|20 DMA|Prev-Wk Lo|Fib 38.2%|W-S1|M-R1|Prev-Mo Hi,1194.45,8,200 DMA|M-Pivot|Fib 50%,1296.9,1323.94,1246.21,2026-06-30
MEDIA,13.85,0.64,13.7,15.4,17.2,18.9,11.9,10.2,8.4,14.0,14.9,15.85,13.05,12.15,16.4,21.82,25.62,29.43,34.14,38.0,37.0,9.5,11.0,13.75,14.95,13.1,15.5,12.0,15.0,10.0,13.21,12.57,14.49,15.13,14.95,4,W-R1|Prev-Wk Hi|Round,15.45,4,M-R1|Prev-Mo Hi,13.72,6,M-Pivot|Vol POC,11.95,4,M-S1|Prev-Mo Lo,13.53,14.04,13.51,2009-02-19
MEDIASSIST,365.55,13.65,366.72,408.33,448.07,489.68,326.98,285.37,245.63,367.45,374.7,386.25,355.9,348.65,357.44,408.02,443.55,479.08,523.04,594.1,575.55,293.0,294.7,377.2,379.0,360.2,406.45,325.1,375.0,350.0,351.9,338.24,379.2,392.86,376.48,7,W-R1|Round|Vol POC|Prev-Wk Hi,407.6,7,Prev-Mo Hi|Fib 61.8%|M-R1,293.57,6,Swing Lo|52W Low|Swing Lo,359.1,5,W-S1|Fib 78.6%|Prev-Wk Lo|20 DMA,358.72,369.65,338.24,2026-06-30
