symbol,price,so9_degree,so9_nearest,so9_r1,so9_s1,all_resistance,all_support,computed_date
MODIS,348.8,256.71,South,367.73,330.37,367.73|387.15|407.08|427.5|448.43,330.37|312.45|295.02|278.1|261.67,2026-07-15
MODTHREAD,47.5,295.56,Southeast,54.64,40.86,54.64|62.28|70.43|79.07|88.21,40.86|34.72|29.07|23.93|19.29,2026-07-15
MOHITIND,22.89,276.18,South,27.92,22.24,27.92|33.46|39.49|46.03|53.06,22.24|18.36|17.77|14.32|13.81,2026-07-15
MOIL,276.4,247.55,South,293.28,276.4,293.28|310.65|328.53|346.9|365.78,276.4|260.02|244.15|228.77|213.9,2026-07-15
MOKSH,11.57,27.26,Northeast,15.22,11.57,15.22|19.37|24.02|29.18|34.83,11.57|9.6|8.42|6.75|5.77,2026-07-15
MOL,48.8,312.43,Southeast,56.04,42.06,56.04|63.77|72.01|80.74|89.98,42.06|35.83|30.09|24.86|20.12,2026-07-15
MOLDTECH,126.97,3.26,East,126.97,115.95,126.97|138.49|150.51|163.02|176.04,115.95|105.43|95.42|85.9|76.88,2026-07-15
MOLDTKPAC,677.3,139.5,Northwest,703.57,651.53,703.57|730.35|757.62|785.4|813.67,651.53|626.25|601.48|577.2|553.43,2026-07-15
MONARCH,363.5,326.82,Southeast,382.82,344.68,382.82|402.63|422.95|443.76|465.08,344.68|326.37|308.55|291.24|274.42,2026-07-15
MONEYBOXX,60.81,98.65,North,68.86,53.26,68.86|77.41|86.45|96.0|106.05,53.26|46.21|39.67|33.62|28.07,2026-07-15
MONTECARLO,537.25,347.16,East,560.68,514.32,560.68|584.61|609.04|633.96|659.39,514.32|491.89|469.96|448.54|427.61,2026-07-15
MOREPENLAB,62.29,115.63,Northwest,62.29,54.65,62.29|70.43|79.07|88.22|97.86,54.65|47.51|40.86|34.72|29.08,2026-07-15
MOSCHIP,232.83,1.58,East,248.34,217.82,248.34|264.35|280.86|297.87|315.37,217.82|203.31|189.3|175.79|162.79,2026-07-15
MOTHERSON,144.06,135.45,Northwest,156.31,132.31,156.31|169.06|182.32|196.07|210.32,132.31|121.06|110.3|100.05|90.3,2026-07-15
MOTILALOFS,982.85,18.08,East,982.85,951.75,982.85|1014.45|1046.55|1079.15|1112.25,951.75|921.15|891.05|861.45|832.35,2026-07-15
MOTISONS,14.25,94.49,North,18.27,13.88,18.27|22.8|27.82|33.35|39.37,13.88|10.73|10.4|7.7|7.43,2026-07-15
MPHASIS,2390.4,295.51,Southeast,2439.54,2341.76,2439.54|2489.18|2539.33|2589.97|2641.11,2341.76|2293.62|2245.97|2198.83|2152.19,2026-07-15
MPSLTD,2020.7,306.4,Southeast,2065.9,1976.0,2065.9|2111.6|2157.81|2204.51|2251.71,1976.0|1931.8|1888.09|1844.89|1802.19,2026-07-15
MRF,131285.0,194.89,West,131647.58,130922.92,131647.58|132010.67|132374.25|132738.33|133102.91,130922.92|130561.33|130200.25|129839.67|129479.59,2026-07-15
MRPL,164.74,285.32,South,177.83,152.15,177.83|191.41|205.5|220.08|235.17,152.15|140.07|128.48|117.4|106.81,2026-07-15
MSPL,39.67,188.71,West,46.22,33.62,46.22|53.27|60.82|68.86|77.41,33.62|28.07|23.02|18.48|14.43,2026-07-15
MSTCLTD,656.65,67.53,Northeast,682.53,631.27,682.53|708.9|735.78|763.15|791.03,631.27|606.4|582.02|558.15|534.77,2026-07-15
MSUMI,40.54,201.08,West,47.16,34.42,47.16|54.27|61.89|70.01|78.63,34.42|28.81|23.69|19.07|14.95,2026-07-15
MTNL,29.31,29.5,Northeast,34.97,29.31,34.97|41.14|47.8|54.97|62.63,29.31|24.15|19.48|16.7|15.32,2026-07-15
MUFIN,129.74,25.26,Northeast,141.38,118.6,141.38|153.52|166.16|179.3|192.94,118.6|107.96|97.82|88.18|79.04,2026-07-15
MUFTI,87.16,15.47,East,96.75,78.07,96.75|106.83|117.42|128.5|140.09,78.07|69.49|61.4|53.82|46.73,2026-07-15
MUKANDLTD,135.85,72.98,North,147.76,124.44,147.76|160.16|173.07|186.47|200.38,124.44|113.54|103.13|93.23|83.82,2026-07-15
MUKKA,24.0,296.82,Southeast,29.15,24.0,29.15|34.8|40.95|47.6|54.74,24.0|21.17|19.35|16.82|15.2,2026-07-15
MUNJALAU,105.69,185.5,West,105.69,95.66,105.69|116.22|127.25|138.78|150.81,95.66|86.13|77.1|68.57|60.54,2026-07-15
MUNJALSHOW,134.48,62.38,Northeast,134.48,123.13,134.48|146.33|158.67|171.52|184.87,123.13|112.29|101.94|92.09|82.75,2026-07-15
MURUDCERA,31.43,64.12,Northeast,31.43,26.07,31.43|37.29|43.64|50.5|57.85,26.07|21.22|16.86|15.16|13.01,2026-07-15
MUTHOOTCAP,225.55,318.3,Southeast,240.82,210.78,240.82|256.59|272.85|289.62|306.89,210.78|196.51|182.75|169.48|156.71,2026-07-15
MUTHOOTFIN,3058.5,9.67,East,3114.05,3003.45,3114.05|3170.11|3226.66|3283.71|3341.27,3003.45|2948.89|2894.84|2841.29|2788.23,2026-07-15
MUTHOOTMF,246.31,79.97,North,262.25,230.87,262.25|278.7|295.64|313.09|331.03,230.87|215.92|201.48|187.53|174.09,2026-07-15
MVGJL,165.14,288.12,South,178.24,152.54,178.24|191.84|205.94|220.54|235.64,152.54|140.44|128.84|117.74|107.14,2026-07-15
MWL,37.05,150.64,Northwest,43.39,31.21,43.39|50.22|57.56|65.4|73.73,31.21|25.88|21.04|16.7|12.87,2026-07-15
NACLIND,243.02,61.04,Northeast,258.86,243.02,258.86|275.2|292.04|309.38|327.22,243.02|227.68|212.84|198.5|184.66,2026-07-15
NAGREEKEXP,24.37,303.59,Southeast,24.37,20.82,24.37|29.56|35.24|41.43|48.12,20.82|19.68|16.51|15.5|12.7,2026-07-15
NAHARCAP,250.65,104.75,North,266.73,235.07,266.73|283.31|300.4|317.98|336.06,235.07|219.99|205.4|191.32|177.74,2026-07-15
NAHARINDUS,117.75,288.23,South,117.75,107.15,117.75|128.85|140.45|152.55|165.16,107.15|97.05|87.45|78.34|69.74,2026-07-15
NAHARPOLY,253.7,122.03,Northwest,269.88,238.02,269.88|286.56|303.73|321.41|339.59,238.02|222.84|208.17|193.99|180.31,2026-07-15
NAM-INDIA,1215.3,290.01,South,1250.41,1180.69,1250.41|1286.02|1322.13|1358.74|1395.86,1180.69|1146.58|1112.97|1079.86|1047.24,2026-07-15
NARMADA,34.36,110.11,North,40.47,28.75,40.47|47.08|54.2|61.81|69.92,28.75|23.64|19.02|14.91|13.24,2026-07-15
NATCAPSUQ,143.68,132.6,Northwest,155.92,131.94,155.92|168.65|181.89|195.63|209.86,131.94|120.71|109.97|99.73|90.0,2026-07-15
NATCOPHARM,979.95,9.75,East,1011.5,948.9,1011.5|1043.56|1076.11|1109.17|1142.72,948.9|918.34|888.29|858.73|829.68,2026-07-15
NATHBIOGEN,164.98,287.0,South,178.07,152.39,178.07|191.67|205.76|220.36|235.45,152.39|140.29|128.7|117.6|107.01,2026-07-15
NATIONALUM,355.2,287.42,South,374.3,336.6,374.3|393.89|413.99|434.59|455.68,336.6|318.51|300.91|283.81|267.22,2026-07-15
NATIONSTD,507.5,230.0,Southwest,530.28,485.22,530.28|553.56|577.33|601.61|626.39,485.22|463.44|442.17|421.39|401.11,2026-07-15
NAUKRI,1191.05,227.09,Southwest,1225.81,1191.05,1225.81|1261.07|1296.83|1333.1|1369.86,1191.05|1156.79|1123.03|1089.77|1057.0,2026-07-15
NAVA,602.65,233.81,Southwest,627.45,578.35,627.45|652.75|678.55|704.85|731.64,578.35|554.55|531.25|508.45|486.16,2026-07-15
NAVINFLUOR,7637.0,25.19,Northeast,7637.0,7549.86,7637.0|7724.64|7812.78|7901.42|7990.56,7549.86|7463.22|7377.08|7291.44|7206.3,2026-07-15
NAVKARCORP,109.95,222.43,Southwest,120.69,109.95,120.69|131.92|143.66|155.89|168.63,109.95|99.71|89.98|80.74|72.01,2026-07-15
NAVNETEDUL,150.53,183.43,West,163.05,138.51,163.05|176.07|189.59|203.61|218.13,138.51|126.99|115.97|105.45|95.43,2026-07-15
NAZARA,307.3,50.4,Northeast,325.08,290.02,325.08|343.36|362.14|381.42|401.2,290.02|273.24|256.96|241.18|225.9,2026-07-15
NBCC,101.49,148.36,Northwest,111.81,91.67,111.81|122.64|133.96|145.79|158.11,91.67|82.34|73.52|65.19|57.37,2026-07-15
NBIFIN,2260.1,52.29,Northeast,2307.89,2260.1,2307.89|2356.18|2404.97|2454.26|2504.05,2260.1|2212.81|2166.02|2119.73|2073.94,2026-07-15
NCC,144.45,138.37,Northwest,156.72,132.68,156.72|169.49|182.76|196.52|210.79,132.68|121.41|110.64|100.38|90.61,2026-07-15
NCLIND,185.9,69.21,North,199.78,172.52,199.78|214.17|229.05|244.44|260.32,172.52|159.63|147.25|135.36|123.98,2026-07-15
NDGL,2904.7,116.15,Northwest,2958.85,2851.05,2958.85|3013.49|3068.64|3124.28|3180.43,2851.05|2797.91|2745.26|2693.12|2641.47,2026-07-15
NDL,2.39,53.27,Northeast,4.19,2.11,4.19|6.48|9.28|12.57|16.37,2.11|1.09|0.91|0.3|0.21,2026-07-15
NDLVENTURE,132.08,43.67,Northeast,143.82,120.84,143.82|156.07|168.81|182.05|195.79,120.84|110.09|99.85|90.11|80.87,2026-07-15
NDRAUTO,846.8,332.97,Southeast,876.15,817.95,876.15|906.0|936.35|967.2|998.55,817.95|789.6|761.75|734.4|707.55,2026-07-15
NDTV,82.29,327.85,Southeast,91.61,82.29,91.61|101.43|111.75|122.58|133.9,82.29|73.47|65.15|57.33|50.0,2026-07-15
NEAGI,3101.0,78.59,North,3156.94,3045.56,3156.94|3213.37|3270.31|3327.75|3385.68,3045.56|2990.63|2936.19|2882.25|2828.82,2026-07-15
NELCAST,135.08,67.03,Northeast,146.95,123.71,146.95|159.32|172.2|185.57|199.44,123.71|112.84|102.46|92.59|83.22,2026-07-15
NELCO,901.4,139.2,Northwest,931.67,901.4,931.67|962.45|993.72|1025.49|1057.77,901.4|871.63|842.35|813.58|785.31,2026-07-15
NEOGEN,2150.0,201.26,West,2196.62,2103.88,2196.62|2243.74|2291.35|2339.47|2388.09,2103.88|2058.26|2013.15|1968.53|1924.41,2026-07-15
NEPHROPLUS,640.9,11.88,East,666.47,640.9,666.47|692.53|719.1|746.16|773.73,640.9|615.83|591.27|567.2|543.64,2026-07-15
NESCO,1085.6,305.72,Southeast,1118.8,1052.9,1118.8|1152.5|1186.7|1221.39|1256.59,1052.9|1020.7|989.0|957.81|927.11,2026-07-15
NESTLEIND,1427.0,94.62,North,1465.03,1389.47,1465.03|1503.55|1542.58|1582.1|1622.13,1389.47|1352.45|1315.92|1279.9|1244.37,2026-07-15
NETWEB,4400.0,194.85,West,4400.0,4333.92,4400.0|4466.58|4533.66|4601.25|4669.33,4333.92|4268.34|4203.25|4138.67|4074.59,2026-07-15
NETWORK18,31.79,69.89,North,37.68,31.79,37.68|44.07|50.95|58.34|66.23,31.79|26.4|21.51|17.13|14.91,2026-07-15
NEULANDLAB,19019.0,118.69,Northwest,19157.16,18881.34,19157.16|19295.82|19434.98|19574.64|19714.8,18881.34|18744.18|18607.52|18471.36|18335.7,2026-07-15
NEWGEN,590.5,189.04,West,590.5,566.45,590.5|615.05|640.1|665.65|691.7,566.45|542.9|519.85|497.3|475.25,2026-07-15
NEXTMEDIA,3.96,133.2,Northwest,6.2,2.28,6.2|8.94|12.18|15.92|20.16,2.28|2.22|1.02|0.98|0.26,2026-07-15
NFL,73.63,239.54,Southwest,73.63,65.3,73.63|82.46|91.79|101.62|111.95,65.3|57.47|50.14|43.31|36.98,2026-07-15
NGLFINE,3160.9,174.94,West,3160.9,3104.93,3160.9|3217.37|3274.34|3331.82|3389.79,3104.93|3049.46|2994.48|2940.01|2886.04,2026-07-15
NH,2037.8,340.56,East,2083.19,1992.91,2083.19|2129.08|2175.48|2222.37|2269.76,1992.91|1948.52|1904.62|1861.23|1818.34,2026-07-15
NHPC,79.46,299.53,Southeast,88.62,70.8,88.62|98.29|108.45|119.12|130.28,70.8|62.63|54.97|47.8|41.14,2026-07-15
NIACL,181.82,42.13,Northeast,195.55,168.59,195.55|209.79|224.52|239.76|255.49,168.59|155.85|143.62|131.88|120.65,2026-07-15
NIBE,1594.4,122.39,Northwest,1594.4,1554.72,1594.4|1634.58|1675.26|1716.44|1758.12,1554.72|1515.54|1476.86|1438.68|1401.0,2026-07-15
NIBL,31.62,67.17,Northeast,31.62,26.25,31.62|37.49|43.87|50.74|58.11,26.25|21.37|17.0|15.03|13.13,2026-07-15
NIITLTD,99.6,131.4,Northwest,109.83,89.87,109.83|120.56|131.79|143.52|155.75,89.87|80.64|71.91|63.68|55.95,2026-07-15
NIITMTS,255.11,129.99,Northwest,271.33,239.39,271.33|288.05|305.28|323.0|341.22,239.39|224.17|209.44|195.22|181.5,2026-07-15
NILAINFRA,7.27,260.33,South,10.22,5.31,10.22|13.66|17.61|22.06|27.0,5.31|4.82|3.25|2.88|1.7,2026-07-15
NILASPACES,12.44,49.87,Northeast,16.22,12.06,16.22|20.49|25.27|30.55|36.33,12.06|9.16|8.84|6.39|6.12,2026-07-15
NILE,1981.3,227.12,Southwest,2026.06,1981.3,2026.06|2071.32|2117.09|2163.35|2210.11,1981.3|1937.04|1893.28|1850.01|1807.25,2026-07-15
NILKAMAL,1350.1,268.87,South,1387.09,1350.1,1387.09|1424.59|1462.58|1501.07|1540.07,1350.1|1313.61|1277.61|1242.12|1207.13,2026-07-15
NIPPOBATRY,338.4,206.22,Southwest,338.4,320.25,338.4|357.05|376.19|395.84|415.98,320.25|302.61|285.46|268.82|252.67,2026-07-15
NIRAJISPAT,194.0,122.11,Northwest,208.18,180.32,208.18|222.86|238.04|253.71|269.89,180.32|167.14|154.46|142.29|130.61,2026-07-15
NIRLON,629.2,330.09,Southeast,654.53,604.37,654.53|680.37|706.7|733.54|760.87,604.37|580.03|556.2|532.86|510.03,2026-07-15
NITCO,107.06,197.46,West,117.66,107.06,117.66|128.75|140.35|152.45|165.04,107.06|96.96|87.37|78.27|69.67,2026-07-15
NITINSPIN,563.3,87.11,North,587.28,539.82,587.28|611.77|636.75|662.24|688.22,539.82|516.83|494.35|472.36|450.88,2026-07-15
NITIRAJ,182.12,44.13,Northeast,195.87,168.87,195.87|210.11|224.86|240.1|255.85,168.87|156.13|143.88|132.14|120.89,2026-07-15
NITTAGELA,1929.2,121.08,Northwest,1929.2,1885.53,1929.2|1973.37|2018.05|2063.22|2108.89,1885.53|1842.35|1799.68|1757.51|1715.84,2026-07-15
NIVABUPA,88.09,24.41,Northeast,97.73,78.95,97.73|107.86|118.5|129.63|141.27,78.95|70.32|62.18|54.55|47.41,2026-07-15
NKIND,65.0,146.21,Northwest,73.31,65.0,73.31|82.12|91.44|101.25|111.56,65.0|57.19|49.88|43.06|36.75,2026-07-15
NLCINDIA,304.65,36.76,Northeast,304.65,287.45,304.65|322.35|340.56|359.26|378.47,287.45|270.74|254.54|238.83|223.63,2026-07-15
NMDC,84.13,346.0,East,84.13,75.21,84.13|93.55|103.47|113.9|124.82,75.21|66.79|58.86|51.44|44.52,2026-07-15
NOCIL,171.44,331.83,Southeast,184.78,171.44,184.78|198.63|212.97|227.81|243.16,171.44|158.6|146.25|134.41|123.07,2026-07-15
NORBTEAEXP,71.35,215.44,Southwest,80.05,71.35,80.05|89.24|98.94|109.14|119.83,71.35|63.15|55.46|48.26|41.56,2026-07-15
NORTHARC,324.95,139.75,Northwest,343.23,307.17,343.23|362.0|381.28|401.06|421.33,307.17|289.9|273.12|256.84|241.07,2026-07-15
NOVARTIND,1664.8,279.35,South,1705.85,1664.8,1705.85|1747.4|1789.46|1832.01|1875.06,1664.8|1624.25|1584.2|1544.64|1505.59,2026-07-15
NPST,1594.6,122.84,Northwest,1634.78,1554.92,1634.78|1675.46|1716.65|1758.33|1800.51,1554.92|1515.74|1477.05|1438.87|1401.19,2026-07-15
NRAIL,447.25,341.69,East,468.65,426.35,468.65|490.55|512.94|535.84|559.24,426.35|405.95|386.06|366.66|347.76,2026-07-15
NRBBEARING,424.1,241.86,Southwest,444.94,403.76,444.94|466.29|488.13|510.47|533.32,403.76|383.91|364.57|345.73|327.38,2026-07-15
NSIL,5492.5,155.05,Northwest,5566.86,5492.5,5566.86|5641.72|5717.08|5792.95|5869.31,5492.5|5418.64|5345.28|5272.42|5200.05,2026-07-15
NSLNISP,43.15,237.4,Southwest,49.97,36.83,49.97|57.29|65.11|73.43|82.24,36.83|31.01|25.69|20.87|16.56,2026-07-15
NTPC,351.75,270.9,South,370.75,333.25,370.75|390.26|410.26|430.77|451.77,333.25|315.24|297.74|280.73|264.23,2026-07-15
NTPCGREEN,94.55,85.26,North,94.55,85.08,94.55|104.52|115.0|125.97|137.44,85.08|76.1|67.63|59.66|52.18,2026-07-15
NUCLEUS,773.4,100.81,North,801.46,745.84,801.46|830.02|859.08|888.64|918.7,745.84|718.78|692.22|666.16|640.6,2026-07-15
NURECA,245.57,75.72,North,261.49,230.15,261.49|277.91|294.83|312.25|330.17,230.15|215.23|200.81|186.89|173.47,2026-07-15
NUVAMA,1919.7,101.59,North,1963.76,1876.14,1963.76|2008.33|2053.39|2098.96|2145.02,1876.14|1833.07|1790.51|1748.44|1706.88,2026-07-15
NUVOCO,316.55,97.53,North,334.59,316.55,334.59|353.13|372.18|391.72|411.76,316.55|299.01|281.97|265.42|249.38,2026-07-15
NYKAA,328.4,156.93,Northwest,328.4,310.53,328.4|346.77|365.64|385.02|404.89,310.53|293.16|276.28|259.91|244.04,2026-07-15
OAL,355.2,287.42,South,374.3,336.6,374.3|393.89|413.99|434.59|455.68,336.6|318.51|300.91|283.81|267.22,2026-07-15
OBCL,53.62,13.06,East,61.19,46.55,61.19|69.27|77.84|86.91|96.48,46.55|39.97|33.9|28.33|23.26,2026-07-15
OBEROIRLTY,1925.2,112.88,Northwest,1969.33,1881.57,1969.33|2013.95|2059.08|2104.71|2150.84,1881.57|1838.45|1795.82|1753.69|1712.06,2026-07-15
OFSS,11746.0,203.21,Southwest,11854.63,11637.87,11854.63|11963.76|12073.39|12183.52|12294.14,11637.87|11530.24|11423.11|11316.48|11210.36,2026-07-15
OIL,431.05,272.11,South,452.06,410.54,452.06|473.57|495.59|518.1|541.11,410.54|390.53|371.01|352.0|333.49,2026-07-15
OLAELEC,40.32,197.96,West,46.92,34.22,46.92|54.02|61.62|69.72|78.32,34.22|28.62|23.52|18.92|14.82,2026-07-15
OLECTRA,1401.2,32.87,Northeast,1438.88,1364.02,1438.88|1477.07|1515.75|1554.93|1594.61,1364.02|1327.33|1291.15|1255.47|1220.29,2026-07-15
OMAXE,90.77,49.92,Northeast,100.55,90.77,100.55|110.82|121.6|132.88|144.66,90.77|81.49|72.72|64.44|56.66,2026-07-15
OMINFRAL,91.15,53.51,Northeast,91.15,81.85,91.15|100.95|111.24|122.04|133.34,81.85|73.06|64.76|56.96|49.66,2026-07-15
OMNI,547.65,27.35,Northeast,571.3,524.5,571.3|595.45|620.11|645.26|670.91,524.5|501.85|479.69|458.04|436.89,2026-07-15
OMPOWER,175.58,0.12,East,189.08,175.58,189.08|203.08|217.58|232.58|248.08,175.58|162.58|150.08|138.08|126.58,2026-07-15
ONEPOINT,55.46,35.49,Northeast,55.46,48.26,55.46|63.16|71.35|80.05|89.25,48.26|41.57|35.37|29.67|24.47,2026-07-15
ONESOURCE,1673.0,297.42,Southeast,1714.15,1632.35,1714.15|1755.8|1797.96|1840.61|1883.76,1632.35|1592.2|1552.54|1513.39|1474.74,2026-07-15
ONGC,248.45,92.21,North,248.45,232.94,248.45|264.46|280.97|297.99|315.5,232.94|217.93|203.41|189.4|175.89,2026-07-15
ONWARDTEC,290.45,322.67,Southeast,307.74,290.45,307.74|325.54|343.83|362.62|381.91,290.45|273.66|257.36|241.57|226.28,2026-07-15
OPTIEMUS,579.9,149.6,Northwest,579.9,556.07,579.9|604.23|629.06|654.39|680.22,556.07|532.74|509.91|487.58|465.74,2026-07-15
ORCHASP,1.94,25.71,Northeast,3.58,1.94,3.58|5.73|8.37|11.51|15.15,1.94|1.23|0.8|0.37|0.15,2026-07-15
ORCHPHARMA,1007.4,88.12,North,1039.39,975.91,1039.39|1071.88|1104.87|1138.36|1172.35,975.91|944.92|914.43|884.44|854.95,2026-07-15
ORICONENT,56.33,45.96,Northeast,56.33,49.07,56.33|64.09|72.34|81.1|90.35,49.07|42.32|36.06|30.31|25.05,2026-07-15
ORIENTALTL,5.48,196.37,West,8.07,5.48,8.07|11.16|14.75|18.84|23.43,5.48|4.66|3.39|2.75|1.8,2026-07-15
ORIENTBELL,321.45,122.22,Northwest,321.45,303.77,321.45|339.63|358.31|377.49|397.17,303.77|286.59|269.91|253.73|238.05,2026-07-15
ORIENTCEM,136.89,81.0,North,148.84,125.44,148.84|161.29|174.24|187.69|201.64,125.44|114.49|104.04|94.09|84.64,2026-07-15
ORIENTCER,41.48,214.29,Southwest,41.48,35.29,41.48|48.17|55.36|63.05|71.24,35.29|29.6|24.41|19.72|15.53,2026-07-15
ORIENTELEC,175.94,2.56,East,189.45,162.93,189.45|203.47|217.98|233.0|248.51,162.93|150.41|138.4|126.88|115.87,2026-07-15
ORIENTHOT,133.41,54.06,Northeast,145.21,133.41,145.21|157.51|170.31|183.61|197.41,133.41|122.11|111.31|101.01|91.21,2026-07-15
ORIENTLTD,73.74,240.7,Southwest,82.58,73.74,82.58|91.91|101.75|112.09|122.93,73.74|65.4|57.57|50.23|43.39,2026-07-15
ORIENTPPR,16.72,151.02,Northwest,21.06,15.3,21.06|25.9|31.24|37.08|43.42,15.3|12.88|11.63|9.54|8.47,2026-07-15
ORIENTTECH,258.8,150.71,Northwest,258.8,242.96,258.8|275.14|291.97|309.31|327.15,242.96|227.63|212.79|198.45|184.61,2026-07-15
ORISSAMINE,3784.3,48.0,Northeast,3846.07,3723.03,3846.07|3908.33|3971.1|4034.37|4098.13,3723.03|3662.27|3602.0|3542.23|3482.97,2026-07-15
ORKLAINDIA,590.95,190.7,West,615.51,566.89,615.51|640.57|666.13|692.19|718.75,566.89|543.33|520.27|497.71|475.65,2026-07-15
OSWALGREEN,22.47,268.25,South,27.46,22.47,27.46|32.95|38.94|45.43|52.42,22.47|18.15|17.98|14.14|13.99,2026-07-15
OSWALPUMPS,408.0,170.82,West,428.45,408.0,428.45|449.4|470.85|492.8|515.25,408.0|388.05|368.6|349.65|331.2,2026-07-15
OSWALSEEDS,10.79,6.27,East,14.32,10.34,14.32|18.36|22.89|27.93|33.46,10.34|7.76|7.37|5.22|4.91,2026-07-15
PACEDIGITK,212.24,237.32,Southwest,212.24,197.92,212.24|227.06|242.38|258.2|274.51,197.92|184.1|170.78|157.97|145.65,2026-07-15
PAGEIND,39955.0,114.74,Northwest,40155.14,39955.0,40155.14|40355.77|40556.91|40758.55|40960.69,39955.0|39755.36|39556.23|39357.59|39159.45,2026-07-15
PAISALO,72.3,225.53,Southwest,72.3,64.05,72.3|81.05|90.31|100.06|110.31,64.05|56.29|49.04|42.29|36.04,2026-07-15
PAKKA,73.72,240.49,Southwest,82.56,73.72,82.56|91.89|101.73|112.06|122.9,73.72|65.38|57.55|50.21|43.38,2026-07-15
PALASHSECU,90.36,46.04,Northeast,100.12,81.1,100.12|110.37|121.13|132.38|144.14,81.1|72.35|64.09|56.34|49.08,2026-07-15
PANACEABIO,542.5,7.49,East,566.04,519.46,566.04|590.08|614.62|639.67|665.21,519.46|496.92|474.88|453.33|432.29,2026-07-15
PANACHE,448.9,348.71,East,470.34,448.9,470.34|492.27|514.71|537.65|561.09,448.9|427.96|407.53|387.59|368.15,2026-07-15
PANAMAPET,419.2,220.39,Southwest,439.92,398.98,439.92|461.15|482.87|505.1|527.82,398.98|379.25|360.03|341.3|323.08,2026-07-15
PANSARI,358.85,304.8,Southeast,378.04,358.85,378.04|397.74|417.93|438.62|459.82,358.85|340.16|321.96|304.27|287.08,2026-07-15
PAR,91.68,58.49,Northeast,101.5,91.68,101.5|111.83|122.65|133.98|145.8,91.68|82.36|73.53|65.21|57.38,2026-07-15
PARACABLES,65.99,157.22,Northwest,65.99,58.12,65.99|74.36|83.24|92.61|102.48,58.12|50.74|43.87|37.5|31.62,2026-07-15
PARADEEP,143.38,130.34,Northwest,155.6,131.66,155.6|168.33|181.55|195.28|209.5,131.66|120.43|109.71|99.48|89.76,2026-07-15
PARAGMILK,229.46,341.63,East,229.46,214.56,229.46|244.86|260.76|277.15|294.05,214.56|200.16|186.27|172.87|159.97,2026-07-15
PARAS,1224.5,313.71,Southeast,1259.74,1224.5,1259.74|1295.49|1331.73|1368.47|1405.71,1224.5|1189.76|1155.51|1121.77|1088.53,2026-07-15
PARASPETRO,2.03,31.46,Northeast,3.7,1.16,3.7|5.88|8.55|11.73|15.4,1.16|0.86|0.33|0.18|0.01,2026-07-15
PARKHOSPS,290.45,322.67,Southeast,307.74,290.45,307.74|325.54|343.83|362.62|381.91,290.45|273.66|257.36|241.57|226.28,2026-07-15
PARKHOTELS,131.26,37.24,Northeast,131.26,120.05,131.26|142.97|155.17|167.88|181.09,120.05|109.35|99.14|89.43|80.23,2026-07-15
PASHUPATI,86.95,13.45,East,86.95,77.88,86.95|96.52|106.6|117.17|128.25,77.88|69.3|61.23|53.65|46.58,2026-07-15
PATANJALI,408.85,174.61,West,429.32,388.88,429.32|450.29|471.76|493.73|516.2,388.88|369.41|350.44|331.97|314.0,2026-07-15
PATELENG,31.53,65.73,Northeast,31.53,26.16,31.53|37.4|43.76|50.63|57.99,26.16|21.3|16.93|15.09|13.07,2026-07-15
PATELRMART,227.18,328.05,Southeast,242.5,212.36,242.5|258.32|274.65|291.47|308.79,212.36|198.04|184.21|170.89|158.07,2026-07-15
PAUSHAKLTD,571.15,116.77,Northwest,595.3,571.15,595.3|619.95|645.1|670.74|696.89,571.15|547.5|524.35|501.7|479.56,2026-07-15
PAYTM,1386.5,357.43,East,1386.5,1349.51,1386.5|1423.99|1461.97|1500.46|1539.44,1349.51|1313.03|1277.04|1241.56|1206.57,2026-07-15
PCBL,323.55,132.75,Northwest,323.55,305.81,323.55|341.79|360.52|379.76|399.5,305.81|288.58|271.84|255.6|239.86,2026-07-15
PCJEWELLER,9.92,341.93,East,9.92,8.12,9.92|13.32|17.22|21.62|26.52,8.12|7.02|5.52|4.62|3.42,2026-07-15
PDMJEPAPER,85.61,0.46,East,95.11,85.61,95.11|105.12|115.62|126.62|138.12,85.61|76.61|68.1|60.1|52.6,2026-07-15
PDSL,359.35,307.18,Southeast,359.35,340.64,359.35|378.56|398.26|418.47|439.18,340.64|322.44|304.73|287.52|270.82,2026-07-15
PENIND,172.34,338.01,East,185.72,159.46,185.72|199.6|213.97|228.85|244.23,159.46|147.08|135.21|123.83|112.95,2026-07-15
PERSISTENT,5192.4,145.5,Northwest,5264.71,5120.59,5264.71|5337.52|5410.82|5484.63|5558.94,5120.59|5049.28|4978.48|4908.17|4838.36,2026-07-15
PETRONET,278.95,261.32,South,295.9,262.5,295.9|313.35|331.31|349.76|368.71,262.5|246.55|231.09|216.14|201.69,2026-07-15
PFC,405.1,157.88,West,405.1,385.22,405.1|425.48|446.35|467.73|489.61,385.22|365.85|346.97|328.59|310.71,2026-07-15
PFIZER,4736.3,282.74,South,4736.3,4667.73,4736.3|4805.37|4874.94|4945.01|5015.58,4667.73|4599.66|4532.09|4465.02|4398.45,2026-07-15
PFS,31.03,57.68,Northeast,36.85,25.71,36.85|43.17|49.99|57.31|65.13,25.71|20.89|16.57|15.44|12.75,2026-07-15
PGEL,595.85,208.81,Southwest,620.51,571.69,620.51|645.67|671.33|697.49|724.15,571.69|548.03|524.87|502.21|480.05,2026-07-15
