event_date,symbol,company,purpose_raw,purpose_type,bm_desc,sector
2025-01-22,UEL,Ujaas Energy Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",POWER
2025-01-22,VTL,Vardhman Textiles Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",TEXTILES
2025-01-22,WAAREEINDO,Indosolar Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CAPITAL_GOODS
2025-01-22,WENDT,Wendt (India) Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results for the quarter/period ended December 31, 2024 and to consider the proposal of Interim dividend for the FY 2024-25.",CAPITAL_GOODS
2025-01-22,ZENSARTECH,Zensar Technologies Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and dividend",FMCG
2025-01-23,ADANIENSOL,Adani Energy Solutions Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",POWER
2025-01-23,ADANIGREEN,Adani Green Energy Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",POWER
2025-01-23,AFIL,Akme Fintrade (India) Limited,Fund Raising,OTHER,"Akme Fintrade (India) Limited has informed the Exchange in terms of Regulation 29 of SEBI (LODR) Regulations, about raising the funds through issue of Non-Convertible Debentures.",OTHER
2025-01-23,AMBER,Amber Enterprises India Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CAPITAL_GOODS
2025-01-23,BANKINDIA,Bank of India,Fund Raising,OTHER,To consider Fund Raising through  issue of Long Term (Infra) Bonds,BANKING
2025-01-23,CGCL,Capri Global Capital Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FINANCIAL_SERVICES
2025-01-23,CYIENT,Cyient Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",IT
2025-01-23,DRREDDY,Dr. Reddy's Laboratories Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",PHARMA
2025-01-23,GREAVESCOT,Greaves Cotton Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CAPITAL_GOODS
2025-01-23,HINDPETRO,Hindustan Petroleum Corporation Limited,Financial Results,FINANCIAL_RESULTS,"HINDPETRO : 23-Jan-2025 :  The Company has informed the Exchange that a Board meeting to be held on January 24, 2025 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on January 23, 2025,  To consider and approve the financial results for the period ended December 31, 2024",CHEMICALS
2025-01-23,IEX,Indian Energy Exchange Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and Interim dividend for the Financial year 2024-2025.",FINANCIAL_SERVICES
2025-01-23,INDIGRID,IndiGrid Infrastructure Trust,Fund Raising/Other business matters,OTHER,"This is to inform you that a meeting of the Board of Directors of IndiGrid Investment Managers Limited acting in the capacity of Investment Manager to IndiGrid Infrastructure Trust ( IndiGrid ) is scheduled to be held on Thursday, January 23, 2025, to consider and approve, inter-alia, the following matters: 1) Unaudited Financial Information of IndiGrid for the period ended on December 31, 2024, along with the limited review report;2) Distribution of income to unitholders of IndiGrid for Q3FY25;3) Raising of debt through various sources including term loans, non-convertible debentures and/or any other mode as may be permitted under applicable lawThe Record Date for the purpose of above Distribution, if declared, will be January 28, 2025.",OTHER
2025-01-23,INDUSTOWER,Indus Towers Limited,Financial Results,FINANCIAL_RESULTS,"Indus Towers Limited has informed the Exchange regarding Notice of the Board Meeting to consider and approve the Audited Financial Results (Standalone & Consolidated) for the third quarter (Q3) and nine months ended on December 31, 2024",TELECOM
2025-01-23,IONEXCHANG,ION Exchange (India) Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",INFRASTRUCTURE
2025-01-23,IREDA,Indian Renewable Energy Development Agency Limited,Fund Raising,OTHER,Raising of funds through the issuance of equity shares by way of a qualified institutions placement ( QIP ),ENERGY
2025-01-23,JAYNECOIND,Jayaswal Neco Industries Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",METAL
2025-01-23,KFINTECH,Kfin Technologies Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the standalone and consolidated unaudited financial results of the Company for the quarter and nine months ended December 31, 2024",METAL
2025-01-23,MANKIND,Mankind Pharma Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results for the quarter and nine months ended on December 31, 2024",PHARMA
2025-01-23,MENONBE,Menon Bearings Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",AUTO
2025-01-23,MPHASIS,MphasiS Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",IT
2025-01-23,MPSLTD,MPS Limited,Financial Results/Dividend/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024, Interim Dividend, if any and other business matters.",HEALTHCARE
2025-01-23,NAM-INDIA,Nippon Life India Asset Management Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results for the period ended December 31, 2024",AMC
2025-01-23,NATHBIOGEN,Nath Bio-Genes (India) Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",AGRICULTURE
2025-01-23,NDLVENTURE,NDL Ventures Limited,Financial Results,FINANCIAL_RESULTS,"Pursuant to Reg.29 and Other Applicable Provisions of SEBI LODR Regulations,2015 , This is to Intimate The Exchange that Meeting Of Board Of Board Of Directors is Scheduled to be held on Thursday 23rd January, 2025 to transact the following1. Approve Un-Audited Financial Results For The Quarter And Nine Months Ended 31st December 2024.2. Any Other Business with the Permission Of Chair",FINANCIAL_SERVICES
2025-01-23,PILITA,PIL ITALICA LIFESTYLE LIMITED,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",OTHER
2025-01-23,RAJRATAN,Rajratan Global Wire Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",AUTO
2025-01-23,SENORES,Senores Pharmaceuticals Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",PHARMA
2025-01-23,SILGO,Silgo Retail Limited,Other business matters,OTHER,To consider other business matters,FMCG
2025-01-23,SONACOMS,Sona BLW Precision Forgings Limited,Financial Results/Dividend,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and dividend",AUTO
2025-01-23,SPANDANA,Spandana Sphoorty Financial Limited,Financial Results/Fund Raising,FINANCIAL_RESULTS,"To consider and approve the unaudited financial results for the period ended December 31, 2024 and Fund Raising",FINANCIAL_SERVICES
2025-01-23,SURYODAY,Suryoday Small Finance Bank Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",BANKING
2025-01-23,SYNGENE,Syngene International Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",INFRASTRUCTURE
2025-01-23,TARACHAND,Tara Chand InfraLogistic Solutions Limited,Dividend,DIVIDEND,To consider dividend,LOGISTICS
2025-01-23,TARACHAND,Tara Chand InfraLogistic Solutions Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",LOGISTICS
2025-01-23,TEJASNET,Tejas Networks Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",TELECOM
2025-01-23,THYROCARE,Thyrocare Technologies Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the Unaudited Standalone and Consolidated financial results for the Quarter ended December 31, 2024.",HEALTHCARE
2025-01-23,TOKYOPLAST,Tokyo Plast International Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",OTHER
2025-01-23,TTML,Tata Teleservices (Maharashtra) Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",TELECOM
2025-01-23,UJJIVANSFB,Ujjivan Small Finance Bank Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",BANKING
2025-01-23,ULTRACEMCO,UltraTech Cement Limited,Financial Results,FINANCIAL_RESULTS,"ULTRACEMCO : 23-Jan-2025 :  The Company has informed the Exchange that a Board meeting to be held on January 21, 2025 has been re-scheduled. Further, the Company has informed the Exchange that the meeting of the Board of Directors of the Company will be held on January 23, 2025,  To consider and approve the financial results for the period ended December 31, 2024",CEMENT
2025-01-23,UNITDSPR,United Spirits Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FMCG
2025-01-23,V2RETAIL,V2 Retail Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters.",RETAIL
2025-01-23,ZEEL,Zee Entertainment Enterprises Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",MEDIA
2025-01-24,AAKASH,Aakash Exploration Services Limited,Financial Results/Other business matters,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024 and other business matters",OTHER
2025-01-24,ACL,Andhra Cements Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CEMENT
2025-01-24,AGRITECH,Agri-Tech (India) Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",AGRICULTURE
2025-01-24,ALKYLAMINE,Alkyl Amines Chemicals Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CHEMICALS
2025-01-24,ARKADE,Arkade Developers Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CAPITAL_GOODS
2025-01-24,ASALCBR,Associated Alcohols & Breweries Ltd.,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",FMCG
2025-01-24,ATUL,Atul Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",CHEMICALS
2025-01-24,AUBANK,AU Small Finance Bank Limited,Financial Results,FINANCIAL_RESULTS,"To consider and approve the financial results for the period ended December 31, 2024",BANKING
