symbol,rsi_14,rsi_zone_enc,macd_hist,macd_signal_enc,bb_pct_b,bb_squeeze,adx_14,adx_trending,as_of_date
REDINGTON,65.75,1,2.3546,1,0.7618,31.73,43.49,1,2026-06-30
REDTAPE,54.26,1,-0.0668,1,0.7206,5.41,33.19,1,2026-06-30
REFEX,71.95,0,2.1431,2,0.9575,22.03,44.57,1,2026-06-30
REGAAL,54.04,1,0.2224,1,0.5175,18.28,37.51,1,2026-06-30
REGENCERAM,42.72,1,0.1928,1,0.3118,7.9,25.12,1,2026-06-30
RELAXO,71.45,0,5.5948,1,0.9564,30.26,44.17,1,2026-06-30
RELCHEMQ,53.56,1,-0.1928,0,0.5603,24.77,25.27,1,2026-06-30
RELIABLE,52.88,1,-0.8579,0,0.4546,16.22,27.77,1,2026-06-30
RELIANCE,42.44,1,2.2138,1,0.4102,6.87,17.0,0,2026-06-30
RELIGARE,71.77,0,2.9001,1,0.8253,28.89,41.02,1,2026-06-30
RELTD,66.02,1,2.4639,1,0.8388,43.62,35.33,1,2026-06-30
REMSONSIND,30.31,1,-0.1749,0,0.0143,14.98,20.01,0,2026-06-30
RENUKA,39.6,1,0.0717,1,0.3453,11.86,24.17,0,2026-06-30
REPCOHOME,67.51,1,4.7527,2,0.9474,18.18,22.87,0,2026-06-30
REPL,51.76,1,0.6849,2,0.7289,15.77,12.24,0,2026-06-30
REPRO,54.04,1,1.3091,1,0.766,9.74,19.55,0,2026-06-30
RESPONIND,60.11,1,1.1183,1,0.7375,25.2,38.17,1,2026-06-30
RETAIL,41.64,1,-0.0023,0,0.2988,21.63,12.88,0,2026-06-30
RGL,65.76,1,1.029,1,0.8642,22.79,29.16,1,2026-06-30
RHETAN,37.98,1,-0.4929,1,0.0796,22.79,19.36,0,2026-06-30
RHIM,43.49,1,-0.0445,0,0.3227,13.06,11.94,0,2026-06-30
RHL,43.21,1,-0.3485,0,0.1647,6.58,18.55,0,2026-06-30
RICOAUTO,53.68,1,-0.9077,0,0.5193,24.76,31.36,1,2026-06-30
RIIL,51.91,1,-0.8891,0,0.5279,21.88,43.2,1,2026-06-30
RISHABH,58.69,1,0.0166,1,0.6851,19.8,35.66,1,2026-06-30
RITCO,49.22,1,-0.8243,0,0.4249,11.6,27.82,1,2026-06-30
RITES,43.86,1,-0.0776,0,0.3638,8.38,20.66,0,2026-06-30
RKDL,39.85,1,0.0589,1,0.2821,15.88,14.28,0,2026-06-30
RKEC,37.84,1,0.0682,1,0.1714,29.06,31.16,1,2026-06-30
RKFORGE,46.87,1,-1.6846,0,0.4338,11.55,12.5,0,2026-06-30
RKSWAMY,56.83,1,-0.2117,1,0.8533,6.44,29.32,1,2026-06-30
RMDRIP,60.86,1,0.327,2,0.8391,36.0,16.83,0,2026-06-30
RML,72.02,0,14.1564,2,0.9632,36.67,45.07,1,2026-06-30
RNBDENIMS,26.3,2,1.3866,1,0.5778,20.69,56.17,1,2026-06-30
ROHLTD,51.54,1,1.2586,1,0.6406,11.85,25.17,1,2026-06-30
ROLEXRINGS,65.99,1,1.0503,2,0.9766,11.24,17.72,0,2026-06-30
ROLLT,66.37,1,0.0342,1,0.8379,52.91,28.05,1,2026-06-30
ROML,50.32,1,-0.012,0,0.4663,5.8,19.28,0,2026-06-30
ROSSARI,50.8,1,-0.4823,0,0.5091,12.6,19.23,0,2026-06-30
ROSSELLIND,58.92,1,0.2103,1,0.883,9.27,20.52,0,2026-06-30
ROSSTECH,48.16,1,-12.6696,1,0.3033,19.55,17.28,0,2026-06-30
ROTO,66.55,1,0.9503,1,0.8365,34.16,38.21,1,2026-06-30
ROUTE,46.59,1,-1.7894,0,0.2621,7.52,15.25,0,2026-06-30
RPEL,70.96,0,-12.199,1,0.6955,23.88,47.08,1,2026-06-30
RPGLIFE,56.27,1,3.8587,1,0.7026,13.1,25.3,1,2026-06-30
RPOWER,39.03,1,-0.2363,1,0.1212,15.92,13.8,0,2026-06-30
RPPINFRA,46.82,1,0.5801,1,0.6575,16.14,14.25,0,2026-06-30
RPPL,66.04,1,0.2184,2,0.914,29.73,25.27,1,2026-06-30
RPSGVENT,39.11,1,-1.8739,0,0.1306,10.58,11.83,0,2026-06-30
RPTECH,75.5,0,11.9286,1,0.8265,62.44,50.38,1,2026-06-30
RRIL,30.22,1,-0.337,0,-0.0028,20.66,32.78,1,2026-06-30
RRKABEL,67.74,1,8.9646,1,0.7693,22.37,46.49,1,2026-06-30
RSL,47.97,1,-0.0768,1,0.4725,3.82,9.41,0,2026-06-30
RSSOFTWARE,72.48,0,1.5707,2,1.0406,58.04,40.1,1,2026-06-30
RSWM,56.15,1,0.3723,1,0.5774,31.95,48.33,1,2026-06-30
RSYSTEMS,32.77,1,-1.4095,0,0.0432,15.74,12.22,0,2026-06-30
RTNINDIA,41.3,1,-0.3527,1,0.1461,17.23,13.67,0,2026-06-30
RTNPOWER,40.86,1,-0.0378,0,0.1353,9.12,10.65,0,2026-06-30
RUBFILA,48.49,1,-0.1423,1,0.4765,10.69,22.14,0,2026-06-30
RUBICON,69.93,1,-0.0547,0,0.7768,23.77,46.17,1,2026-06-30
RUBYMILLS,80.58,0,7.6677,2,1.3157,43.46,62.46,1,2026-06-30
RUCHINFRA,43.75,1,-0.0152,0,0.0782,5.34,14.28,0,2026-06-30
RUCHIRA,48.06,1,0.3388,2,0.6373,7.14,21.57,0,2026-06-30
RUDRA,69.6,1,0.5418,1,0.7914,62.4,39.67,1,2026-06-30
RUPA,67.43,1,1.3653,1,0.862,20.47,34.13,1,2026-06-30
RUSHIL,52.89,1,0.0453,1,0.6049,33.97,27.74,1,2026-06-30
RUSTOMJEE,60.83,1,3.0353,2,1.0293,11.97,16.77,0,2026-06-30
RVHL,50.86,1,-0.2129,0,0.4924,34.0,25.66,1,2026-06-30
RVNL,38.68,1,1.6486,1,0.4218,10.48,29.93,1,2026-06-30
RVTH,62.12,1,2.4658,2,1.0971,10.66,30.19,1,2026-06-30
S&SPOWER,67.46,1,7.4024,1,0.7725,66.07,26.14,1,2026-06-30
SAATVIKGL,49.95,1,-1.1377,0,0.393,7.33,20.88,0,2026-06-30
SABTNL,82.78,0,21.7018,2,0.9372,48.01,41.71,1,2026-06-30
SADBHAV,43.44,1,-0.0201,1,0.2077,11.35,8.13,0,2026-06-30
SADBHIN,57.66,1,0.0338,1,0.7782,21.11,21.83,0,2026-06-30
SADHNANIQ,71.83,0,0.1366,1,0.9635,78.69,34.51,1,2026-06-30
SAFARI,51.41,1,-6.2354,0,0.4537,10.86,24.33,0,2026-06-30
SAGARDEEP,51.3,1,-0.0482,1,0.5467,5.89,13.84,0,2026-06-30
SAGCEM,53.47,1,0.7689,2,0.7249,8.95,13.88,0,2026-06-30
SAGILITY,42.23,1,0.0382,1,0.2439,5.32,14.3,0,2026-06-30
SAHLIBHFI,58.81,1,0.5948,2,0.8705,11.5,27.35,1,2026-06-30
SAHYADRI,51.22,1,0.1902,2,0.6384,12.34,16.62,0,2026-06-30
SAIL,38.69,1,-1.2758,1,0.2658,21.61,30.33,1,2026-06-30
SAILIFE,61.38,1,-0.8412,1,0.7892,9.85,26.8,1,2026-06-30
SAIPARENT,69.69,1,-1.0914,0,0.7079,19.1,63.22,1,2026-06-30
SAKAR,59.66,1,-4.5088,1,0.7989,9.73,28.92,1,2026-06-30
SAKHTISUG,41.13,1,-0.1036,1,0.1754,9.76,19.96,0,2026-06-30
SAKSOFT,85.16,0,5.9683,2,1.3718,45.58,23.99,0,2026-06-30
SAKUMA,64.0,1,0.0571,1,0.7494,85.57,45.87,1,2026-06-30
SALASAR,26.42,2,-0.1078,0,-0.0867,21.91,25.52,1,2026-06-30
SALONA,39.55,1,-1.1672,1,0.2377,14.61,9.54,0,2026-06-30
SALSTEEL,91.55,0,-0.5294,0,0.7446,49.32,65.71,1,2026-06-30
SALZERELEC,47.11,1,-0.3496,0,0.4173,8.61,12.95,0,2026-06-30
SAMBHAAV,43.6,1,-0.0299,0,0.2308,12.77,15.82,0,2026-06-30
SAMBHV,48.33,1,0.5173,1,0.5543,9.6,18.25,0,2026-06-30
SAMHI,57.54,1,0.5481,1,0.6612,17.67,31.76,1,2026-06-30
SAMMAANCAP,53.53,1,-1.755,1,0.3759,10.38,23.93,0,2026-06-30
SAMPANN,53.78,1,0.1096,1,0.7582,7.55,22.04,0,2026-06-30
SANATHAN,61.85,1,4.0854,1,0.8172,17.77,21.03,0,2026-06-30
SANDESH,52.17,1,6.6531,1,0.7902,9.63,19.02,0,2026-06-30
SANDHAR,61.01,1,-7.8302,1,0.7431,8.64,34.36,1,2026-06-30
SANDUMA,36.33,1,-1.2454,0,0.0822,12.93,15.46,0,2026-06-30
SANGAMIND,58.42,1,-0.3374,1,0.8525,5.6,39.17,1,2026-06-30
SANGHIIND,39.13,1,0.2989,2,0.3729,17.24,15.61,0,2026-06-30
SANGHVIMOV,67.62,1,0.2471,2,0.8744,25.8,43.82,1,2026-06-30
SANGINITA,64.63,1,0.1231,1,0.7913,48.27,23.07,0,2026-06-30
SANOFI,62.66,1,21.1959,1,0.8512,12.11,21.84,0,2026-06-30
SANOFICONR,44.03,1,-17.9069,0,0.158,6.94,13.92,0,2026-06-30
SANSERA,72.37,0,13.8271,2,1.0143,14.47,33.73,1,2026-06-30
SANSTAR,57.52,1,-0.0944,0,0.7228,13.79,39.44,1,2026-06-30
SAPPHIRE,49.83,1,0.1953,1,0.5488,13.59,15.1,0,2026-06-30
SAPPL,50.76,1,0.411,2,0.6561,10.58,20.06,0,2026-06-30
SARDAEN,33.47,1,-1.1248,0,-0.1437,7.92,22.0,0,2026-06-30
SAREGAMA,67.7,1,0.3585,2,0.9775,12.57,57.45,1,2026-06-30
SARLAPOLY,52.03,1,-0.298,1,0.4268,5.23,16.48,0,2026-06-30
SARVESHWAR,64.45,1,0.0499,1,0.7051,57.16,30.35,1,2026-06-30
SASKEN,50.0,1,-45.3145,0,0.3213,26.74,43.97,1,2026-06-30
SASTASUNDR,63.07,1,1.4933,2,1.4795,4.55,19.48,0,2026-06-30
SATIA,38.33,1,0.3253,1,0.3512,7.17,32.48,1,2026-06-30
SATIN,62.72,1,-0.6298,1,0.9817,9.83,24.21,0,2026-06-30
SAURASHCEM,35.79,1,-0.1386,0,-0.1378,6.42,13.35,0,2026-06-30
SBC,63.31,1,0.1844,1,0.735,25.89,32.91,1,2026-06-30
SBCL,60.79,1,-2.1918,1,0.7969,12.64,40.16,1,2026-06-30
SBFC,46.4,1,-0.1534,0,0.2734,5.82,13.83,0,2026-06-30
SBGLP,41.24,1,-0.0622,0,0.1969,8.99,16.5,0,2026-06-30
SBIBPB,51.02,1,-0.0297,0,0.5127,9.61,17.59,0,2026-06-30
SBICARD,42.59,1,1.3532,1,0.3806,11.67,19.16,0,2026-06-30
SBIETFCON,57.64,1,0.2087,1,0.7363,7.03,27.41,1,2026-06-30
SBIETFIT,33.21,1,-1.8048,0,0.0337,14.57,18.4,0,2026-06-30
SBIETFPB,58.99,1,0.5701,1,0.6858,11.36,25.05,1,2026-06-30
SBIETFQLTY,40.66,1,-0.4122,0,0.1302,4.02,27.34,1,2026-06-30
SBILIFE,44.51,1,1.982,2,0.4724,6.23,20.16,0,2026-06-30
SBILIQETF,100.0,0,0.0318,1,0.9246,0.46,90.92,1,2026-06-30
SBIMIDMOM,51.52,1,-0.0417,0,0.5527,7.76,19.63,0,2026-06-30
SBIN,54.65,1,3.1369,1,0.6446,10.25,15.38,0,2026-06-30
SBINEQWETF,51.09,1,0.023,1,0.5901,4.48,15.89,0,2026-06-30
SBINMID150,55.58,1,0.0044,1,0.658,6.32,40.92,1,2026-06-30
SBISILVER,37.64,1,-2.282,1,0.2124,22.62,21.46,0,2026-06-30
SCANSTL,59.96,1,0.2723,2,0.861,17.35,22.04,0,2026-06-30
SCHAEFFLER,53.26,1,3.3328,1,0.6563,11.37,11.57,0,2026-06-30
SCHAND,39.52,1,0.29,2,0.3952,7.36,26.14,1,2026-06-30
SCHNEIDER,59.16,1,6.8515,1,0.7481,39.75,38.65,1,2026-06-30
SCI,48.26,1,0.2226,1,0.486,13.01,21.18,0,2026-06-30
SCILAL,40.05,1,-0.1278,0,0.18,7.5,11.8,0,2026-06-30
SCODATUBES,57.46,1,1.909,1,0.7312,31.81,30.03,1,2026-06-30
SCPL,69.24,1,3.9029,1,0.7005,84.66,50.81,1,2026-06-30
SDBL,36.98,1,-0.8051,0,0.1558,26.45,25.19,1,2026-06-30
SDL26BEES,44.22,1,-0.063,0,0.1445,1.04,51.49,1,2026-06-30
SEAMECLTD,41.47,1,-7.4589,1,0.287,28.46,24.96,0,2026-06-30
SECMARK,49.96,1,-0.6891,1,0.3299,8.75,10.88,0,2026-06-30
SECURKLOUD,39.86,1,0.0297,2,0.2624,11.46,12.51,0,2026-06-30
SEDEMAC,67.89,1,-10.6185,1,0.8466,27.04,61.27,1,2026-06-30
SEIL,60.08,1,1.2574,2,0.817,24.94,18.9,0,2026-06-30
SEJALLTD,77.99,0,21.5051,2,0.9003,83.38,38.08,1,2026-06-30
SELAN,50.38,1,4.5809,1,0.6959,9.74,19.23,0,2026-06-30
SELECTIPO,65.4,1,0.1366,1,0.8439,9.47,20.53,0,2026-06-30
SELMC,42.06,1,-0.0523,1,0.188,6.89,38.98,1,2026-06-30
SEMAC,75.65,0,11.7106,1,0.966,55.49,40.64,1,2026-06-30
SENCO,45.27,1,-2.2008,1,0.232,9.82,10.28,0,2026-06-30
SENORES,70.34,0,2.0934,1,0.7762,38.56,44.65,1,2026-06-30
SENSEXADD,54.11,1,0.1478,1,0.6509,7.31,12.67,0,2026-06-30
SENSEXBETA,54.55,1,1.6355,1,0.6762,6.79,23.39,0,2026-06-30
SENSEXETF,58.02,1,0.1836,1,0.7297,7.36,13.91,0,2026-06-30
SENSEXIETF,54.27,1,1.8718,1,0.6674,7.43,25.41,1,2026-06-30
SEPC,39.06,1,-0.0485,0,0.1966,20.06,13.77,0,2026-06-30
SEQUENT,48.11,1,0.3155,2,0.4716,14.28,15.85,0,2026-06-30
SERVOTECH,53.07,1,-0.8933,1,0.442,15.66,18.91,0,2026-06-30
SESHAPAPER,50.01,1,1.3067,2,0.7089,7.95,18.87,0,2026-06-30
SETCO,84.32,0,0.5508,2,0.987,53.83,31.26,1,2026-06-30
SETF10GILT,63.87,1,0.2624,1,0.8023,2.8,31.39,1,2026-06-30
SETFGOLD,34.57,1,-0.7868,1,0.1228,13.55,23.31,0,2026-06-30
SETFNIF50,54.03,1,0.3927,1,0.6637,6.08,12.49,0,2026-06-30
SETFNIFBK,62.54,1,1.2555,1,0.7107,11.41,31.89,1,2026-06-30
SETFNN50,53.54,1,0.1168,1,0.6073,7.43,26.28,1,2026-06-30
SETL,86.95,0,7.8948,2,1.0901,74.61,50.2,1,2026-06-30
SFL,72.0,0,0.9454,1,0.8098,25.19,44.73,1,2026-06-30
SGFIN,62.96,1,0.6641,2,1.0392,9.37,29.08,1,2026-06-30
SGIL,56.45,1,-0.2708,1,0.6968,10.96,25.08,1,2026-06-30
SGL,32.23,1,-0.0428,1,0.1991,18.59,24.99,0,2026-06-30
SGLTL,34.07,1,-0.3858,1,0.1795,15.25,51.08,1,2026-06-30
SGMART,51.84,1,-1.0514,1,0.573,7.17,27.18,1,2026-06-30
SHADOWFAX,65.63,1,-0.6018,0,0.7786,19.41,38.84,1,2026-06-30
SHAH,30.89,1,-0.0549,1,0.0626,25.08,24.1,0,2026-06-30
SHAHALLOYS,49.01,1,0.1749,1,0.5068,10.1,30.64,1,2026-06-30
SHAILY,54.22,1,-21.9817,1,0.4151,15.67,21.63,0,2026-06-30
SHAKTIPUMP,64.14,1,5.8029,1,0.8724,18.93,26.73,1,2026-06-30
SHALBY,60.52,1,0.0026,2,0.825,7.24,9.68,0,2026-06-30
SHALPAINTS,46.13,1,-0.1468,0,0.3599,12.87,14.71,0,2026-06-30
SHANKARA,54.15,1,0.6137,2,0.6748,13.28,21.43,0,2026-06-30
SHANTI,59.81,1,0.0371,2,1.2369,7.42,35.62,1,2026-06-30
SHANTIGEAR,46.4,1,0.0001,1,0.4655,4.01,21.1,0,2026-06-30
SHANTIGOLD,53.31,1,-0.6572,1,0.5518,6.29,28.56,1,2026-06-30
SHARDACROP,40.01,1,2.3541,1,0.2193,7.12,18.14,0,2026-06-30
SHARDAMOTR,61.69,1,7.2949,2,1.0441,11.95,16.85,0,2026-06-30
SHARDUL,45.5,1,-0.0716,0,0.1582,10.54,18.06,0,2026-06-30
SHAREINDIA,44.14,1,-0.0361,0,0.3883,9.62,12.83,0,2026-06-30
SHARIABEES,34.79,1,-0.8306,0,0.0414,5.68,13.01,0,2026-06-30
SHBAJRG,54.31,1,-1.2802,0,0.4425,15.17,22.78,0,2026-06-30
SHEKHAWATI,79.17,0,0.5434,2,1.1392,67.04,39.73,1,2026-06-30
SHEMAROO,66.05,1,2.0393,1,0.8464,37.71,48.61,1,2026-06-30
SHILCTECH,60.76,1,48.6797,1,0.782,27.01,27.46,1,2026-06-30
SHILPAMED,66.95,1,0.3278,2,0.9963,16.55,55.97,1,2026-06-30
SHINDL,42.96,1,-1.3497,1,0.2302,11.74,29.03,1,2026-06-30
SHIVALIK,45.2,1,0.7076,1,0.2573,16.93,15.56,0,2026-06-30
SHIVAMAUTO,56.14,1,0.0099,1,0.611,23.13,24.6,0,2026-06-30
SHIVAMILLS,53.38,1,-0.3448,0,0.4267,15.74,45.95,1,2026-06-30
SHIVATEX,40.56,1,0.0537,1,0.1432,6.2,14.34,0,2026-06-30
SHIVAUM,63.29,1,4.3281,1,0.8034,31.37,29.85,1,2026-06-30
SHK,42.65,1,0.007,1,0.3865,20.11,21.01,0,2026-06-30
SHOPERSTOP,52.05,1,-1.9286,0,0.3578,7.44,34.55,1,2026-06-30
SHRADHA,44.95,1,0.0291,1,0.3552,6.46,12.69,0,2026-06-30
SHREDIGCEM,54.31,1,0.1513,1,0.6452,12.62,22.43,0,2026-06-30
SHREECEM,54.0,1,94.9053,1,0.6882,11.4,21.02,0,2026-06-30
SHREEJISPG,61.57,1,-1.6154,1,0.743,12.88,44.16,1,2026-06-30
SHREEPUSHK,65.44,1,3.6511,1,0.8936,19.95,27.52,1,2026-06-30
SHREERAMA,45.74,1,-0.0063,0,0.3856,14.31,12.78,0,2026-06-30
SHRENIK,35.35,1,-0.0064,0,0.0095,23.1,17.3,0,2026-06-30
SHREYANIND,36.42,1,0.5921,1,0.1718,8.06,19.4,0,2026-06-30
SHRIKRISH,51.04,1,-0.059,1,0.5957,13.7,25.61,1,2026-06-30
SHRINGARMS,61.01,1,0.8366,2,0.9359,9.16,11.31,0,2026-06-30
SHRIPISTON,77.84,0,53.6706,2,1.0179,27.61,41.12,1,2026-06-30
SHRIRAMFIN,68.24,1,9.1677,1,0.858,21.7,22.82,0,2026-06-30
SHRIRAMPPS,50.62,1,-0.1477,0,0.5074,10.45,21.74,0,2026-06-30
SHYAMCENT,75.52,0,0.097,2,1.1898,22.34,33.36,1,2026-06-30
SHYAMMETL,48.89,1,-6.4604,1,0.176,6.31,29.45,1,2026-06-30
SHYAMTEL,88.33,0,0.9946,2,1.1881,108.97,30.68,1,2026-06-30
SICAGEN,42.0,1,-0.2331,0,0.1626,10.29,26.09,1,2026-06-30
SIEMENS,45.89,1,-10.6027,0,0.321,7.9,14.12,0,2026-06-30
SIGACHI,48.07,1,-0.0322,0,0.4619,33.18,25.82,1,2026-06-30
SIGIND,46.82,1,-0.0589,0,0.3812,7.63,15.21,0,2026-06-30
SIGMA,43.92,1,0.0491,2,0.3507,8.9,7.96,0,2026-06-30
SIGMAADV,90.35,0,17.2897,1,0.8662,144.48,64.38,1,2026-06-30
SIGNATURE,29.25,2,-4.2304,0,-0.0348,11.74,17.12,0,2026-06-30
SIGNPOST,54.89,1,0.3522,2,0.8145,14.89,18.01,0,2026-06-30
SIKA,64.92,1,18.8269,1,0.8678,38.56,28.35,1,2026-06-30
SIKKO,35.72,1,0.0066,1,0.1114,9.8,49.14,1,2026-06-30
SIL,49.64,1,0.0037,2,0.5129,8.48,25.21,1,2026-06-30
SILGO,44.64,1,-0.0884,1,0.3649,12.18,13.76,0,2026-06-30
SILINV,42.88,1,0.6404,1,0.3941,5.76,28.27,1,2026-06-30
SILLYMONKS,42.17,1,-0.1466,0,0.1458,14.79,22.5,0,2026-06-30
SILVER,36.5,1,-2.337,1,0.1995,22.52,28.06,1,2026-06-30
SILVER1,34.92,1,-0.0983,1,0.1984,22.67,32.44,1,2026-06-30
SILVER360,36.14,1,-2.2818,1,0.1942,22.26,26.66,1,2026-06-30
SILVERADD,36.86,1,-2.2476,1,0.2022,22.64,21.09,0,2026-06-30
SILVERAG,37.02,1,-2.2938,1,0.2016,22.59,23.21,0,2026-06-30
SILVERBEES,37.16,1,-2.2502,1,0.2055,22.74,20.95,0,2026-06-30
SILVERBETA,37.4,1,-2.2384,1,0.2076,22.71,22.46,0,2026-06-30
SILVERBND,37.12,1,-2.333,1,0.2031,22.39,20.97,0,2026-06-30
SILVERCASE,36.51,1,-0.2439,1,0.2008,22.96,24.41,0,2026-06-30
SILVERETF,85.09,0,2.1404,1,0.9386,32.54,44.66,1,2026-06-30
SILVERIETF,36.79,1,-2.3667,1,0.2047,22.71,24.85,0,2026-06-30
SILVERTUC,54.26,1,-2.5354,1,0.448,18.62,33.89,1,2026-06-30
SILVRETF,76.8,0,0.5748,2,0.9316,16.84,44.97,1,2026-06-30
SIMPLEXINF,56.81,1,-2.2768,1,0.6419,20.51,19.86,0,2026-06-30
SINCLAIR,45.89,1,0.0387,1,0.3993,9.1,30.16,1,2026-06-30
SINDHUTRAD,47.23,1,-0.1085,1,0.3112,8.43,18.7,0,2026-06-30
SINGERIND,48.45,1,0.0297,1,0.4819,9.35,11.89,0,2026-06-30
SINTERCOM,43.38,1,-0.1845,0,0.3344,13.11,16.06,0,2026-06-30
SIRCA,30.29,1,-0.8952,0,-0.0902,4.82,15.85,0,2026-06-30
SIS,49.16,1,-2.2111,0,0.204,8.02,54.82,1,2026-06-30
SIYSIL,58.34,1,0.1887,1,0.7605,10.39,22.98,0,2026-06-30
SJS,65.45,1,-4.0159,1,0.7817,15.45,35.83,1,2026-06-30
SJVN,48.9,1,0.0435,2,0.5766,5.1,8.47,0,2026-06-30
SKFINDIA,57.11,1,7.4333,2,0.8717,7.55,20.72,0,2026-06-30
SKFINDUS,79.97,0,38.8811,1,0.8966,33.74,50.42,1,2026-06-30
SKIPPER,52.35,1,-5.4768,1,0.2583,10.27,24.72,0,2026-06-30
SKMEGGPROD,72.98,0,4.0927,2,1.0561,31.02,61.22,1,2026-06-30
SKYGOLD,58.78,1,-2.6189,1,0.6378,17.39,19.89,0,2026-06-30
SMALL250,65.24,1,0.0251,1,0.7856,8.87,45.82,1,2026-06-30
SMALLADD,63.93,1,0.0255,1,0.7849,9.08,21.89,0,2026-06-30
SMALLCAP,60.27,1,0.0595,1,0.7447,8.06,26.68,1,2026-06-30
SMARTLINK,61.87,1,2.8593,1,0.7729,43.06,34.43,1,2026-06-30
SMARTWORKS,62.92,1,2.3217,1,0.8486,13.65,34.86,1,2026-06-30
SMCGLOBAL,55.55,1,-0.0892,0,0.561,29.81,26.25,1,2026-06-30
SML100CASE,64.14,1,0.0186,2,0.8458,8.73,60.23,1,2026-06-30
SMLISUZU,49.55,1,44.5739,1,0.6865,16.89,22.87,0,2026-06-30
SMLMAH,59.55,1,17.7121,1,0.7988,15.18,21.42,0,2026-06-30
SMLT,39.23,1,-0.2932,0,0.0529,8.55,14.43,0,2026-06-30
SMSLIFE,65.49,1,15.0867,1,0.8756,26.82,45.29,1,2026-06-30
SMSPHARMA,66.62,1,3.6731,2,1.2981,12.18,18.95,0,2026-06-30
SNOWMAN,40.76,1,-0.1034,0,0.2768,11.86,17.6,0,2026-06-30
SNXT30BEES,45.94,1,-0.0319,0,0.3716,3.31,10.9,0,2026-06-30
SNXT50BETA,54.78,1,0.0855,1,0.6864,6.86,13.0,0,2026-06-30
SOBHA,48.95,1,2.588,1,0.544,13.92,19.84,0,2026-06-30
SOFTTECH,61.53,1,6.4524,1,0.7456,47.77,28.65,1,2026-06-30
SOLARA,54.56,1,-2.5811,1,0.576,15.16,39.03,1,2026-06-30
SOLARINDS,61.05,1,-13.7307,1,0.8836,11.62,23.89,0,2026-06-30
SOLARWORLD,40.22,1,-0.2641,1,0.2866,11.61,13.33,0,2026-06-30
SOLEX,43.79,1,5.1065,2,0.4787,15.08,13.55,0,2026-06-30
SOMANYCERA,62.68,1,-0.7155,1,1.0132,7.54,30.94,1,2026-06-30
SOMATEX,32.94,1,-1.0028,0,-0.0035,18.36,17.29,0,2026-06-30
SOMICONVEY,53.91,1,1.3675,1,0.7898,17.17,26.47,1,2026-06-30
SONACOMS,60.49,1,1.2699,1,0.8139,7.61,23.13,0,2026-06-30
SONAMLTD,40.94,1,-0.4772,1,0.1569,13.87,17.07,0,2026-06-30
SONATSOFTW,44.66,1,-1.5907,0,0.3608,26.21,28.37,1,2026-06-30
SOTL,47.86,1,-13.6489,0,0.2375,29.14,49.75,1,2026-06-30
SOUTHBANK,55.85,1,-0.3414,0,0.4778,14.4,32.72,1,2026-06-30
SOUTHWEST,33.66,1,-4.778,0,-0.0094,24.46,17.15,0,2026-06-30
SPAL,71.76,0,26.4765,2,0.9975,50.93,43.77,1,2026-06-30
SPANDANA,60.55,1,2.4201,2,0.8423,20.79,22.47,0,2026-06-30
SPARC,62.31,1,-1.7528,1,0.712,24.48,39.43,1,2026-06-30
SPCENET,45.75,1,0.04,1,0.4551,30.04,21.2,0,2026-06-30
SPECIALITY,60.65,1,1.957,1,0.7751,38.12,30.23,1,2026-06-30
SPECTRUM,69.89,1,5.4646,2,0.9414,22.99,39.96,1,2026-06-30
SPENCERS,44.38,1,-0.1858,0,0.2601,10.17,11.97,0,2026-06-30
SPIC,43.31,1,-0.2562,0,0.1997,8.45,12.19,0,2026-06-30
SPLIL,48.97,1,0.0576,1,0.4867,11.27,9.88,0,2026-06-30
SPLPETRO,48.99,1,2.7884,1,0.508,16.64,21.91,0,2026-06-30
SPMLINFRA,48.51,1,0.9117,1,0.5322,15.61,18.8,0,2026-06-30
SPORTKING,50.23,1,-1.8163,0,0.2288,10.52,30.82,1,2026-06-30
SRD,46.36,1,0.1974,1,0.5184,9.94,15.26,0,2026-06-30
SREEL,56.99,1,0.5338,1,0.6488,15.23,48.92,1,2026-06-30
SRF,53.88,1,-3.862,1,0.6995,4.08,9.4,0,2026-06-30
SRGHFL,63.03,1,2.0005,2,0.9533,11.36,11.93,0,2026-06-30
SRHHYPOLTD,41.35,1,-1.4904,1,0.1802,6.75,10.41,0,2026-06-30
SRM,54.71,1,2.0797,1,0.7572,12.17,17.17,0,2026-06-30
SRTL,39.57,1,0.11,2,0.2989,8.86,30.84,1,2026-06-30
SSDL,46.22,1,0.2581,1,0.5457,10.36,29.73,1,2026-06-30
SSWL,57.44,1,-0.4749,0,0.6073,10.38,25.4,1,2026-06-30
STALLION,52.22,1,-1.9898,0,0.4022,13.98,19.06,0,2026-06-30
STANLEY,52.91,1,0.9011,2,0.8522,11.29,15.26,0,2026-06-30
STAR,51.04,1,2.9497,1,0.6291,16.3,21.12,0,2026-06-30
STARCEMENT,39.78,1,-0.1058,0,0.2221,5.71,15.1,0,2026-06-30
STARHEALTH,75.25,0,4.3943,1,0.8855,19.88,44.24,1,2026-06-30
STARPAPER,50.67,1,0.2418,2,0.6053,5.98,23.32,0,2026-06-30
STARTECK,66.89,1,1.1293,1,0.8578,12.62,32.15,1,2026-06-30
STCINDIA,51.84,1,-0.2566,0,0.5323,24.65,36.24,1,2026-06-30
STEELCAS,59.24,1,1.1744,1,0.8557,12.03,29.89,1,2026-06-30
