symbol,sector,close_now,as_of_date,price_score,ath_proximity_score,sector_flow_score,deal_score,corporate_score,base_score,market_regime,regime_multiplier,bull_run_score,label,trend_signal,driving_participant,ret_30d,ret_90d,ret_365d,vol_ratio
TRITONV,OTHER,1148.6,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
MIIL,OTHER,682.55,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
EKI,OTHER,80.84,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ANSALBU,OTHER,72.8,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ARCL,OTHER,236.4,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
UDAYJEW,OTHER,145.36,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
AMAL,OTHER,751.25,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ITL,OTHER,318.4,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ALUFLUOR,OTHER,434.05,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
TRANSCOR,OTHER,24.26,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
TOYAMSL,OTHER,0.67,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
FREDUN,OTHER,1474.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
MSL,OTHER,139.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SHIVAAGRO,OTHER,38.3,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SGRL,OTHER,537.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
KMCSHIL,OTHER,143.13,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
POEL,OTHER,148.41,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
POLYSPIN,OTHER,31.53,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SIEL,OTHER,35.07,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
CRSL,OTHER,2.11,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
PRISMX,OTHER,0.52,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SGLRES,OTHER,2.59,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SHILGRAVQ,OTHER,158.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SHERVANI,OTHER,348.1,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
KJMCFIN,OTHER,58.85,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
KAMANWALA,OTHER,13.55,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
AZADIND,OTHER,91.48,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
DHATRE,OTHER,4.26,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
HINDADH,OTHER,335.55,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
HINDALUMI,OTHER,99.17,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
KANCOTEA,OTHER,49.65,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
JYOTIRES,OTHER,855.5,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SPELS,OTHER,150.68,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
BENARAS,OTHER,10178.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
PERMAGN,OTHER,813.6,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
MANBRO,OTHER,54.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
MAKERSL,OTHER,152.59,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
PHOENXINTL,OTHER,32.58,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
DEEP,OTHER,36.01,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
DHABRIYA,OTHER,504.35,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
BLUECLOUDS,OTHER,21.83,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SHRADDHA,OTHER,150.71,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SHRJAGP,OTHER,728.5,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SEKURITIND,OTHER,117.61,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SHIVACEM,OTHER,17.21,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
KSE,OTHER,194.47,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
LADDERUP,OTHER,49.11,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
HAMPTON,OTHER,7.95,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
LANCER,OTHER,11.07,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
LKPSEC,OTHER,16.44,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
LOTUSCHO,OTHER,622.05,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
BRIGHTBR,OTHER,231.6,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
BRAHMINFRA,OTHER,170.77,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SAYAJIIND,OTHER,114.8,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
BPLPHARMA,OTHER,1307.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
CRAVATEX,OTHER,350.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SAICAPI,OTHER,149.95,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
RTSPOWR,OTHER,94.73,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
COMPEAU,OTHER,351.1,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
CHEMCRUX,OTHER,86.63,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
CGVAK,OTHER,152.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
CFEL,OTHER,30.16,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
LEENEE,OTHER,7.06,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
HBPOR,OTHER,62.99,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
HAZOOR,OTHER,21.49,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
SAB,OTHER,170.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
RRECL,OTHER,145.0,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
MOHITE,OTHER,2.49,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ADVANCE,CHEMICALS,117.06,2026-08-17,56.81,52.02,32.75,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UPTREND,RETAIL,1.2,13.79,,0.132
VTMLTD,OTHER,46.94,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
VOITHPAPR,OTHER,1414.1,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
WARDINMOBI,OTHER,6.25,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
WATERBASE,OTHER,47.11,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
INDOKEM,OTHER,590.55,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
ACGL,OTHER,1766.7,2026-08-17,50.88,50.0,42.21,50.0,50.0,48.66,NEUTRAL,0.9,43.79,WATCHLIST,UNKNOWN,RETAIL,,,,1.0
BALPHARMA,PHARMA,85.0,2026-08-17,48.73,71.98,34.05,47.09,38.89,48.64,NEUTRAL,0.9,43.78,WATCHLIST,CONSOLIDATING,RETAIL,-1.98,6.61,-1.95,0.425
DISAQ,CAPITAL_GOODS,11641.0,2026-08-17,36.82,80.98,37.1,50.0,38.89,48.65,NEUTRAL,0.9,43.78,WATCHLIST,INSUFFICIENT_DATA,RETAIL,-3.68,-4.29,,0.564
BFSI,OTHER,27.31,2026-08-17,50.85,50.0,42.21,50.0,50.0,48.65,NEUTRAL,0.9,43.78,WATCHLIST,UNKNOWN,RETAIL,-0.98,4.28,1.79,6.716
LICNETFGSC,OTHER,29.51,2026-08-17,50.76,50.0,42.21,50.0,50.0,48.63,NEUTRAL,0.9,43.77,WATCHLIST,UNKNOWN,RETAIL,-0.14,3.33,5.28,0.813
IVZINGOLD,OTHER,133.25,2026-08-17,50.68,50.0,42.21,50.0,50.0,48.61,NEUTRAL,0.9,43.75,WATCHLIST,UNKNOWN,RETAIL,8.69,-1.66,-98.49,0.194
MAHSCOOTER,FINANCIAL_SERVICES,13449.0,2026-08-17,61.09,45.1,38.17,50.0,44.44,48.59,NEUTRAL,0.9,43.73,WATCHLIST,STRONG_UPTREND,RETAIL,3.73,11.1,-13.75,0.303
PRIMO,CHEMICALS,23.28,2026-08-17,40.14,72.5,32.75,50.0,50.0,48.58,NEUTRAL,0.9,43.72,WATCHLIST,CONSOLIDATING,RETAIL,-1.65,-2.96,-11.65,1.571
BFINVEST,FINANCIAL_SERVICES,464.3,2026-08-17,53.26,58.82,38.17,50.0,38.89,48.55,NEUTRAL,0.9,43.7,WATCHLIST,STRONG_UPTREND,RETAIL,-1.96,13.95,-1.27,0.867
PVTBANKADD,OTHER,27.84,2026-08-17,50.39,50.0,42.21,50.0,50.0,48.54,NEUTRAL,0.9,43.69,WATCHLIST,UNKNOWN,RETAIL,-1.69,5.22,4.15,2.707
MOGSEC,OTHER,65.5,2026-08-17,50.32,50.0,42.21,50.0,50.0,48.52,NEUTRAL,0.9,43.67,WATCHLIST,UNKNOWN,RETAIL,0.43,3.17,6.06,0.033
KRITINUT,OTHER,85.15,2026-08-17,46.65,62.92,42.21,50.0,38.89,48.52,NEUTRAL,0.9,43.67,WATCHLIST,INSUFFICIENT_DATA,RETAIL,,,-13.58,0.477
EMETAL,OTHER,13.15,2026-08-17,50.33,50.0,42.21,50.0,50.0,48.52,NEUTRAL,0.9,43.67,WATCHLIST,UNKNOWN,RETAIL,,,,0.837
BANKBETA,OTHER,59.77,2026-08-17,50.26,50.0,42.21,50.0,50.0,48.51,NEUTRAL,0.9,43.66,WATCHLIST,UNKNOWN,RETAIL,0.3,7.97,,0.155
MOM50,OTHER,254.28,2026-08-17,50.27,50.0,42.21,50.0,50.0,48.51,NEUTRAL,0.9,43.66,WATCHLIST,UNKNOWN,RETAIL,1.14,3.25,-0.97,0.207
LIQUIDBETF,OTHER,1094.92,2026-08-17,50.23,50.0,42.21,50.0,50.0,48.5,NEUTRAL,0.9,43.65,WATCHLIST,UNKNOWN,RETAIL,0.42,1.21,4.75,0.548
BIOCON,PHARMA,412.0,2026-08-17,36.0,84.28,34.05,50.0,38.89,48.5,NEUTRAL,0.9,43.65,WATCHLIST,CONSOLIDATING,RETAIL,-6.51,-4.21,14.99,0.772
RELIANCE,ENERGY,1316.0,2026-08-17,51.44,63.3,35.62,50.0,38.89,48.48,NEUTRAL,0.9,43.63,WATCHLIST,DOWNTREND,DII,1.5,-1.53,-4.98,1.141
MOMMIDCAP,OTHER,13.11,2026-08-17,50.12,50.0,42.21,50.0,50.0,48.47,NEUTRAL,0.9,43.62,WATCHLIST,UNKNOWN,RETAIL,,,,0.765
TRENT,RETAIL,2946.0,2026-08-17,37.87,55.76,39.26,50.0,66.67,48.47,NEUTRAL,0.9,43.62,WATCHLIST,CONSOLIDATING,RETAIL,3.0,-28.17,-44.36,0.631
CENTUM,CAPITAL_GOODS,3362.6,2026-08-17,45.29,69.46,37.1,50.0,38.89,48.47,NEUTRAL,0.9,43.62,WATCHLIST,CONSOLIDATING,RETAIL,-9.7,11.68,23.21,4.186
CYBERMEDIA,OTHER,16.62,2026-08-17,53.4,45.72,42.21,50.0,50.0,48.44,NEUTRAL,0.9,43.6,WATCHLIST,INSUFFICIENT_DATA,RETAIL,,,3.88,1.0
20MICRONS,METAL,197.26,2026-08-17,45.96,65.58,39.98,50.0,38.89,48.44,NEUTRAL,0.9,43.6,WATCHLIST,STRONG_UPTREND,DII,-3.78,13.37,-13.83,1.263
CASHIETF,OTHER,1075.6,2026-08-17,49.95,50.0,42.21,50.0,50.0,48.43,NEUTRAL,0.9,43.59,WATCHLIST,UNKNOWN,RETAIL,0.43,1.25,4.91,0.404
AONELIQUID,OTHER,1072.91,2026-08-17,49.91,50.0,42.21,50.0,50.0,48.42,NEUTRAL,0.9,43.58,WATCHLIST,UNKNOWN,RETAIL,0.43,1.25,4.9,0.396
OILIETF,OTHER,11.42,2026-08-17,49.9,50.0,42.21,50.0,50.0,48.42,NEUTRAL,0.9,43.58,WATCHLIST,UNKNOWN,RETAIL,0.71,0.0,2.79,0.599
FIVESTAR,FINANCIAL_SERVICES,537.75,2026-08-17,50.63,61.48,38.17,50.0,38.89,48.42,NEUTRAL,0.9,43.58,WATCHLIST,UPTREND,RETAIL,-2.66,17.21,-4.43,0.513
CDSL,REALTY,1356.8,2026-08-17,47.82,62.14,40.96,50.0,38.89,48.41,NEUTRAL,0.9,43.57,WATCHLIST,STRONG_UPTREND,DII,-3.81,14.33,-9.07,0.91
NIFTYAXIS,OTHER,269.85,2026-08-17,49.87,50.0,42.21,50.0,50.0,48.41,NEUTRAL,0.9,43.57,WATCHLIST,UNKNOWN,RETAIL,1.31,,,0.255
SBILIQETF,OTHER,1052.12,2026-08-17,49.85,50.0,42.21,50.0,50.0,48.4,NEUTRAL,0.9,43.56,WATCHLIST,UNKNOWN,RETAIL,0.43,1.25,4.9,0.384
DMART,RETAIL,3995.0,2026-08-17,43.02,61.44,39.26,50.0,50.0,48.4,NEUTRAL,0.9,43.56,WATCHLIST,DOWNTREND,RETAIL,1.12,-8.34,-15.3,0.499
NUVAMA,FINANCIAL_SERVICES,1731.2,2026-08-17,35.67,67.58,38.17,50.0,55.56,48.4,NEUTRAL,0.9,43.56,WATCHLIST,CONSOLIDATING,RETAIL,-6.24,18.7,-74.27,1.172
ISFT,RETAIL,82.25,2026-08-17,61.64,38.16,39.26,50.0,50.0,48.39,NEUTRAL,0.9,43.55,WATCHLIST,STRONG_UPTREND,RETAIL,5.73,2.79,-18.3,1.998
POKARNA,REALTY,937.8,2026-08-17,43.16,63.64,40.96,50.0,44.44,48.38,NEUTRAL,0.9,43.54,WATCHLIST,CONSOLIDATING,DII,-5.73,12.42,-0.15,0.428
LICMFGOLD,OTHER,137.5,2026-08-17,49.7,50.0,42.21,50.0,50.0,48.37,NEUTRAL,0.9,43.53,WATCHLIST,UNKNOWN,RETAIL,7.97,-2.52,-98.5,0.502
GARUDA,INFRASTRUCTURE,182.48,2026-08-17,54.29,46.4,40.08,50.0,50.0,48.37,NEUTRAL,0.9,43.53,WATCHLIST,STRONG_UPTREND,DII,2.09,1.49,-11.36,0.326
ACUTAAS,PHARMA,3198.2,2026-08-17,46.04,71.02,34.05,50.0,38.89,48.36,NEUTRAL,0.9,43.52,WATCHLIST,CONSOLIDATING,RETAIL,-10.76,17.11,126.25,0.473
EBANK10,OTHER,16.74,2026-08-17,49.59,50.0,42.21,50.0,50.0,48.34,NEUTRAL,0.9,43.51,WATCHLIST,UNKNOWN,RETAIL,,,,0.618
BALAMINES,CHEMICALS,2125.2,2026-08-17,44.62,73.94,32.75,50.0,38.89,48.33,NEUTRAL,0.9,43.5,WATCHLIST,CONSOLIDATING,RETAIL,-10.4,24.56,40.09,0.366
LXCHEM,CHEMICALS,179.66,2026-08-17,64.46,49.1,32.75,50.0,38.89,48.32,NEUTRAL,0.9,43.49,WATCHLIST,UPTREND,RETAIL,5.09,17.82,-15.11,0.281
EMUDHRA,IT,518.75,2026-08-17,67.72,40.22,37.5,50.0,38.89,48.31,NEUTRAL,0.9,43.48,WATCHLIST,STRONG_UPTREND,RETAIL,15.26,10.24,-29.28,0.354
LIQUIDETF,OTHER,1000.0,2026-08-17,49.46,50.0,42.21,50.0,50.0,48.31,NEUTRAL,0.9,43.48,WATCHLIST,UNKNOWN,RETAIL,0.0,0.0,0.0,8.392
ABGSEC,OTHER,115.07,2026-08-17,49.46,50.0,42.21,50.0,50.0,48.31,NEUTRAL,0.9,43.48,WATCHLIST,UNKNOWN,RETAIL,0.24,,6.0,0.112
KAMAHOLD,FINANCIAL_SERVICES,2456.4,2026-08-17,31.48,76.48,38.17,50.0,50.0,48.3,NEUTRAL,0.9,43.47,WATCHLIST,INSUFFICIENT_DATA,RETAIL,-6.09,-6.78,,1.452
LIQUIDSBI,OTHER,999.99,2026-08-17,49.42,50.0,42.21,50.0,50.0,48.3,NEUTRAL,0.9,43.47,WATCHLIST,UNKNOWN,RETAIL,0.0,-0.0,-0.0,6.048
TITAGARH,INFRASTRUCTURE,820.95,2026-08-17,42.54,69.1,40.08,50.0,38.89,48.3,NEUTRAL,0.9,43.47,WATCHLIST,CONSOLIDATING,DII,-6.26,7.55,-5.56,1.26
PVTBANIETF,OTHER,27.74,2026-08-17,49.36,50.0,42.21,50.0,50.0,48.28,NEUTRAL,0.9,43.45,WATCHLIST,UNKNOWN,RETAIL,-1.56,5.36,4.36,0.934
CEMNTGROWW,OTHER,15.09,2026-08-17,49.34,50.0,42.21,50.0,50.0,48.28,NEUTRAL,0.9,43.45,WATCHLIST,UNKNOWN,RETAIL,,,,0.558
ANNAPURNA,OTHER,163.0,2026-08-17,51.65,50.0,42.21,47.09,50.0,48.27,NEUTRAL,0.9,43.44,WATCHLIST,UNKNOWN,RETAIL,,,,1.47
CGCL,FINANCIAL_SERVICES,226.24,2026-08-17,42.37,71.06,38.17,50.0,38.89,48.27,NEUTRAL,0.9,43.44,WATCHLIST,CONSOLIDATING,RETAIL,-12.61,22.29,18.6,0.659
FMCGADD,OTHER,48.57,2026-08-17,49.32,50.0,42.21,50.0,50.0,48.27,NEUTRAL,0.9,43.44,WATCHLIST,UNKNOWN,RETAIL,-0.08,,,1.781
RANEHOLDIN,FINANCIAL_SERVICES,1600.9,2026-08-17,43.99,69.0,38.17,50.0,38.89,48.26,NEUTRAL,0.9,43.43,WATCHLIST,CONSOLIDATING,RETAIL,-7.92,11.32,6.06,1.909
SENSEXBETA,OTHER,857.51,2026-08-17,49.21,50.0,42.21,50.0,50.0,48.24,NEUTRAL,0.9,43.42,WATCHLIST,UNKNOWN,RETAIL,0.37,3.47,,0.672
MOMETAL,OTHER,13.15,2026-08-17,49.19,50.0,42.21,50.0,50.0,48.24,NEUTRAL,0.9,43.42,WATCHLIST,UNKNOWN,RETAIL,,,,0.521
TOP10ADD,OTHER,88.37,2026-08-17,49.16,50.0,42.21,50.0,50.0,48.23,NEUTRAL,0.9,43.41,WATCHLIST,UNKNOWN,RETAIL,1.36,2.41,-6.63,0.224
SURYALAXMI,TEXTILES,57.66,2026-08-17,39.81,65.22,38.69,50.0,50.0,48.23,NEUTRAL,0.9,43.41,WATCHLIST,CONSOLIDATING,RETAIL,-0.83,-6.3,-11.0,0.343
IRB,INFRASTRUCTURE,19.17,2026-08-17,26.12,60.08,40.08,50.0,77.78,48.23,NEUTRAL,0.9,43.41,WATCHLIST,DOWNTREND,DII,-4.63,-5.57,-56.64,0.547
MOLOWVOL,OTHER,37.22,2026-08-17,49.17,50.0,42.21,50.0,50.0,48.23,NEUTRAL,0.9,43.41,WATCHLIST,UNKNOWN,RETAIL,1.22,1.2,-1.46,0.228
ESTER,CHEMICALS,98.96,2026-08-17,63.8,49.42,32.75,50.0,38.89,48.22,NEUTRAL,0.9,43.4,WATCHLIST,STRONG_UPTREND,RETAIL,10.5,1.21,-7.76,0.218
NHPC,POWER,76.6,2026-08-17,42.86,71.72,36.59,50.0,38.89,48.21,NEUTRAL,0.9,43.39,WATCHLIST,DOWNTREND,DII,-2.93,-0.25,-4.06,0.27
AUTOAXLES,AUTO,1787.0,2026-08-17,44.32,68.98,37.52,50.0,38.89,48.21,NEUTRAL,0.9,43.39,WATCHLIST,DOWNTREND,RETAIL,-2.77,6.1,3.53,0.304
MCX,FINANCIAL_SERVICES,2933.1,2026-08-17,40.78,68.56,38.17,50.0,44.44,48.21,NEUTRAL,0.9,43.39,WATCHLIST,STRONG_UPTREND,RETAIL,4.18,-13.5,-61.87,0.568
OMPOWER,INFRASTRUCTURE,167.96,2026-08-17,37.64,66.3,40.08,50.0,50.0,48.19,NEUTRAL,0.9,43.37,WATCHLIST,INSUFFICIENT_DATA,DII,-2.47,-9.09,,0.3
NPBET,OTHER,283.33,2026-08-17,48.95,50.0,42.21,50.0,50.0,48.18,NEUTRAL,0.9,43.36,WATCHLIST,UNKNOWN,RETAIL,-2.25,5.19,4.0,2.864
NIMBSPROJ,OTHER,184.0,2026-08-17,41.62,59.14,42.21,50.0,50.0,48.18,NEUTRAL,0.9,43.36,WATCHLIST,INSUFFICIENT_DATA,RETAIL,,-15.25,,2.686
MOCAPITAL,OTHER,53.6,2026-08-17,48.86,50.0,42.21,50.0,50.0,48.16,NEUTRAL,0.9,43.34,WATCHLIST,UNKNOWN,RETAIL,-1.22,-2.76,24.54,1.767
ROTO,CAPITAL_GOODS,65.68,2026-08-17,49.94,53.58,37.1,50.0,50.0,48.12,NEUTRAL,0.9,43.31,WATCHLIST,CONSOLIDATING,RETAIL,-1.31,14.33,-21.11,0.457
MOPSE,OTHER,100.61,2026-08-17,48.73,50.0,42.21,50.0,50.0,48.12,NEUTRAL,0.9,43.31,WATCHLIST,UNKNOWN,RETAIL,0.36,-5.94,7.36,3.818
